,human,rarity,traits_range,hidden_traits_range,amount_ethereum
339,1,-0.6339692691451032,-0.15566078099282601,-0.021784217714127415,0.6700031865554558
340,1,-0.5797713054346516,-0.15566078099282601,-0.021784217714127415,0.33616202583391774
341,1,1.5944412000594663,-0.15566078099282601,-0.021784217714127415,0.03663775572811554
342,1,1.6549331208459703,-0.15566078099282601,-0.021784217714127415,-0.015067894897607308
344,1,-1.7829660998066779,6.424225765937039,-0.021784217714127415,-0.07840443798034133
346,1,-0.6839712614715199,6.424225765937039,-0.021784217714127415,-0.24572806906981867
349,1,-0.021707111358001203,-0.15566078099282601,-0.021784217714127415,-0.2430794499954498
352,1,-0.8444671669108573,-0.15566078099282601,-0.021784217714127415,0.0573660789188285
353,1,0.23005117168409672,-0.15566078099282601,-0.021784217714127415,-0.06113083532141387
355,1,-1.3826004969133416,-0.15566078099282601,-0.021784217714127415,-0.2425036632401522
365,1,0.6111852390672727,-0.15566078099282601,-0.021784217714127415,-0.04397239001354594
368,1,1.4947868796886359,-0.15566078099282601,-0.021784217714127415,-0.020940919801642664
376,1,-0.9948228081721102,-0.15566078099282601,-0.021784217714127415,0.09318001509833809
381,1,1.311912460201112,-0.15566078099282601,-0.021784217714127415,0.03663775572811554
382,1,-1.7413560502483312,-0.15566078099282601,-0.021784217714127415,1.2459050992040972
383,1,-1.2658126267243683,-0.15566078099282601,-0.021784217714127415,0.20603421913666423
384,1,1.6451425209498889,-0.15566078099282601,-0.021784217714127415,0.3039179675372532
385,1,-1.7605875857584914,-0.15566078099282601,-0.021784217714127415,-0.19356178903985774
402,1,-0.01576281856395167,-0.15566078099282601,-0.021784217714127415,-0.020825762450583127
404,1,-1.7193272004821476,-0.15566078099282601,-0.021784217714127415,-0.24020051621896188
406,1,-0.0647158180443596,-0.15566078099282601,-0.021784217714127415,0.46847782220130213
407,1,-1.210216005885905,-0.15566078099282601,-0.021784217714127415,0.7852756949660317
410,1,1.2007192185241853,-0.15566078099282601,-0.021784217714127415,0.05978438329107835
411,1,1.1800890258860135,-0.15566078099282601,-0.021784217714127415,0.03663775572811554
416,1,-0.33046067236657406,-0.15566078099282601,-0.021784217714127415,0.4973823173172407
422,1,-0.7654430391781988,-0.15566078099282601,-0.021784217714127415,0.151795106787632
426,1,0.9195891357938427,-0.15566078099282601,-0.021784217714127415,-0.021401549205880718
430,1,-0.7255813110298667,-0.15566078099282601,-0.021784217714127415,-0.04397239001354594
431,1,1.218202432624331,-0.15566078099282601,-0.021784217714127415,0.05966922594001882
435,1,0.8895180075415922,-0.15566078099282601,-0.021784217714127415,0.025237177973223435
441,1,1.6108754213136032,-0.15566078099282601,-0.021784217714127415,0.0018602357081415903
445,1,-1.7553426215284478,-0.15566078099282601,-0.021784217714127415,0.5664767279529506
446,1,-1.2203562700639896,-0.15566078099282601,-0.021784217714127415,0.03663775572811554
447,1,1.6206660212096848,-0.15566078099282601,-0.021784217714127415,-0.015067894897607308
449,1,-0.8150953672226126,-0.15566078099282601,-0.021784217714127415,-0.030153507886403943
453,1,-1.6780668152058038,-0.15566078099282601,-0.021784217714127415,0.554960992846999
457,1,0.32970549205492716,-0.15566078099282601,-0.021784217714127415,0.2670676151982079
460,1,-1.7661822142705381,-0.15566078099282601,-0.021784217714127415,-0.22235112680473684
465,1,-0.11716546034479666,-0.15566078099282601,-0.021784217714127415,-0.08992017308629298
470,1,1.2965272317929837,-0.15566078099282601,-0.021784217714127415,-0.03245665490759431
471,1,1.145122597685722,-0.15566078099282601,-0.021784217714127415,-0.07851959533140085
473,1,-0.935030215949612,-0.15566078099282601,-0.021784217714127415,0.013721442867271793
483,1,0.5409027183846871,-0.15566078099282601,-0.021784217714127415,0.0022057077613201526
485,1,-1.182592527607675,-0.15566078099282601,-0.021784217714127415,-0.0668887028743897
486,1,-1.203222720245847,-0.15566078099282601,-0.021784217714127415,0.2094889396684497
488,1,-0.9829342225840112,-0.15566078099282601,-0.021784217714127415,0.06266331706756627
490,1,-1.579811151962985,-0.15566078099282601,-0.021784217714127415,0.3753155251941533
494,1,-0.003174904411846774,-0.15566078099282601,-0.021784217714127415,-0.07840443798034133
497,1,0.496495354570317,-0.15566078099282601,-0.021784217714127415,0.013721442867271793
501,1,-1.7403070574023225,-0.15566078099282601,-0.021784217714127415,-0.24365523675074738
504,1,-1.7514963144264157,-0.15566078099282601,-0.021784217714127415,-0.24365523675074738
505,1,0.630766438859436,-0.15566078099282601,-0.021784217714127415,0.03963184685566298
506,1,1.5710136931652712,-0.15566078099282601,-0.021784217714127415,0.10584732371488492
507,1,-0.7231336610558462,-0.15566078099282601,-0.021784217714127415,0.07118496104597047
509,1,1.5196130437108428,-0.15566078099282601,-0.021784217714127415,0.013721442867271793
510,1,-1.8060439424188703,6.424225765937039,-0.021784217714127415,-0.0029763730363580776
512,1,-0.06261783235234211,-0.15566078099282601,-0.021784217714127415,0.4685929795523616
516,1,-1.3252555546648639,-0.15566078099282601,-0.021784217714127415,-0.24423102350604495
518,1,0.9772837423243235,-0.15566078099282601,-0.021784217714127415,0.07130011839703
522,1,-0.9944731438901073,-0.15566078099282601,-0.021784217714127415,0.1519102641386915
526,1,-0.9832838868660141,-0.15566078099282601,-0.021784217714127415,0.09433158860893327
534,1,-1.5993923517551483,-0.15566078099282601,-0.021784217714127415,0.4362337639046375
535,1,0.5160765543624802,-0.15566078099282601,-0.021784217714127415,-0.04385723266248641
538,1,0.2020780291238636,-0.15566078099282601,-0.021784217714127415,0.036752913079175074
544,1,1.0045575563205507,6.424225765937039,-0.021784217714127415,-0.1878039214868819
547,1,1.3192554101231733,-0.15566078099282601,-0.021784217714127415,-0.018061986025154752
548,1,1.4884929226125834,-0.15566078099282601,-0.021784217714127415,0.013606285516212258
549,1,-0.2601781516839884,6.424225765937039,-0.021784217714127415,-0.2425036632401522
550,1,-1.5084796384343906,-0.15566078099282601,-0.021784217714127415,0.40525643646962756
553,1,0.46677389060006935,-0.15566078099282601,-0.021784217714127415,0.4282879066815309
561,1,-1.53120781676458,-0.15566078099282601,-0.021784217714127415,0.0022057077613201526
563,1,-0.9196449875414838,-0.15566078099282601,-0.021784217714127415,0.1519102641386915
564,1,-1.1612630064054972,-0.15566078099282601,-0.021784217714127415,0.13463666147976402
568,1,0.8583978864433328,-0.15566078099282601,-0.021784217714127415,0.19797320456249803
573,1,-1.3665159399412077,-0.15566078099282601,-0.021784217714127415,-0.009310027344631489
577,1,-1.4798071673101516,-0.15566078099282601,-0.021784217714127415,0.08051270648179132
578,1,-0.49165590636991735,-0.15566078099282601,-0.021784217714127415,0.04251078063215089
583,1,0.808745558398919,-0.15566078099282601,-0.021784217714127415,0.013721442867271793
586,1,0.08529015893489042,-0.15566078099282601,-0.021784217714127415,0.035601339568579894
588,1,-0.6622920759873393,-0.15566078099282601,-0.021784217714127415,0.6125396683767571
589,1,1.3909365879337705,-0.15566078099282601,-0.021784217714127415,-0.055488125119497585
591,1,0.711538888002109,-0.15566078099282601,-0.021784217714127415,0.005660428293105653
593,1,-1.7266701504042088,-0.15566078099282601,-0.021784217714127415,0.554960992846999
599,1,1.389537930805759,-0.15566078099282601,-0.021784217714127415,-0.020940919801642664
604,1,1.5395439077850088,-0.15566078099282601,-0.021784217714127415,-0.1590145837220028
605,1,-0.9563597371517898,-0.15566078099282601,-0.021784217714127415,0.3246462907279661
607,1,1.144772933403719,-0.15566078099282601,-0.021784217714127415,-0.04385723266248641
608,1,0.47971146903417716,-0.15566078099282601,-0.021784217714127415,0.2670676151982079
610,1,-0.14548826718703267,-0.15566078099282601,-0.021784217714127415,0.08143396529026743
613,1,0.3692175559212564,-0.15566078099282601,-0.021784217714127415,-0.17628818638093027
615,1,1.0944212767952997,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
616,1,-1.2374898198821325,-0.15566078099282601,-0.021784217714127415,0.9925589268731612
617,1,-0.10317888906468012,-0.15566078099282601,-0.021784217714127415,0.48010871465831323
618,1,1.1349823335076377,-0.15566078099282601,-0.021784217714127415,0.03663775572811554
620,1,-0.8210396600166621,-0.15566078099282601,-0.021784217714127415,0.03663775572811554
622,1,-1.1595146849954827,-0.15566078099282601,-0.021784217714127415,0.11621148531024138
627,1,-0.08429701783652277,6.424225765937039,-0.021784217714127415,1.2459050992040972
628,1,0.08948613031892538,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
638,1,-1.5423970737886732,-0.15566078099282601,-0.021784217714127415,1.2459050992040972
639,1,0.9136448429997932,-0.15566078099282601,-0.021784217714127415,-0.009310027344631489
641,1,-1.807092935264879,6.424225765937039,-0.021784217714127415,-0.24480681026134254
642,1,-1.5497400237107344,-0.15566078099282601,-0.021784217714127415,0.3154337026432048
648,1,-1.1766482348136253,-0.15566078099282601,-0.021784217714127415,0.18185117541416576
660,1,0.08284250896087002,-0.15566078099282601,-0.021784217714127415,0.05621450540823336
661,1,0.7419596805363625,-0.15566078099282601,-0.021784217714127415,0.2670676151982079
665,1,-0.9283865945915566,-0.15566078099282601,-0.021784217714127415,-0.1820460539339061
668,1,1.1181984479714977,-0.15566078099282601,-0.021784217714127415,0.0251220206221639
669,1,1.4280010018260794,-0.15566078099282601,-0.021784217714127415,0.033183035196330084
675,1,1.3762506880896481,-0.15566078099282601,-0.021784217714127415,-0.07851959533140085
678,1,0.8465093008552337,-0.15566078099282601,-0.021784217714127415,-0.0013641701215248412
680,1,-0.04303663256017894,-0.15566078099282601,-0.021784217714127415,0.018327736909652434
682,1,-0.9315335731295828,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
685,1,1.397580209291826,-0.15566078099282601,-0.021784217714127415,0.04826864818512672
686,1,-0.6556484546292839,-0.15566078099282601,-0.021784217714127415,0.2670676151982079
688,1,-0.9154490161574489,6.424225765937039,-0.021784217714127415,-0.24780090138888997
698,1,-0.0699607822744033,-0.15566078099282601,-0.021784217714127415,0.4685929795523616
702,1,0.7751777873266393,-0.15566078099282601,-0.021784217714127415,-0.009310027344631489
703,1,0.9241347714598805,-0.15566078099282601,-0.021784217714127415,-0.020940919801642664
706,1,-1.7333137717622642,6.424225765937039,-0.021784217714127415,-0.19356178903985774
709,1,0.8160885083209802,-0.15566078099282601,-0.021784217714127415,0.025237177973223435
717,1,0.21746325753199183,-0.15566078099282601,-0.021784217714127415,0.06554225084405417
719,1,-1.5490406951467286,-0.15566078099282601,-0.021784217714127415,-0.22523006058122474
721,1,-0.9885288510960578,-0.15566078099282601,-0.021784217714127415,0.2094889396684497
729,1,-0.8518101168329185,-0.15566078099282601,-0.021784217714127415,0.05966922594001882
730,1,1.6507371494619354,-0.15566078099282601,-0.021784217714127415,0.030995045526199253
735,1,-1.296583083540625,-0.15566078099282601,-0.021784217714127415,0.3234947172173709
741,1,-1.807442599546882,6.424225765937039,-0.021784217714127415,-0.23386686191068848
742,1,1.028334727496749,6.424225765937039,-0.021784217714127415,-0.24826153079312804
743,1,0.32411086354288055,-0.15566078099282601,-0.021784217714127415,-0.009310027344631489
744,1,-1.7371600788642962,-0.15566078099282601,-0.021784217714127415,0.5434452577410472
749,1,-0.7574007606921318,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
750,1,0.37026654876726517,-0.15566078099282601,-0.021784217714127415,0.05978438329107835
751,1,1.4622681014623649,-0.15566078099282601,-0.021784217714127415,-0.0409782988859985
755,1,-1.8007989781888265,6.424225765937039,-0.021784217714127415,-0.23501843542128367
759,1,-0.764743710614193,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
762,1,-0.6850202543175287,6.424225765937039,-0.021784217714127415,0.554960992846999
765,1,-0.09548627486061602,-0.15566078099282601,-0.021784217714127415,0.11736305882083656
772,1,-0.10457754619269177,-0.15566078099282601,-0.021784217714127415,0.025237177973223435
773,1,-0.8532087739609302,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
777,1,-1.4861011243862041,-0.15566078099282601,-0.021784217714127415,-0.03245665490759431
782,1,-1.0227959507323434,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
784,1,-0.8088014101465602,-0.15566078099282601,-0.021784217714127415,0.39374070136367595
801,1,0.7923113371447821,-0.15566078099282601,-0.021784217714127415,-0.02658363000355895
803,1,1.5748600002673032,-0.15566078099282601,-0.021784217714127415,0.013721442867271793
807,1,0.11955725857117597,-0.15566078099282601,-0.021784217714127415,0.0459655011639364
812,1,1.1185481122535006,-0.15566078099282601,-0.021784217714127415,-0.020825762450583127
814,1,0.43775175519382753,-0.15566078099282601,-0.021784217714127415,0.1864574694565464
819,1,0.41292559117162064,-0.15566078099282601,-0.021784217714127415,-0.08992017308629298
820,1,1.4514285087202745,-0.15566078099282601,-0.021784217714127415,0.02316434565415214
824,1,-1.7770218070126285,-0.15566078099282601,-0.021784217714127415,2.052006556620712
825,1,-1.4308541678297437,-0.15566078099282601,-0.021784217714127415,0.19785804721143854
827,1,-1.5210675525864956,-0.15566078099282601,-0.021784217714127415,0.7564863572011525
836,1,-0.023805097050018688,-0.15566078099282601,-0.021784217714127415,-0.24768574403783045
838,1,-1.7528949715544273,6.424225765937039,-0.021784217714127415,-0.216593259251761
839,1,0.07899620185883796,-0.15566078099282601,-0.021784217714127415,-0.020940919801642664
842,1,-0.7185880253898084,-0.15566078099282601,-0.021784217714127415,0.036752913079175074
843,1,-1.7476500073243837,-0.15566078099282601,-0.021784217714127415,1.47621980132313
845,1,1.10526086953739,-0.15566078099282601,-0.021784217714127415,-0.05537296776843805
846,1,1.0748400770031363,-0.15566078099282601,-0.021784217714127415,-0.1889554949974771
848,1,0.5342590970266317,-0.15566078099282601,-0.021784217714127415,0.12312092637381238
850,1,1.6552827851279732,-0.15566078099282601,-0.021784217714127415,-0.17628818638093027
852,1,0.7125878808481177,-0.15566078099282601,-0.021784217714127415,-0.07840443798034133
853,1,0.5150275615164714,-0.15566078099282601,-0.021784217714127415,-0.07264657042736551
854,1,1.5940915357774634,-0.15566078099282601,-0.021784217714127415,0.0010541342507249722
855,1,1.6000358285715128,-0.15566078099282601,-0.021784217714127415,0.07130011839703
861,1,-0.8385228741168078,6.424225765937039,-0.021784217714127415,-0.216593259251761
874,1,1.5178647223008281,-0.15566078099282601,-0.021784217714127415,-0.04973025756652177
875,1,-1.3546273543531087,-0.15566078099282601,-0.021784217714127415,-0.22119955329414165
877,1,-0.11331915324276462,-0.15566078099282601,-0.021784217714127415,0.7276970194362735
879,1,-0.7133430611597646,-0.15566078099282601,-0.021784217714127415,0.11160519126786074
883,1,-1.75079698586241,-0.15566078099282601,-0.021784217714127415,-0.2452674396655806
886,1,-0.7601980749481552,-0.15566078099282601,-0.021784217714127415,0.0251220206221639
891,1,-1.515472924074449,-0.15566078099282601,-0.021784217714127415,0.4282879066815309
898,1,-1.1231495996671796,-0.15566078099282601,-0.021784217714127415,0.0047391694846295
906,1,1.2689037535147536,-0.15566078099282601,-0.021784217714127415,-0.24365523675074738
907,1,-0.8685940023690584,-0.15566078099282601,-0.021784217714127415,0.16918386679761893
914,1,1.0549092129289703,-0.15566078099282601,-0.021784217714127415,-0.015067894897607308
915,1,-1.3339971617149367,-0.15566078099282601,-0.021784217714127415,0.27167390924058854
916,1,1.0007112492185186,6.424225765937039,-0.021784217714127415,-0.07840443798034133
918,1,-1.4525333533139244,-0.15566078099282601,-0.021784217714127415,0.2094889396684497
919,1,0.8989589431556708,-0.15566078099282601,-0.021784217714127415,-0.19356178903985774
920,1,-1.1476260994073837,-0.15566078099282601,-0.021784217714127415,0.9003178886744886
921,1,-1.0158026650922851,-0.15566078099282601,-0.021784217714127415,0.09421643125787374
923,1,1.3881392736777471,-0.15566078099282601,-0.021784217714127415,-0.022092493312237803
924,1,-0.11821445319080541,-0.15566078099282601,-0.021784217714127415,1.3034837747338555
926,1,1.6315056139517752,-0.15566078099282601,-0.021784217714127415,0.002090550410260618
931,1,-1.7532446358364302,6.424225765937039,-0.021784217714127415,-0.216593259251761
939,1,-0.08534601068253152,-0.15566078099282601,-0.021784217714127415,0.6701183439065153
943,1,-1.3091709976927297,6.424225765937039,-0.021784217714127415,0.520413787529144
944,1,-1.7018439863820018,-0.15566078099282601,-0.021784217714127415,-0.25056467781431835
945,1,-1.33679447597096,-0.15566078099282601,-0.021784217714127415,0.6125396683767571
948,1,-0.5381612558763048,-0.15566078099282601,-0.021784217714127415,0.3822249662577243
949,1,-1.6070849659592124,-0.15566078099282601,-0.021784217714127415,-0.22810899435771265
950,1,0.4401994051678479,-0.15566078099282601,-0.021784217714127415,-0.2453825970166401
952,1,-0.9035604305693498,-0.15566078099282601,-0.021784217714127415,0.07118496104597047
959,1,-0.6605437545773247,-0.15566078099282601,-0.021784217714127415,-0.07840443798034133
960,1,-1.243783776958185,-0.15566078099282601,-0.021784217714127415,-0.20507752414580938
965,1,-0.6815236114974995,-0.15566078099282601,-0.021784217714127415,-0.1878039214868819
981,1,0.34194374192502913,-0.15566078099282601,-0.021784217714127415,0.013606285516212258
982,1,-1.2196569414999838,-0.15566078099282601,-0.021784217714127415,0.2544003065816611
985,1,-1.0014664295301656,-0.15566078099282601,-0.021784217714127415,-0.216593259251761
991,1,-0.5266223345702087,-0.15566078099282601,-0.021784217714127415,0.1863423121054869
992,1,-1.1255972496412001,-0.15566078099282601,-0.021784217714127415,-0.24192787648485461
993,1,1.563321078961207,-0.15566078099282601,-0.021784217714127415,0.030995045526199253
994,1,-1.4874997815142157,-0.15566078099282601,-0.021784217714127415,-0.1244673784041479
998,1,-1.6826124508718416,-0.15566078099282601,-0.021784217714127415,-0.2108353916987852
1000,1,-1.4609252960819943,-0.15566078099282601,-0.021784217714127415,-0.13609827086115905
1001,1,0.40837995550558276,-0.15566078099282601,-0.021784217714127415,-0.02658363000355895
1002,1,1.0080541991405798,6.424225765937039,-0.021784217714127415,-0.021401549205880718
1003,1,1.4860452726385631,-0.15566078099282601,-0.021784217714127415,0.0022057077613201526
1005,1,-0.67557931870345,-0.15566078099282601,-0.021784217714127415,0.23252040988035297
1006,1,1.5199627079928457,-0.15566078099282601,-0.021784217714127415,0.04538971440863881
1010,1,-1.5591809593248132,-0.15566078099282601,-0.021784217714127415,0.3246462907279661
1011,1,1.6412962138478568,-0.15566078099282601,-0.021784217714127415,0.04826864818512672
1012,1,1.3699567310135956,-0.15566078099282601,-0.021784217714127415,-0.24780090138888997
1014,1,-0.18779764530938525,-0.15566078099282601,-0.021784217714127415,-0.24561291171875915
1015,1,-0.7720866605362542,-0.15566078099282601,-0.021784217714127415,0.16319568454252406
1027,1,-0.12905404593289574,-0.15566078099282601,-0.021784217714127415,-0.07840443798034133
1029,1,-0.25633184458195635,-0.15566078099282601,-0.021784217714127415,-0.24826153079312804
1030,1,-0.4636827638096842,-0.15566078099282601,-0.021784217714127415,0.025237177973223435
1032,1,-0.8815315808031662,-0.15566078099282601,-0.021784217714127415,-0.05537296776843805
1035,1,1.5342989435549652,-0.15566078099282601,-0.021784217714127415,-0.1561356499455149
1036,1,1.3779990094996626,-0.15566078099282601,-0.021784217714127415,-0.2396247294636643
1041,1,0.05626802352864857,-0.15566078099282601,-0.021784217714127415,0.05978438329107835
1042,1,-1.0224462864503405,-0.15566078099282601,-0.021784217714127415,0.16342599924464313
1044,1,-0.25353453032593304,-0.15566078099282601,-0.021784217714127415,0.0678453978652445
1045,1,0.8461596365732308,-0.15566078099282601,-0.021784217714127415,-0.2459583837719377
1050,1,-1.8063936067008732,6.424225765937039,-0.021784217714127415,-0.2472251146335924
1052,1,1.676612306330151,-0.15566078099282601,-0.021784217714127415,-0.2460735411229972
1054,1,0.7632892017385402,-0.15566078099282601,-0.021784217714127415,-0.2489524748994851
1060,1,-1.3144159619227735,-0.15566078099282601,-0.021784217714127415,-0.23973988681472383
1061,1,1.5514324933731078,-0.15566078099282601,-0.021784217714127415,-0.24906763225054465
1062,1,1.2447769180565524,-0.15566078099282601,-0.021784217714127415,-0.2425036632401522
1068,1,-1.1602140135594885,-0.15566078099282601,-0.021784217714127415,0.1288787939267882
1069,1,0.9982635992444983,6.424225765937039,-0.021784217714127415,-0.24975857635690174
1071,1,1.6343029282077985,-0.15566078099282601,-0.021784217714127415,-0.24768574403783045
1072,1,0.33180347774694463,-0.15566078099282601,-0.021784217714127415,0.013606285516212258
1074,1,-1.3182622690248056,-0.15566078099282601,-0.021784217714127415,-0.19356178903985774
1075,1,0.3461397133090641,-0.15566078099282601,-0.021784217714127415,0.11713274411871753
1083,1,-1.255672362546284,-0.15566078099282601,-0.021784217714127415,-0.2466493278782948
1084,1,0.8391663509331725,-0.15566078099282601,-0.021784217714127415,0.013721442867271793
1086,1,-1.4116226323195835,6.424225765937039,-0.021784217714127415,0.04826864818512672
1092,1,-1.5077803098703848,-0.15566078099282601,-0.021784217714127415,0.1000894561619091
1093,1,-1.685060100845862,-0.15566078099282601,-0.021784217714127415,-0.2396247294636643
1094,1,-0.11996277460081997,-0.15566078099282601,-0.021784217714127415,0.33616202583391774
1096,1,1.3496762026574267,-0.15566078099282601,-0.021784217714127415,-0.17628818638093027
1097,1,1.482548629818534,-0.15566078099282601,-0.021784217714127415,-0.24975857635690174
1100,1,-1.1329401995632613,-0.15566078099282601,-0.021784217714127415,0.030995045526199253
1102,1,-0.8553067596529477,-0.15566078099282601,-0.021784217714127415,0.09433158860893327
1105,1,-0.6168357193269605,-0.15566078099282601,-0.021784217714127415,0.09433158860893327
1109,1,1.0870783268732385,-0.15566078099282601,-0.021784217714127415,0.006812001803700792
1111,1,-0.7857235675343678,-0.15566078099282601,-0.021784217714127415,-0.23835799860200962
1115,1,-1.3423891044830065,-0.15566078099282601,-0.021784217714127415,-0.17053031882795447
1116,1,-1.3007790549246598,-0.15566078099282601,-0.021784217714127415,0.3131305556220145
1118,1,-0.3336076509046003,-0.15566078099282601,-0.021784217714127415,0.1000894561619091
1119,0,-1.6252675086233639,-0.15566078099282601,-0.021784217714127415,4.355614207215279
1123,1,-1.288540805054558,-0.15566078099282601,-0.021784217714127415,0.4398036417874825
1127,1,-1.1972784274517974,-0.15566078099282601,-0.021784217714127415,-0.07840443798034133
1129,1,-0.7115947397497501,-0.15566078099282601,-0.021784217714127415,0.05966922594001882
1142,1,-0.5094887847520659,-0.15566078099282601,-0.021784217714127415,0.05966922594001882
1143,1,-0.0003775901558234634,-0.15566078099282601,-0.021784217714127415,-0.2494131043037232
1144,1,0.8517542650852774,-0.15566078099282601,-0.021784217714127415,-0.24791605873994946
1146,1,1.368907738167587,-0.15566078099282601,-0.021784217714127415,-0.2465341705272353
1147,1,0.40418398412154777,-0.15566078099282601,-0.021784217714127415,0.2440361449863046
1151,1,1.0070052062945711,6.424225765937039,-0.021784217714127415,0.3245311333769066
1155,1,0.3108236208267698,-0.15566078099282601,-0.021784217714127415,-0.2489524748994851
1156,1,-1.344487090175024,-0.15566078099282601,-0.021784217714127415,-0.24826153079312804
1160,1,1.0800850412331802,-0.15566078099282601,-0.021784217714127415,-0.17893680545529916
1161,1,1.575908993113312,-0.15566078099282601,-0.021784217714127415,0.05966922594001882
1162,1,-1.6700245367197368,-0.15566078099282601,-0.021784217714127415,1.1306325907935215
1163,1,-1.5745661877329413,-0.15566078099282601,-0.021784217714127415,0.3131305556220145
1164,1,-0.14723658859704725,-0.15566078099282601,-0.021784217714127415,-0.2453825970166401
1170,1,0.28145182113852507,-0.15566078099282601,-0.021784217714127415,-0.24906763225054465
1176,1,0.25872364280833565,-0.15566078099282601,-0.021784217714127415,-0.07840443798034133
1178,1,0.9353240284839738,-0.15566078099282601,-0.021784217714127415,-0.24480681026134254
