,id,total_sold,avg_sold_price,max_sold_price,types,rarity,skin,traits,total_traits,marcador
0,0,3.0,9.193333333333333,25.0,Female,2023,Mid,"Blonde Bob,Earring,Green Eye Shadow",3,1
1,1,3.0,30.473333333333333,60.0,Male,4352,Dark,"Mohawk,Smile",2,1
14,14,3.0,1.75,2.5,Female,155,Dark,"Hot Lipstick,Pilot Helmet,Pipe",3,1
33,33,1.0,0.51,0.51,Male,7635,Light,Peak Spike,1,1
53,53,2.0,21.0,22.0,Female,2825,Light,"Big Shades,Straight Hair",2,1
89,89,3.0,13.829999999999998,20.0,Female,125,Dark,Choker,1,1
116,116,2.0,1.7999999999999998,2.4,Female,220,Dark,"Black Lipstick,Clown Eyes Blue,Earring,Tiara",4,1
118,118,2.0,20.35,20.45,Female,9954,Light,"Bandana,Black Lipstick",2,1
124,124,3.0,17.3,19.9,Male,6760,Mid,"Earring,Normal Beard Black,Peak Spike",3,1
138,138,4.0,14.925,15.95,Male,9806,Light,"Horned Rim Glasses,Stringy Hair",2,1
139,139,1.0,24.99,24.99,Male,7470,Mid,"Do-rag,Eye Patch",2,1
141,141,1.0,33.99,33.99,Male,6115,Dark,"3D Glasses,Chinstrap,Headband",3,1
143,143,3.0,117.16666666666667,180.0,Male,91,Light,"Beanie,Horned Rim Glasses",2,1
155,155,3.0,14.666666666666666,25.0,Male,2455,Dark,"Clown Hair Green,Clown Nose",2,1
160,160,3.0,41.0,53.0,Female,612,Mid,"Clown Eyes Blue,Pigtails,Purple Lipstick",3,1
161,161,2.0,19.605,22.21,Female,9452,Dark,"Frumpy Hair,Hot Lipstick",2,1
168,168,1.0,25.0,25.0,Female,1880,Light,"Blonde Bob,Blue Eye Shadow,Silver Chain",3,1
169,169,3.0,17.663333333333334,45.0,Female,1299,Mid,"Hot Lipstick,Regular Shades,Wild White Hair",3,1
173,173,1.0,50.0,50.0,Female,3360,Dark,"Clown Eyes Blue,Hot Lipstick,Messy Hair,Mole,Pipe",5,1
186,186,1.0,21.5,21.5,Male,6642,Dark,"Crazy Hair,Mustache",2,1
195,195,1.0,16.0,16.0,Female,1687,Light,"Nerd Glasses,Straight Hair Blonde",2,1
203,203,1.0,29.99,29.99,Male,6082,Light,"Front Beard,Messy Hair,Regular Shades",3,1
234,234,1.0,24.99,24.99,Male,8910,Light,"Knitted Cap,Nerd Glasses",2,1
239,239,2.0,20.244999999999997,21.0,Male,5213,Dark,"Frown,Goat,Mohawk",3,1
240,240,5.0,20.4,50.0,Female,1674,Mid,"Big Shades,Straight Hair Blonde",2,1
241,241,1.0,5.0,5.0,Female,1590,Light,Wild Blonde,1,1
249,249,1.0,0.95,0.95,Female,280,Light,Orange Side,1,1
252,252,1.0,25.0,25.0,Male,4772,Albino,"Cap Forward,Mole",2,1
257,257,2.0,25.75,27.0,Male,5261,Light,"Cap,Frown",2,1
258,258,1.0,19.0,19.0,Male,4604,Mid,"Cap Forward,Handlebars",2,1
259,259,2.0,21.625,24.75,Male,4674,Light,"Cap Forward,Earring,Eye Mask",3,1
260,260,4.0,46.2325,60.0,Male,3167,Dark,"3D Glasses,Purple Hair",2,1
264,264,1.0,8.7,8.7,Female,1339,Albino,"Earring,Wild White Hair",2,1
273,273,4.0,12.875,26.5,Male,4761,Light,"Big Shades,Cap Forward",2,1
280,280,2.0,0.725,1.2,Male,4538,Albino,Earring,1,1
283,283,2.0,13.85,27.49,Female,9453,Light,"Frumpy Hair,Hot Lipstick",2,1
285,285,2.0,30.99,31.99,Female,3101,Light,"Dark Hair,Purple Lipstick",2,1
287,287,4.0,24.7475,29.5,Female,5391,Albino,"Cigarette,Mohawk,Purple Eye Shadow",3,1
291,291,1.0,21.0,21.0,Male,9340,Mid,"Earring,Mohawk Thin",2,1
294,294,4.0,6.2875,12.0,Male,4980,Dark,"Big Shades,Earring,Hoodie",3,1
299,299,1.0,12.77,12.77,Male,7389,Dark,"Do-rag,Muttonchops",2,1
318,318,2.0,27.0,27.5,Female,9975,Albino,"Bandana,Cigarette,Hot Lipstick",3,1
322,322,2.0,14.0,16.0,Female,695,Mid,"Black Lipstick,Clown Eyes Green,Pink With Hat",3,1
328,328,1.0,21.88,21.88,Male,9931,Light,"Bandana,Horned Rim Glasses",2,1
329,329,3.0,24.279999999999998,24.99,Female,9757,Mid,"Bandana,Eye Patch",2,1
332,332,2.0,18.369999999999997,21.49,Male,9803,Dark,"Horned Rim Glasses,Stringy Hair",2,1
335,335,2.0,36.5,40.0,Male,2561,Mid,Clown Hair Green,1,1
338,338,1.0,26.99,26.99,Male,8310,Light,"Messy Hair,Small Shades",2,1
339,339,2.0,64.995,79.99,Female,3361,Albino,"Big Shades,Black Lipstick,Cap,Earring,Mole",5,1
340,340,2.0,50.5,51.0,Male,3516,Mid,"3D Glasses,Headband,Medical Mask,Muttonchops",4,1
341,341,1.0,24.99,24.99,Female,9734,Light,"Earring,Messy Hair",2,1
342,342,1.0,20.5,20.5,Female,9907,Light,"Bandana,Regular Shades",2,1
344,344,1.0,15.0,15.0,Male,75,Dark,Beanie,1,1
346,346,1.0,0.47,0.47,Male,3218,Mid,Purple Hair,1,1
349,349,1.0,0.7,0.7,Male,5112,Dark,"Earring,Front Beard Dark,Mohawk Dark",3,1
352,352,1.0,26.79,26.79,Female,2759,Mid,"Green Eye Shadow,Straight Hair",2,1
353,353,5.0,15.698000000000002,16.5,Female,5832,Light,"Bandana,Green Eye Shadow",2,1
355,355,2.0,0.675,0.75,Female,1220,Albino,"Black Lipstick,Gold Chain,Green Eye Shadow,Wild White Hair",4,1
365,365,2.0,17.325,17.99,Male,6922,Light,"Do-rag,Normal Beard",2,1
368,368,2.0,9.995,19.99,Female,9449,Mid,"Frumpy Hair,Purple Lipstick",2,1
376,376,3.0,27.63,29.9,Female,2329,Light,"Half Shaved,Nerd Glasses",2,1
381,381,2.0,24.49,24.99,Female,8926,Light,"Knitted Cap,Purple Lipstick",2,1
382,382,2.0,65.255,130.0,Female,194,Light,"Cigarette,Pilot Helmet",2,1
383,383,1.0,39.7,39.7,Female,1554,Mid,"Green Eye Shadow,Straight Hair Blonde",2,1
384,384,2.0,36.1,48.2,Female,9879,Mid,"Bandana,Classic Shades,Purple Lipstick",3,1
385,385,1.0,5.0,5.0,Female,139,Mid,"Choker,Wild Hair",2,1
402,402,2.0,18.92,20.0,Male,5129,Dark,"Front Beard Dark,Mohawk Thin",2,1
404,404,1.0,0.95,0.95,Female,257,Light,"Cigarette,Orange Side,Silver Chain",3,1
406,406,3.0,56.163333333333334,62.49,Male,4989,Dark,"Hoodie,Nerd Glasses",2,1
407,407,2.0,88.0,90.0,Female,1713,Light,"Earring,Purple Lipstick,Wild Blonde",3,1
410,410,1.0,27.0,27.0,Male,8608,Albino,"Eye Patch,Headband",2,1
411,411,1.0,24.99,24.99,Female,8549,Light,"Black Lipstick,Clown Eyes Blue,Wild Hair",3,1
416,416,1.0,65.0,65.0,Male,4229,Dark,"Cigarette,Hoodie,Smile",3,1
422,422,1.0,34.99,34.99,Female,2985,Light,"Dark Hair,Earring,Purple Eye Shadow,Purple Lipstick",4,1
426,426,4.0,7.925,19.95,Male,7804,Dark,"Big Shades,Peak Spike",2,1
430,430,1.0,17.99,17.99,Female,3099,Dark,"Dark Hair,Earring,Purple Lipstick",3,1
431,431,1.0,26.99,26.99,Female,8658,Dark,"Headband,Horned Rim Glasses",2,1
435,435,3.0,21.983333333333334,24.0,Male,7718,Mid,"Mohawk Thin,Muttonchops",2,1
441,441,8.0,16.9525,21.97,Male,9781,Dark,"Shadow Beard,Stringy Hair",2,1
445,445,2.0,35.825,71.0,Female,154,Dark,"Earring,Pilot Helmet,Pipe,Purple Lipstick",4,1
446,446,2.0,17.994999999999997,24.99,Female,1684,Mid,"Cigarette,Nerd Glasses,Straight Hair Blonde",3,1
447,447,3.0,20.166666666666668,20.5,Male,9809,Mid,"Big Shades,Stringy Hair",2,1
449,449,2.0,18.845,19.19,Female,2843,Mid,"Cigarette,Purple Lipstick,Straight Hair",3,1
453,453,1.0,70.0,70.0,Male,375,Mid,"Buck Teeth,Cap",2,1
457,457,1.0,45.0,45.0,Male,6117,Light,"3D Glasses,Chinstrap,Knitted Cap",3,1
460,460,1.0,2.5,2.5,Female,123,Light,"Black Lipstick,Choker,Classic Shades,Earring,Mohawk Dark",5,1
465,465,1.0,14.0,14.0,Male,4839,Light,"3D Glasses,Hoodie,Pipe",3,1
470,470,2.0,18.445,18.99,Male,8882,Dark,"Big Shades,Knitted Cap,Mole",3,1
471,471,1.0,14.99,14.99,Female,8449,Dark,"Clown Eyes Green,Stringy Hair",2,1
473,473,1.0,23.0,23.0,Female,2500,Light,"Green Eye Shadow,Straight Hair Dark",2,1
483,483,6.0,17.128333333333334,22.0,Male,6721,Light,"Mustache,Stringy Hair",2,1
485,485,1.0,16.0,16.0,Male,1792,Mid,"3D Glasses,Big Beard,Earring,Headband",4,1
486,486,4.0,26.75,40.0,Female,1733,Mid,"Hot Lipstick,Straight Hair Blonde",2,1
488,488,2.0,26.119999999999997,27.25,Female,2363,Mid,"Earring,Half Shaved,Mole",3,1
490,490,1.0,54.4,54.4,Female,656,Light,"Earring,Pigtails",2,1
494,494,1.0,15.0,15.0,Male,5165,Light,"Front Beard Dark,Stringy Hair",2,1
497,497,3.0,20.796666666666667,23.0,Male,6594,Light,"Mustache,Peak Spike",2,1
501,501,1.0,0.65,0.65,Female,197,Mid,"Earring,Pilot Helmet",2,1
504,504,1.0,0.65,0.65,Female,165,Dark,"Black Lipstick,Earring,Pilot Helmet",3,1
505,505,1.0,25.25,25.25,Male,6978,Mid,"Headband,Normal Beard",2,1
506,506,5.0,13.594,31.0,Male,9667,Mid,"Big Shades,Messy Hair",2,1
507,507,1.0,27.99,27.99,Female,3106,Mid,"Dark Hair,Hot Lipstick",2,1
509,509,4.0,20.6125,23.0,Female,9520,Dark,"Regular Shades,Wild Hair",2,1
512,512,3.0,47.73333333333333,62.5,Male,4995,Dark,"Cigarette,Hoodie",2,1
516,516,1.0,0.6,0.6,Male,1384,Mid,"3D Glasses,Cowboy Hat,Normal Beard",3,1
518,518,1.0,28.0,28.0,Male,7969,Mid,"Earring,Mohawk,VR",3,1
522,522,3.0,34.326666666666675,35.0,Female,2330,Light,"Blonde Bob,Nerd Glasses",2,1
526,526,1.0,30.0,30.0,Male,2362,Albino,"Mole,Vampire Hair",2,1
534,534,2.0,49.845,59.69,Female,600,Dark,"Pigtails,VR",2,1
535,535,1.0,18.0,18.0,Male,6650,Mid,"Knitted Cap,Mole,Mustache",3,1
538,538,2.0,24.494999999999997,25.0,Female,5752,Mid,"Green Eye Shadow,Hot Lipstick,Knitted Cap",3,1
544,544,2.0,2.75,5.5,Male,8047,Mid,Crazy Hair,1,1
547,547,1.0,20.24,20.24,Female,8947,Mid,"Earring,Knitted Cap",2,1
548,548,4.0,20.195,22.99,Female,9431,Dark,"Black Lipstick,Frumpy Hair",2,1
549,549,1.0,0.75,0.75,Male,4430,Albino,3D Glasses,1,1
550,550,1.0,57.0,57.0,Male,860,Mid,"Earring,Top Hat",2,1
553,553,1.0,59.0,59.0,Female,6509,Dark,"3D Glasses,Wild Hair",2,1
561,561,1.0,22.0,22.0,Male,795,Mid,"3D Glasses,Top Hat",2,1
563,563,1.0,35.0,35.0,Female,2544,Light,"Earring,Pipe,Straight Hair Dark,VR",4,1
564,564,1.0,33.5,33.5,Male,1853,Dark,"Big Beard,Mohawk",2,1
568,568,1.0,39.0,39.0,Male,7629,Albino,"Peak Spike,VR",2,1
573,573,2.0,17.5,21.0,Female,1266,Mid,"Mole,VR,Wild White Hair",3,1
577,577,1.0,28.8,28.8,Male,942,Mid,"Cap,Spots",2,1
578,578,2.0,25.25,25.5,Male,3768,Mid,"Fedora,Front Beard Dark",2,1
583,583,1.0,23.0,23.0,Male,7487,Light,"Classic Shades,Do-rag",2,1
586,586,4.0,23.22,24.9,Female,5418,Light,"Purple Eye Shadow,Wild Hair",2,1
588,588,2.0,60.0,75.0,Female,3280,Dark,"Big Shades,Black Lipstick,Cigarette,Earring,Tassle Hat",5,1
589,589,1.0,16.99,16.99,Female,9152,Mid,"Earring,Hot Lipstick,Mohawk,Regular Shades",4,1
591,591,2.0,21.65,22.3,Male,7209,Light,"Goat,Shaved Head,Small Shades",3,1
593,593,2.0,57.5,70.0,Female,236,Mid,"Earring,Nerd Glasses,Tiara",3,1
599,599,1.0,19.99,19.99,Male,9148,Mid,"Mohawk Thin,Shadow Beard",2,1
604,604,2.0,8.0,8.0,Female,9577,Mid,"Purple Lipstick,Wild Hair",2,1
605,605,1.0,50.0,50.0,Male,2439,Mid,"Cigarette,Clown Hair Green,Earring,Mole,Small Shades",5,1
607,607,1.0,18.0,18.0,Male,8448,Mid,"Clown Eyes Green,Earring,Stringy Hair",3,1
608,608,3.0,39.99666666666667,45.0,Male,6546,Light,"3D Glasses,Stringy Hair",2,1
610,610,5.0,10.225999999999999,28.88,Male,4758,Mid,"Big Shades,Cap Forward,Earring",3,1
613,613,1.0,6.5,6.5,Male,6230,Light,"Chinstrap,Frumpy Hair",2,1
615,615,1.0,29.99,29.99,Male,8304,Mid,"Small Shades,Wild Hair",2,1
616,616,4.0,64.6975,108.0,Female,1635,Light,"Classic Shades,Hot Lipstick,Straight Hair Blonde",3,1
617,617,1.0,63.5,63.5,Male,4879,Dark,"Hoodie,Normal Beard,Small Shades",3,1
618,618,1.0,24.99,24.99,Female,8420,Dark,"Clown Eyes Green,Wild Hair",2,1
620,620,4.0,21.744999999999997,24.99,Female,2826,Mid,"Horned Rim Glasses,Straight Hair",2,1
622,622,1.0,31.9,31.9,Male,1858,Dark,"Big Beard,Earring,Frumpy Hair,Horned Rim Glasses",4,1
627,627,4.0,33.7525,130.0,Male,4933,Albino,Hoodie,1,1
628,628,2.0,20.994999999999997,29.99,Female,5430,Albino,"Earring,Purple Eye Shadow,Purple Lipstick,Stringy Hair",4,1
638,638,3.0,56.0,130.0,Male,763,Mid,"Chinstrap,Smile,Top Hat,VR",4,1
639,639,9.0,17.776666666666667,21.0,Male,7787,Dark,"Mole,Peak Spike,Shadow Beard",3,1
642,642,1.0,49.2,49.2,Female,742,Mid,"Pink With Hat,Purple Lipstick",2,1
648,648,1.0,37.6,37.6,Male,1809,Light,"Big Beard,Eye Patch,Peak Spike",3,1
660,660,1.0,26.69,26.69,Female,5411,Dark,"Earring,Purple Eye Shadow,Purple Lipstick,Wild Hair",4,1
661,661,3.0,32.25,45.0,Male,7296,Dark,"Goat,Knitted Cap",2,1
665,665,1.0,6.0,6.0,Male,2519,Mid,"Clown Hair Green,Luxurious Beard,Regular Shades",3,1
668,668,1.0,23.99,23.99,Female,8372,Mid,"Clown Eyes Green,Mohawk Dark",2,1
669,669,3.0,21.709999999999997,24.69,Female,9258,Mid,"Black Lipstick,Mohawk Thin",2,1
675,675,1.0,14.99,14.99,Female,9110,Dark,"Classic Shades,Mohawk Thin",2,1
678,678,2.0,20.595,21.69,Male,7595,Dark,"Do-rag,Earring",2,1
680,680,1.0,23.4,23.4,Male,5051,Dark,"Front Beard Dark,Peak Spike",2,1
682,682,4.0,25.465,29.99,Female,2510,Mid,"Black Lipstick,Straight Hair Dark,Vape",3,1
685,685,1.0,26.0,26.0,Male,9171,Mid,"Mohawk,Regular Shades",2,1
686,686,1.0,45.0,45.0,Male,3299,Mid,"Chinstrap,Earring,Pipe,Shaved Head,Smile",5,1
688,688,1.0,0.29,0.29,Female,2556,Dark,Clown Hair Green,1,1
698,698,1.0,62.5,62.5,Male,4974,Light,"Hoodie,Regular Shades",2,1
702,702,5.0,18.106,21.0,Male,7391,Light,"Do-rag,Muttonchops",2,1
703,703,1.0,19.99,19.99,Male,7817,Light,"Nerd Glasses,Peak Spike",2,1
706,706,1.0,5.0,5.0,Female,217,Mid,Tiara,1,1
709,709,4.0,18.585,24.0,Male,7508,Dark,"Earring,Shadow Beard,Shaved Head",3,1
717,717,4.0,19.822499999999998,27.5,Female,5796,Light,"Earring,Frumpy Hair,Green Eye Shadow",3,1
719,719,1.0,2.25,2.25,Female,744,Mid,"Earring,Hot Lipstick,Pink With Hat",3,1
721,721,1.0,40.0,40.0,Female,2347,Dark,"Black Lipstick,Half Shaved",2,1
729,729,2.0,24.994999999999997,26.99,Female,2738,Albino,"Purple Eye Shadow,Straight Hair",2,1
730,730,2.0,23.25,24.5,Male,9895,Light,"Bandana,Earring,Shadow Beard",3,1
735,735,1.0,49.9,49.9,Male,1466,Mid,"Cowboy Hat,Earring,Mole,Nerd Glasses",4,1
742,742,1.0,0.25,0.25,Male,8115,Light,Bandana,1,1
743,743,4.0,19.302500000000002,21.0,Male,6101,Dark,"Earring,Front Beard,Stringy Hair",3,1
744,744,1.0,69.0,69.0,Female,206,Light,"Blue Eye Shadow,Tiara",2,1
749,749,1.0,29.99,29.99,Female,3008,Dark,"Dark Hair,Green Eye Shadow",2,1
750,750,2.0,24.5,27.0,Male,6233,Dark,"Chinstrap,Regular Shades,Wild Hair",3,1
751,751,3.0,15.916666666666666,18.25,Male,9356,Mid,"Cigarette,Classic Shades,Frumpy Hair",3,1
755,755,1.0,1.4,1.4,Female,24,Albino,"Black Lipstick,Blonde Bob,Cigarette,Clown Eyes Green,Earring,Mole",6,1
759,759,1.0,29.99,29.99,Female,2987,Dark,"Dark Hair,Purple Eye Shadow",2,1
762,762,1.0,70.0,70.0,Male,3215,Albino,Purple Hair,1,1
765,765,1.0,32.0,32.0,Male,4901,Mid,"Clown Eyes Green,Goat,Hoodie",3,1
772,772,1.0,24.0,24.0,Male,4875,Light,"Hoodie,Normal Beard Black",2,1
773,773,1.0,29.99,29.99,Female,2734,Albino,"Hot Lipstick,Purple Eye Shadow,Straight Hair",3,1
777,777,2.0,10.245,18.99,Male,924,Mid,"Chinstrap,Earring,Mohawk,Spots",4,1
782,782,2.0,29.435,29.99,Female,2249,Light,"Blonde Bob,Classic Shades",2,1
784,784,1.0,56.0,56.0,Male,2861,Light,"3D Glasses,Medical Mask,Mohawk Thin,Silver Chain",4,1
801,801,1.0,19.5,19.5,Male,7440,Light,"Shaved Head,Small Shades",2,1
803,803,1.0,23.0,23.0,Male,9678,Dark,"Messy Hair,Nerd Glasses",2,1
807,807,3.0,20.266666666666666,25.8,Male,5516,Dark,"Cap,Earring,Handlebars",3,1
812,812,2.0,13.0,20.0,Male,8373,Mid,"Clown Eyes Green,Mohawk Dark",2,1
814,814,1.0,38.0,38.0,Male,6426,Mid,"3D Glasses,Earring,Knitted Cap",3,1
819,819,2.0,13.0,14.0,Male,6355,Light,"3D Glasses,Headband,Pipe,Shadow Beard",4,1
820,820,5.0,20.377999999999997,23.82,Male,9325,Mid,"Cigarette,Mohawk Thin",2,1
824,824,3.0,89.0,200.0,Male,92,Dark,"Beanie,Nerd Glasses",2,1
825,825,3.0,28.330000000000002,38.99,Female,1082,Light,"Earring,Purple Lipstick,Rosy Cheeks,Wild Hair",4,1
827,827,2.0,52.75,87.5,Male,824,Light,"Top Hat,VR",2,1
836,836,1.0,0.3,0.3,Male,5106,Mid,"Front Beard Dark,Knitted Cap",2,1
838,838,2.0,1.755,3.0,Female,161,Light,Pilot Helmet,1,1
839,839,3.0,18.819999999999997,19.99,Female,5400,Albino,"Frumpy Hair,Mole,Purple Eye Shadow",3,1
842,842,1.0,25.0,25.0,Male,3119,Mid,"Nerd Glasses,Purple Hair,Smile",3,1
843,843,4.0,63.7725,150.0,Female,176,Light,"Cigarette,Earring,Pilot Helmet,Purple Lipstick",4,1
845,845,1.0,17.0,17.0,Female,8335,Light,"Clown Eyes Green,Headband",2,1
846,846,1.0,5.4,5.4,Male,8248,Light,"Earring,Headband,Small Shades",3,1
848,848,1.0,32.5,32.5,Male,6702,Light,"Classic Shades,Messy Hair,Mustache",3,1
850,850,1.0,6.5,6.5,Male,9908,Light,"Bandana,Regular Shades",2,1
852,852,1.0,15.0,15.0,Male,7212,Light,"Classic Shades,Do-rag,Goat",3,1
853,853,2.0,14.75,15.5,Male,6647,Dark,"Knitted Cap,Mustache,Regular Shades",3,1
854,854,2.0,20.875,21.9,Male,9733,Dark,"Earring,Messy Hair",2,1
855,855,2.0,26.494999999999997,28.0,Female,9750,Albino,"Bandana,Eye Patch",2,1
861,861,4.0,2.1625,3.0,Female,2776,Dark,Straight Hair,1,1
874,874,1.0,17.49,17.49,Female,9515,Dark,"Cigarette,Earring,Regular Shades,Wild Hair",4,1
875,875,2.0,1.8,2.6,Female,1300,Mid,"Earring,Regular Shades,Wild White Hair",3,1
877,877,2.0,78.35,85.0,Male,4850,Light,"Earring,Hoodie,Luxurious Beard",3,1
879,879,1.0,31.5,31.5,Male,3134,Mid,"Classic Shades,Earring,Handlebars,Purple Hair",4,1
883,883,1.0,0.51,0.51,Female,167,Mid,"Black Lipstick,Earring,Pilot Helmet",3,1
886,886,3.0,18.223333333333333,23.99,Female,3000,Mid,"Blue Eye Shadow,Dark Hair",2,1
891,891,1.0,59.0,59.0,Male,840,Dark,"Earring,Shadow Beard,Top Hat",3,1
898,898,1.0,22.22,22.22,Female,1962,Dark,"Blonde Bob,Purple Eye Shadow",2,1
906,906,2.0,0.525,0.65,Male,8803,Light,"Crazy Hair,Mole",2,1
907,907,2.0,18.375,36.5,Female,2690,Dark,"Clown Hair Green,Hot Lipstick",2,1
914,914,2.0,18.75,20.5,Female,8191,Dark,"Big Shades,Cap",2,1
915,915,1.0,45.4,45.4,Male,1359,Mid,"Cowboy Hat,Front Beard Dark",2,1
916,916,1.0,15.0,15.0,Female,8036,Light,Headband,1,1
918,918,1.0,40.0,40.0,Male,1020,Mid,"Hoodie,Rosy Cheeks,Vape",3,1
919,919,1.0,5.0,5.0,Male,7745,Light,"Messy Hair,Muttonchops",2,1
920,920,3.0,82.99666666666667,99.99,Male,1892,Light,"Chinstrap,Earring,Smile,Vampire Hair,VR",5,1
921,921,1.0,29.99,29.99,Female,2269,Light,"Cigarette,Earring,Red Mohawk,Regular Shades",4,1
923,923,1.0,19.89,19.89,Male,9144,Dark,"Mohawk Thin,Shadow Beard",2,1
924,924,2.0,75.75,135.0,Male,4836,Light,"3D Glasses,Earring,Hoodie,Luxurious Beard",4,1
926,926,2.0,13.495,21.99,Male,9840,Light,"Mole,Stringy Hair",2,1
931,931,2.0,1.755,3.0,Female,160,Dark,Pilot Helmet,1,1
939,939,2.0,65.0,80.0,Male,4930,Mid,"Earring,Hoodie,VR",3,1
943,943,2.0,67.0,67.0,Male,1430,Dark,Cowboy Hat,1,1
944,944,1.0,0.05,0.05,Female,307,Light,"Orange Side,Purple Lipstick",2,1
945,945,1.0,75.0,75.0,Male,1351,Light,"Big Shades,Clown Nose,Cowboy Hat",3,1
948,948,1.0,55.0,55.0,Female,3635,Light,"3D Glasses,Tassle Hat",2,1
949,949,1.0,2.0,2.0,Female,578,Albino,"Blue Eye Shadow,Pigtails",2,1
950,950,2.0,0.4,0.5,Male,6433,Mid,"Knitted Cap,Luxurious Beard",2,1
952,952,1.0,27.99,27.99,Female,2590,Mid,"Earring,Eye Patch,Mole,Straight Hair Dark",4,1
959,959,1.0,15.0,15.0,Male,3285,Dark,"Earring,Frown,Normal Beard Black,Pipe,Police Cap",5,1
960,960,1.0,4.0,4.0,Female,1617,Mid,"Clown Eyes Blue,Earring,Purple Lipstick,Straight Hair Blonde",4,1
965,965,3.0,4.0,5.5,Male,3225,Light,"Clown Eyes Blue,Earring,Purple Hair",3,1
981,981,3.0,14.823333333333332,22.99,Male,6152,Mid,"Chinstrap,Earring,Peak Spike",3,1
982,982,1.0,43.9,43.9,Female,1686,Dark,"Nerd Glasses,Wild Blonde",2,1
985,985,2.0,2.5,3.0,Female,2310,Mid,"Big Shades,Blonde Bob",2,1
991,991,2.0,31.990000000000002,37.99,Female,3668,Mid,"Black Lipstick,Clown Eyes Blue,Tassle Hat",3,1
992,992,1.0,0.8,0.8,Female,1955,Albino,"Purple Eye Shadow,Red Mohawk",2,1
993,993,2.0,14.75,24.5,Male,9645,Light,"Earring,Horned Rim Glasses,Messy Hair,Mole",4,1
994,994,1.0,11.0,11.0,Female,920,Albino,"Black Lipstick,Knitted Cap,Spots,Vape",4,1
998,998,5.0,1.738,3.5,Male,362,Dark,"Buck Teeth,Horned Rim Glasses,Normal Beard,Stringy Hair",4,1
1000,1000,2.0,5.37,9.99,Female,996,Dark,"Cigarette,Dark Hair,Rosy Cheeks",3,1
1001,1001,3.0,15.266666666666666,19.5,Male,6342,Mid,"Luxurious Beard,Nerd Glasses,Peak Spike",3,1
1002,1002,1.0,19.95,19.95,Male,8057,Albino,Mohawk Dark,1,1
1003,1003,2.0,22.0,22.0,Male,9424,Light,"Frumpy Hair,Nerd Glasses",2,1
1005,1005,2.0,36.0,42.0,Male,3242,Light,"Purple Hair,Regular Shades",2,1
1006,1006,3.0,24.41333333333333,25.75,Male,9521,Dark,"Regular Shades,Wild Hair",2,1
1010,1010,2.0,34.0,50.0,Female,715,Light,"Classic Shades,Earring,Pink With Hat",3,1
1011,1011,5.0,21.94,26.0,Female,9868,Albino,"Earring,Stringy Hair",2,1
1012,1012,1.0,0.29,0.29,Male,9092,Mid,"Eye Patch,Mohawk Thin",2,1
1014,1014,1.0,0.48,0.48,Male,4637,Dark,"Cap Forward,Luxurious Beard",2,1
1015,1015,3.0,30.066666666666663,35.98,Female,2966,Dark,"Messy Hair,Silver Chain",2,1
1027,1027,2.0,7.61,15.0,Male,4805,Dark,"Eye Mask,Handlebars,Hoodie",3,1
1029,1029,1.0,0.25,0.25,Male,4441,Dark,"Horned Rim Glasses,Mustache",2,1
1030,1030,6.0,12.783333333333333,24.0,Male,3848,Mid,"Fedora,Muttonchops",2,1
1032,1032,1.0,17.0,17.0,Female,2653,Light,"Nerd Glasses,Straight Hair Dark",2,1
1035,1035,1.0,8.25,8.25,Female,9562,Dark,"Black Lipstick,Wild Hair",2,1
1036,1036,2.0,0.575,1.0,Male,9115,Light,"Classic Shades,Mohawk Thin",2,1
1041,1041,2.0,24.95,27.0,Female,5335,Albino,"Hot Lipstick,Mohawk,Purple Eye Shadow,Vape",4,1
1042,1042,1.0,36.0,36.0,Female,2250,Light,"Classic Shades,Half Shaved",2,1
1044,1044,2.0,17.8,27.7,Male,4449,Light,"Normal Beard,VR",2,1
1045,1045,1.0,0.45,0.45,Male,7594,Albino,"Earring,Shaved Head",2,1
1052,1052,2.0,0.42000000000000004,0.44,Female,9969,Dark,"Bandana,Earring,Purple Lipstick",3,1
1054,1054,2.0,0.165,0.19,Male,7357,Light,"Earring,Goat,Stringy Hair",3,1
1060,1060,2.0,0.6699999999999999,0.99,Male,1415,Light,"Cowboy Hat,Eye Mask",2,1
1061,1061,1.0,0.18,0.18,Male,9611,Light,"Classic Shades,Messy Hair",2,1
1062,1062,1.0,0.75,0.75,Male,8734,Mid,"Cigarette,Crazy Hair,Shadow Beard",3,1
1068,1068,2.0,33.0,33.0,Male,1856,Mid,"Big Beard,Mohawk",2,1
1069,1069,1.0,0.12,0.12,Male,8029,Light,Cap,1,1
1071,1071,1.0,0.3,0.3,Female,9848,Dark,"Purple Lipstick,Stringy Hair",2,1
1072,1072,6.0,13.471666666666666,22.99,Male,6123,Light,"Chinstrap,Eye Mask,Stringy Hair",3,1
1074,1074,1.0,5.0,5.0,Male,1404,Light,"Cowboy Hat,Normal Beard Black",2,1
1075,1075,4.0,21.04,31.98,Male,6164,Dark,"Big Shades,Cap,Chinstrap,Earring",4,1
1083,1083,2.0,0.28500000000000003,0.39,Female,1583,Mid,"Earring,Straight Hair Blonde,VR",3,1
1084,1084,3.0,10.25,23.0,Male,7574,Mid,"Nerd Glasses,Shaved Head",2,1
1086,1086,1.0,26.0,26.0,Female,1137,Dark,Blonde Short,1,1
