,id,total_sold,avg_sold_price,max_sold_price,types,rarity,skin,traits,total_traits,marcador
4600,4600,2.0,25.795,26.99,Male,7557,Light,"Big Shades,Shaved Head",2,1
4601,4601,7.0,21.24142857142857,24.99,Male,6932,Dark,"Classic Shades,Normal Beard,Peak Spike",3,1
4602,4602,1.0,1.0,1.0,Male,3931,Mid,"Handlebars,Nerd Glasses,Police Cap",3,1
4606,4606,2.0,13.5,15.0,Female,2303,Dark,"Big Shades,Half Shaved",2,1
4607,4607,2.0,12.55,25.0,Male,2514,Light,"Clown Hair Green,Vape",2,1
4608,4608,4.0,37.16,50.69,Male,4906,Albino,"Goat,Hoodie",2,1
4609,4609,3.0,10.286666666666667,17.49,Male,8677,Mid,"Headband,Nerd Glasses",2,1
4610,4610,4.0,9.977500000000001,19.98,Male,7192,Light,"Earring,Eye Mask,Stringy Hair",3,1
4611,4611,4.0,4.25,7.0,Male,1348,Dark,"Big Shades,Cowboy Hat,Medical Mask",3,1
4612,4612,1.0,1.0,1.0,Female,181,Dark,"Earring,Pilot Helmet,Purple Lipstick",3,1
4613,4613,1.0,18.0,18.0,Male,9381,Albino,"Frumpy Hair,Regular Shades",2,1
4614,4614,3.0,15.663333333333332,19.99,Male,7568,Mid,"Do-rag,Earring,Nerd Glasses",3,1
4615,4615,1.0,26.5,26.5,Female,2265,Dark,"Half Shaved,Purple Lipstick,Regular Shades",3,1
4618,4618,1.0,22.48,22.48,Male,7482,Light,"Classic Shades,Do-rag,Earring",3,1
4619,4619,1.0,125.0,125.0,Female,278,Albino,Orange Side,1,1
4621,4621,2.0,0.15000000000000002,0.2,Female,3627,Mid,"Green Eye Shadow,Tassle Hat",2,1
4622,4622,1.0,1.0,1.0,Female,9629,Light,"Messy Hair,Purple Lipstick,Regular Shades",3,1
4624,4624,6.0,14.298333333333332,33.0,Female,8212,Mid,"Black Lipstick,Cap",2,1
4628,4628,2.0,0.87,1.49,Male,7602,Mid,"Muttonchops,Peak Spike,VR",3,1
4630,4630,5.0,27.05,35.0,Female,7963,Mid,"Black Lipstick,Mohawk,VR",3,1
4631,4631,12.0,10.605,24.99,Male,3173,Dark,"Mustache,Purple Hair",2,1
4632,4632,11.0,10.893636363636361,22.5,Male,1933,Dark,"Chinstrap,Earring,Frown,Vampire Hair",4,1
4633,4633,4.0,3.5475000000000003,7.65,Male,1875,Dark,"Big Beard,Stringy Hair",2,1
4634,4634,2.0,8.05,16.0,Female,5899,Dark,"Crazy Hair,Vape",2,1
4635,4635,2.0,10.165000000000001,14.88,Male,4664,Mid,"Cap Forward,Earring,Eye Patch,Normal Beard",4,1
4636,4636,1.0,0.15,0.15,Male,9384,Light,"Frumpy Hair,Regular Shades",2,1
4637,4637,3.0,0.4833333333333334,0.6,Female,1888,Light,"Black Lipstick,Cigarette,Red Mohawk,Silver Chain",4,1
4639,4639,3.0,28.333333333333332,67.0,Female,1217,Light,"Silver Chain,Wild White Hair",2,1
4640,4640,6.0,6.426666666666667,16.0,Male,772,Mid,"Frown,Nerd Glasses,Top Hat",3,1
4641,4641,2.0,0.115,0.2,Female,1510,Light,"Cigarette,Purple Eye Shadow,Wild Blonde",3,1
4642,4642,1.0,0.49,0.49,Male,3845,Mid,"Fedora,Horned Rim Glasses,Mole,Muttonchops",4,1
4644,4644,1.0,0.4,0.4,Male,1755,Dark,"Bandana,Big Beard,Gold Chain",3,1
4647,4647,1.0,31.0,31.0,Male,768,Mid,"Earring,Front Beard Dark,Mole,Top Hat",4,1
4649,4649,1.0,0.59,0.59,Male,6918,Light,"Earring,Normal Beard,Shaved Head",3,1
4654,4654,1.0,0.6,0.6,Female,618,Mid,"Eye Patch,Pigtails,Purple Lipstick",3,1
4657,4657,1.0,0.25,0.25,Male,7461,Dark,"Cigarette,Eye Patch,Shaved Head",3,1
4658,4658,1.0,0.71,0.71,Male,4469,Mid,"Earring,Goat,Mole",3,1
4659,4659,1.0,0.16,0.16,Male,6512,Light,"3D Glasses,Wild Hair",2,1
4660,4660,7.0,2.6285714285714286,6.65,Male,1931,Light,"Earring,Eye Patch,Front Beard Dark,Vampire Hair",4,1
4661,4661,2.0,4.835,9.44,Male,4675,Dark,"Cap Forward,Eye Mask",2,1
4662,4662,3.0,2.8666666666666667,5.0,Male,7640,Mid,"Cap,Cigarette,Classic Shades,Muttonchops",4,1
4663,4663,1.0,0.01,0.01,Male,9209,Light,"Horned Rim Glasses,Mohawk Thin",2,1
4664,4664,2.0,16.975,17.95,Female,9260,Albino,"Mohawk Thin,Mole,Purple Lipstick",3,1
4669,4669,3.0,6.963333333333334,14.99,Male,3323,Mid,"Earring,Frown,Mole,Small Shades,Wild Hair",5,1
4670,4670,2.0,0.22,0.24,Male,6737,Light,"Clown Eyes Blue,Do-rag,Normal Beard Black",3,1
4672,4672,1.0,0.14,0.14,Male,9196,Mid,"Earring,Horned Rim Glasses,Mohawk",3,1
4679,4679,2.0,9.895,19.7,Male,7401,Albino,"Do-rag,Pipe",2,1
4680,4680,2.0,40.525,71.0,Male,4893,Mid,"Eye Mask,Hoodie,Mole,Shadow Beard",4,1
4681,4681,1.0,23.0,23.0,Female,3550,Dark,"Crazy Hair,Medical Mask",2,1
4684,4684,2.0,2.9949999999999997,5.85,Male,7502,Dark,"Cigarette,Do-rag,Earring,Shadow Beard",4,1
4688,4688,1.0,1.4,1.4,Male,7586,Dark,"Cigarette,Do-rag,Earring",3,1
4689,4689,3.0,17.896666666666665,23.0,Male,4456,Mid,"Cigarette,Normal Beard",2,1
4691,4691,5.0,3.896000000000001,13.88,Male,9343,Light,"Eye Patch,Frumpy Hair,Mole",3,1
4692,4692,3.0,26.623333333333335,27.5,Male,7883,Light,"Mohawk,Pipe",2,1
4695,4695,3.0,0.5499999999999999,0.9,Male,6985,Dark,"Crazy Hair,Normal Beard",2,1
4697,4697,1.0,0.05,0.05,Male,4252,Mid,"Headband,Luxurious Beard,Smile",3,1
4699,4699,5.0,11.85,24.75,Male,7752,Albino,"Eye Patch,Peak Spike",2,1
4701,4701,1.0,22.0,22.0,Male,8345,Mid,"Cigarette,Clown Eyes Green,Crazy Hair",3,1
4707,4707,1.0,5.75,5.75,Male,3913,Dark,"Nerd Glasses,Police Cap,Smile",3,1
4711,4711,1.0,20.7,20.7,Female,2591,Dark,"Eye Patch,Hot Lipstick,Straight Hair Dark",3,1
4719,4719,2.0,17.625,24.0,Female,1577,Mid,"Pipe,Purple Lipstick,Straight Hair Blonde",3,1
4722,4722,1.0,23.5,23.5,Female,2851,Mid,"Hot Lipstick,Straight Hair",2,1
4723,4723,1.0,33.0,33.0,Male,3523,Mid,"Classic Shades,Medical Mask,Normal Beard Black,Shaved Head",4,1
4726,4726,2.0,15.0,25.0,Female,2432,Dark,"Silver Chain,Straight Hair Dark",2,1
4729,4729,1.0,55.0,55.0,Female,4510,Mid,Regular Shades,1,1
4734,4734,1.0,14.95,14.95,Male,7142,Mid,"Eye Mask,Mohawk Dark,Mole",3,1
4740,4740,3.0,23.75,36.75,Female,1252,Mid,"Green Eye Shadow,Wild White Hair",2,1
4744,4744,2.0,18.494999999999997,18.99,Male,6672,Dark,"Classic Shades,Mohawk Thin,Mustache",3,1
4747,4747,1.0,1.0,1.0,Zombie,543,Zombie,"Clown Eyes Blue,Headband",2,1
4750,4750,2.0,7.5,9.5,Male,1373,Light,"Cowboy Hat,Front Beard,Nerd Glasses",3,1
4767,4767,4.0,5.4375,6.5,Female,3660,Dark,"Clown Eyes Green,Earring,Purple Lipstick,Tassle Hat",4,1
4770,4770,9.0,28.19111111111111,53.0,Male,4966,Mid,"Hoodie,Mole,Shadow Beard",3,1
4776,4776,2.0,36.165,38.33,Male,1857,Light,"Big Beard,Cigarette,Eye Patch,Frumpy Hair",4,1
4777,4777,3.0,6.216666666666666,13.65,Male,9316,Mid,"Cigarette,Earring,Mohawk",3,1
4779,4779,1.0,7.5,7.5,Female,7133,Mid,"Crazy Hair,Eye Mask",2,1
4780,4780,2.0,41.5,75.5,Male,1427,Dark,"Cowboy Hat,VR",2,1
4784,4784,1.0,5.75,5.75,Female,2798,Mid,"Earring,Eye Patch,Straight Hair",3,1
4785,4785,1.0,13.25,13.25,Male,1010,Dark,"Luxurious Beard,Medical Mask,Mohawk Dark,Rosy Cheeks",4,1
4792,4792,3.0,12.496666666666664,20.24,Male,4405,Mid,"Earring,Handlebars",2,1
4794,4794,6.0,17.156666666666666,25.0,Male,3858,Albino,"Fedora,Small Shades",2,1
4796,4796,5.0,16.580000000000002,22.4,Male,4775,Mid,"Cap Forward,Mole",2,1
4797,4797,7.0,20.842857142857145,28.5,Female,3720,Light,"Mole,Tassle Hat",2,1
4798,4798,3.0,25.0,33.0,Female,980,Dark,"Rosy Cheeks,Straight Hair Blonde",2,1
4799,4799,3.0,24.0,35.0,Female,1522,Mid,"Black Lipstick,Blue Eye Shadow,Earring,Straight Hair Blonde",4,1
4800,4800,2.0,7.505,14.95,Male,6369,Mid,"Cap,Luxurious Beard",2,1
4802,4802,3.0,26.75,45.0,Female,2431,Light,"Hot Lipstick,Silver Chain,Straight Hair Dark",3,1
4803,4803,1.0,12.0,12.0,Female,8773,Light,"Black Lipstick,Crazy Hair,Nerd Glasses",3,1
4804,4804,7.0,6.765714285714286,18.98,Male,9478,Dark,"Eye Patch,Wild Hair",2,1
4805,4805,2.0,5.75,6.5,Male,4099,Light,"Clown Eyes Green,Clown Nose,Crazy Hair,Frown",4,1
4806,4806,2.0,0.5,0.75,Female,2724,Mid,"Medical Mask,Straight Hair",2,1
4808,4808,10.0,4.003,6.2,Male,5024,Mid,"Eye Patch,Front Beard Dark,Shaved Head",3,1
4809,4809,1.0,4.69,4.69,Male,6840,Dark,"Horned Rim Glasses,Mohawk,Normal Beard Black",3,1
4810,4810,2.0,2.17,4.2,Male,7516,Mid,"Shadow Beard,Shaved Head",2,1
4811,4811,2.0,0.29000000000000004,0.33,Male,7553,Dark,"Big Shades,Shaved Head",2,1
4812,4812,2.0,21.245,39.99,Male,392,Light,"Buck Teeth,Messy Hair,Nerd Glasses",3,1
4813,4813,4.0,12.5875,21.35,Female,9302,Mid,"Earring,Hot Lipstick,Mohawk Thin",3,1
4814,4814,4.0,13.2125,22.85,Female,5744,Dark,"Crazy Hair,Earring,Green Eye Shadow",3,1
4815,4815,3.0,8.696666666666667,14.0,Female,5698,Dark,"Blue Eye Shadow,Earring,Messy Hair",3,1
4816,4816,2.0,22.095,24.2,Male,4677,Mid,"Cap Forward,Goat,Pipe",3,1
4817,4817,2.0,0.23500000000000001,0.39,Female,4495,Light,Clown Eyes Green,1,1
4818,4818,2.0,0.19,0.24,Male,7324,Mid,"Goat,Mohawk Thin",2,1
4820,4820,1.0,28.5,28.5,Male,3245,Albino,"Cigarette,Earring,Horned Rim Glasses,Purple Hair",4,1
4821,4821,2.0,11.325,22.4,Female,5396,Light,"Mohawk,Purple Eye Shadow",2,1
4823,4823,3.0,27.833333333333332,30.0,Female,9922,Albino,"Bandana,Big Shades",2,1
4824,4824,8.0,14.633749999999997,27.99,Male,4030,Mid,"Clown Eyes Blue,Earring,Police Cap",3,1
4826,4826,6.0,14.520000000000001,22.0,Male,7095,Mid,"Eye Mask,Shaved Head",2,1
4827,4827,4.0,0.41000000000000003,0.6,Male,6539,Light,"Luxurious Beard,Regular Shades,Stringy Hair",3,1
4829,4829,1.0,38.0,38.0,Female,1490,Dark,"Big Shades,Medical Mask,Straight Hair Blonde",3,1
4831,4831,6.0,17.133333333333333,21.4,Male,7355,Dark,"Cigarette,Goat,Nerd Glasses,Stringy Hair",4,1
4832,4832,1.0,0.1,0.1,Male,2527,Mid,"Clown Hair Green,Mole,Mustache",3,1
4836,4836,3.0,9.22,23.5,Male,5125,Albino,"Front Beard Dark,Mohawk",2,1
4838,4838,2.0,0.12,0.18,Male,1929,Mid,"Clown Nose,Vampire Hair",2,1
4839,4839,1.0,0.48,0.48,Female,1979,Mid,"Blue Eye Shadow,Cigarette,Purple Lipstick,Red Mohawk",4,1
4840,4840,3.0,0.16666666666666666,0.32,Male,9508,Dark,"Shadow Beard,Wild Hair",2,1
4841,4841,6.0,5.928333333333332,18.4,Male,7580,Dark,"Do-rag,Mole",2,1
4842,4842,5.0,16.770000000000003,34.99,Male,4351,Mid,"Earring,Mohawk Thin,Smile",3,1
4843,4843,2.0,16.97,18.49,Male,7329,Mid,"Frumpy Hair,Goat",2,1
4844,4844,1.0,5.25,5.25,Male,8250,Dark,"Headband,Small Shades",2,1
4845,4845,2.0,7.475,10.5,Male,6913,Mid,"Do-rag,Horned Rim Glasses,Normal Beard",3,1
4847,4847,1.0,1.44,1.44,Male,4319,Dark,"Crazy Hair,Earring,Shadow Beard,Smile",4,1
4848,4848,1.0,0.15,0.15,Female,1531,Dark,"Blue Eye Shadow,Straight Hair Blonde",2,1
4851,4851,1.0,11.0,11.0,Male,1405,Mid,"Cowboy Hat,Normal Beard Black",2,1
4852,4852,3.0,23.996666666666666,29.99,Male,2299,Mid,"Big Shades,Earring,Vampire Hair",3,1
4854,4854,5.0,27.494,61.0,Male,6176,Light,"Bandana,Chinstrap,Small Shades",3,1
4861,4861,9.0,2.9088888888888884,5.45,Male,6854,Light,"Mohawk Thin,Normal Beard Black",2,1
4862,4862,2.0,20.25,25.0,Male,2652,Dark,"Clown Hair Green,Nerd Glasses",2,1
4864,4864,1.0,0.15,0.15,Male,9081,Mid,"Earring,Eye Patch,Mohawk",3,1
4865,4865,1.0,25.0,25.0,Male,6997,Mid,"Knitted Cap,Normal Beard",2,1
4866,4866,6.0,10.013333333333334,19.59,Male,7356,Dark,"Earring,Goat,Stringy Hair",3,1
4867,4867,6.0,5.655,15.0,Male,6630,Dark,"Headband,Mustache",2,1
4868,4868,2.0,15.5,16.0,Female,2070,Light,"3D Glasses,Blonde Bob,Hot Lipstick",3,1
4871,4871,3.0,1.01,1.13,Male,8983,Mid,"Earring,Mohawk Dark,Shadow Beard",3,1
4873,4873,1.0,0.99,0.99,Male,9789,Light,"Regular Shades,Stringy Hair",2,1
4875,4875,7.0,2.471428571428571,3.6,Male,6710,Dark,"Earring,Eye Patch,Mustache,Stringy Hair",4,1
4877,4877,1.0,0.4,0.4,Male,7999,Dark,"Earring,Messy Hair,VR",3,1
4878,4878,8.0,11.76875,21.4,Male,6224,Mid,"Chinstrap,Classic Shades,Frumpy Hair",3,1
4879,4879,3.0,6.170000000000001,18.0,Male,9396,Dark,"Cigarette,Frumpy Hair,Horned Rim Glasses",3,1
4880,4880,3.0,59.0,77.0,Female,663,Mid,"Pink With Hat,Silver Chain",2,1
4882,4882,4.0,0.655,1.69,Female,9422,Dark,"Frumpy Hair,Nerd Glasses",2,1
4889,4889,2.0,0.195,0.24,Female,2201,Light,"Black Lipstick,Blonde Bob,Clown Eyes Blue",3,1
4890,4890,1.0,0.45,0.45,Male,7072,Mid,"Bandana,Big Shades,Normal Beard",3,1
4892,4892,1.0,29.99,29.99,Male,4714,Albino,"Cap Forward,Small Shades",2,1
4893,4893,1.0,0.1,0.1,Female,1650,Dark,"Regular Shades,Wild Blonde",2,1
4897,4897,1.0,0.05,0.05,Male,5017,Light,"Do-rag,Front Beard Dark,VR",3,1
4898,4898,5.0,9.028,22.5,Female,3605,Mid,"Blue Eye Shadow,Earring,Mole,Tassle Hat",4,1
4899,4899,1.0,17.5,17.5,Female,3090,Light,"Black Lipstick,Dark Hair",2,1
4900,4900,1.0,0.06,0.06,Female,9688,Light,"Black Lipstick,Earring,Messy Hair",3,1
4902,4902,8.0,8.051250000000001,23.3,Male,7464,Dark,"Earring,Eye Patch,Shaved Head",3,1
4904,4904,1.0,0.89,0.89,Male,6748,Light,"Normal Beard Black,Shaved Head",2,1
4905,4905,4.0,11.457500000000001,23.0,Male,6801,Mid,"Earring,Headband,Normal Beard Black",3,1
4906,4906,4.0,8.07,20.69,Male,5471,Mid,"Do-rag,Handlebars,Horned Rim Glasses",3,1
4907,4907,1.0,37.0,37.0,Male,6639,Mid,"Big Shades,Crazy Hair,Mustache",3,1
4909,4909,3.0,12.433333333333332,25.0,Male,9532,Albino,"Big Shades,Wild Hair",2,1
4910,4910,5.0,0.45,0.76,Male,6209,Albino,"Chinstrap,Mohawk Dark",2,1
4912,4912,6.0,4.665,17.2,Female,3082,Dark,"Black Lipstick,Dark Hair,Mole",3,1
4913,4913,1.0,0.33,0.33,Male,7069,Light,"Normal Beard,Stringy Hair",2,1
4914,4914,2.0,16.0,16.0,Male,6727,Light,"Bandana,Earring,Mustache",3,1
4915,4915,4.0,2.5374999999999996,4.6,Male,6905,Light,"Eye Mask,Normal Beard,Stringy Hair",3,1
4916,4916,3.0,23.496666666666666,25.5,Male,5060,Light,"Front Beard Dark,Stringy Hair,VR",3,1
4918,4918,3.0,3.016666666666667,3.8,Male,7712,Mid,"Mohawk Thin,Muttonchops,Nerd Glasses",3,1
4919,4919,1.0,0.25,0.25,Male,9135,Light,"Cigarette,Mohawk Thin,Shadow Beard",3,1
4920,4920,4.0,1.75,5.5,Male,1029,Mid,"Crazy Hair,Goat,Rosy Cheeks,Vape",4,1
4922,4922,1.0,0.05,0.05,Female,1575,Dark,"Pipe,Purple Lipstick,Straight Hair Blonde",3,1
4923,4923,5.0,6.286,22.39,Male,1024,Mid,"Front Beard Dark,Rosy Cheeks,Stringy Hair",3,1
4924,4924,2.0,7.75,8.0,Female,725,Albino,"Big Shades,Pink With Hat",2,1
4926,4926,1.0,45.0,45.0,Male,4992,Dark,"Hoodie,Mole",2,1
4929,4929,2.0,14.25,15.5,Female,5777,Mid,"Cigarette,Green Eye Shadow,Mohawk Thin",3,1
4930,4930,5.0,5.406000000000001,7.19,Female,958,Light,"Black Lipstick,Mohawk Thin,Spots",3,1
4932,4932,4.0,2.235,3.85,Male,2918,Light,"Do-rag,Silver Chain",2,1
4933,4933,4.0,2.035,2.95,Male,6035,Mid,"Front Beard,Mohawk Dark,Mole",3,1
4938,4938,1.0,0.33,0.33,Male,3138,Light,"Handlebars,Purple Hair",2,1
4939,4939,2.0,1.995,2.19,Male,4615,Dark,"Cap Forward,Front Beard",2,1
4940,4940,2.0,54.995,69.99,Male,4959,Mid,"Classic Shades,Hoodie",2,1
4941,4941,5.0,20.729999999999997,30.0,Female,2844,Albino,"Purple Lipstick,Straight Hair",2,1
4942,4942,2.0,2.2199999999999998,4.17,Male,6791,Light,"Eye Patch,Headband,Normal Beard Black",3,1
4943,4943,3.0,17.98,27.99,Female,3678,Dark,"Classic Shades,Purple Lipstick,Tassle Hat",3,1
4945,4945,6.0,17.696666666666665,30.0,Male,3983,Albino,"Normal Beard Black,Police Cap",2,1
4946,4946,1.0,0.38,0.38,Female,9488,Dark,"Classic Shades,Wild Hair",2,1
4948,4948,4.0,14.3025,20.0,Male,6040,Mid,"Front Beard,Mohawk Dark",2,1
4950,4950,1.0,19.0,19.0,Female,5714,Light,"Bandana,Blue Eye Shadow,Mole",3,1
4951,4951,9.0,10.926666666666668,22.05,Male,9112,Dark,"Classic Shades,Mohawk Thin",2,1
4953,4953,1.0,0.15,0.15,Male,3374,Dark,"Earring,Fedora,Gold Chain,Luxurious Beard",4,1
4955,4955,2.0,11.775,15.55,Male,7049,Light,"Normal Beard,Regular Shades,Wild Hair",3,1
4956,4956,3.0,3.6999999999999997,6.0,Male,3123,Light,"Big Shades,Front Beard Dark,Purple Hair",3,1
4957,4957,7.0,22.164285714285715,28.75,Female,2220,Light,"Clown Eyes Blue,Red Mohawk",2,1
4960,4960,11.0,2.8236363636363637,13.5,Male,5046,Albino,"Front Beard Dark,Mole,Peak Spike",3,1
4961,4961,1.0,0.1,0.1,Female,5727,Dark,"Cap,Earring,Green Eye Shadow",3,1
4962,4962,1.0,0.6,0.6,Male,6653,Dark,"Earring,Knitted Cap,Mustache",3,1
4963,4963,4.0,18.4375,34.0,Female,8160,Mid,"Cap,Classic Shades",2,1
4964,4964,1.0,23.0,23.0,Female,5918,Light,"Black Lipstick,Mohawk Thin,Vape",3,1
4965,4965,7.0,24.835714285714285,27.99,Male,6992,Albino,"Knitted Cap,Nerd Glasses,Normal Beard",3,1
4966,4966,1.0,0.25,0.25,Male,8613,Albino,"Cigarette,Classic Shades,Headband",3,1
4968,4968,5.0,17.244,22.39,Male,9142,Light,"Earring,Mohawk,Shadow Beard",3,1
4969,4969,2.0,13.31,26.5,Male,3839,Mid,"Fedora,Goat",2,1
4970,4970,1.0,0.05,0.05,Male,3133,Dark,"Handlebars,Purple Hair,Small Shades",3,1
4971,4971,2.0,0.395,0.49,Male,3338,Dark,"Cigarette,Earring,Eye Patch,Front Beard,Mohawk",5,1
4975,4975,1.0,7.0,7.0,Male,4724,Albino,"Cap Forward,Earring,Eye Patch",3,1
4976,4976,3.0,0.8366666666666668,1.2,Male,4270,Mid,"Goat,Messy Hair,Smile",3,1
4977,4977,3.0,0.5933333333333334,1.0,Male,2109,Mid,"Eye Mask,Vampire Hair",2,1
4978,4978,4.0,10.732499999999998,23.99,Male,4624,Dark,"Cap Forward,Chinstrap,Cigarette",3,1
4982,4982,3.0,23.99333333333333,27.99,Male,2916,Light,"Cigarette,Nerd Glasses,Shaved Head,Silver Chain",4,1
4985,4985,3.0,1.8666666666666665,2.55,Female,3700,Dark,"Big Shades,Tassle Hat",2,1
4986,4986,2.0,12.145,24.0,Male,7106,Albino,"Eye Mask,Peak Spike",2,1
4988,4988,5.0,16.904,33.33,Male,6291,Mid,"Eye Mask,Headband,Luxurious Beard",3,1
4989,4989,4.0,0.9199999999999999,2.55,Male,2063,Dark,"3D Glasses,Goat,Vampire Hair",3,1
4990,4990,2.0,0.315,0.42,Female,4552,Light,"Black Lipstick,Cigarette,Clown Eyes Blue",3,1
4991,4991,1.0,0.4,0.4,Male,9641,Mid,"Messy Hair,Regular Shades",2,1
4992,4992,1.0,61.3,61.3,Male,4956,Albino,"Classic Shades,Hoodie",2,1
4993,4993,1.0,0.14,0.14,Male,6885,Dark,"Cigarette,Normal Beard Black,Regular Shades,Stringy Hair",4,1
4994,4994,8.0,12.209999999999999,23.0,Male,7314,Mid,"Goat,Mohawk,Mole",3,1
4995,4995,5.0,21.726,88.88,Male,4983,Light,"Hoodie,Horned Rim Glasses",2,1
4996,4996,2.0,14.705,29.0,Female,2398,Mid,"Earring,Hot Lipstick,Red Mohawk",3,1
4998,4998,2.0,2.495,4.69,Male,5191,Dark,"Chinstrap,Cigarette,Frown,Messy Hair",4,1
4999,4999,1.0,1.5,1.5,Male,7354,Light,"Goat,Mole,Nerd Glasses,Stringy Hair",4,1
5000,5000,1.0,0.3,0.3,Female,1249,Light,"Green Eye Shadow,Hot Lipstick,Wild White Hair",3,1
5001,5001,1.0,1.2,1.2,Female,312,Dark,"Hot Lipstick,Orange Side",2,1
5002,5002,3.0,84.75333333333333,205.0,Male,74,Dark,"Beanie,Earring,Nerd Glasses,Pipe",4,1
5004,5004,4.0,8.01,25.0,Male,5079,Light,"Earring,Front Beard Dark,Headband,Horned Rim Glasses",4,1
5005,5005,2.0,13.745000000000001,14.99,Female,9677,Dark,"Messy Hair,Nerd Glasses",2,1
5006,5006,1.0,19.99,19.99,Male,2056,Mid,"Chinstrap,Regular Shades,Vampire Hair",3,1
5007,5007,1.0,0.32,0.32,Female,2848,Albino,"Hot Lipstick,Straight Hair",2,1
5008,5008,1.0,8.0,8.0,Male,1449,Mid,"Classic Shades,Cowboy Hat",2,1
5010,5010,1.0,8.0,8.0,Female,2722,Light,"Horned Rim Glasses,Medical Mask,Purple Lipstick,Straight Hair",4,1
5011,5011,7.0,9.614285714285714,29.0,Female,2698,Dark,"Cigarette,Straight Hair Dark",2,1
5012,5012,1.0,5.0,5.0,Male,8829,Mid,"Cigarette,Crazy Hair",2,1
5014,5014,2.0,6.5,7.0,Female,1612,Mid,"Black Lipstick,Clown Eyes Blue,Straight Hair Blonde",3,1
5017,5017,1.0,22.97,22.97,Male,9923,Dark,"Bandana,Big Shades,Earring",3,1
5018,5018,5.0,5.016,14.88,Male,7327,Dark,"Frumpy Hair,Goat",2,1
5019,5019,1.0,0.27,0.27,Male,9021,Light,"Earring,Mohawk Dark,Nerd Glasses",3,1
5020,5020,9.0,5.993333333333333,14.99,Male,5167,Dark,"Bandana,Classic Shades,Front Beard Dark",3,1
5021,5021,1.0,4.59,4.59,Male,9140,Dark,"Earring,Mohawk Thin,Shadow Beard",3,1
5022,5022,1.0,0.9,0.9,Male,7029,Dark,"Mohawk,Normal Beard",2,1
5023,5023,1.0,0.08,0.08,Male,5045,Dark,"Earring,Front Beard Dark,Nerd Glasses,Peak Spike",4,1
5028,5028,7.0,8.897142857142857,17.6,Male,7656,Dark,"Messy Hair,Muttonchops,Small Shades",3,1
5029,5029,1.0,0.19,0.19,Male,8336,Light,"Clown Eyes Green,Headband",2,1
5033,5033,1.0,8.0,8.0,Male,5492,Light,"Classic Shades,Handlebars,Peak Spike",3,1
5038,5038,1.0,20.0,20.0,Female,5378,Mid,"Cigarette,Mohawk Dark,Purple Eye Shadow",3,1
5039,5039,3.0,22.416666666666668,26.0,Male,5029,Mid,"Do-rag,Front Beard Dark,Horned Rim Glasses",3,1
5040,5040,2.0,21.235,22.5,Female,3715,Dark,"Black Lipstick,Tassle Hat",2,1
5041,5041,2.0,16.89,17.9,Male,6613,Dark,"Mohawk Dark,Mustache,Small Shades",3,1
5045,5045,1.0,0.12,0.12,Female,9018,Albino,"Mohawk Dark,Nerd Glasses",2,1
5050,5050,1.0,50.5,50.5,Male,7494,Light,"Regular Shades,Shadow Beard,Shaved Head",3,1
5052,5052,1.0,22.49,22.49,Female,4101,Light,"Clown Nose,Mohawk Dark,Purple Eye Shadow",3,1
5054,5054,1.0,54.0,54.0,Female,4498,Dark,Clown Eyes Blue,1,1
5056,5056,1.0,0.1,0.1,Male,64,Albino,"Beanie,Earring,Luxurious Beard,VR",4,1
5058,5058,2.0,10.85,13.0,Male,8317,Light,"Small Shades,Stringy Hair",2,1
5062,5062,3.0,12.833333333333334,21.0,Male,5055,Mid,"Crazy Hair,Front Beard Dark,VR",3,1
5063,5063,5.0,18.624,20.75,Male,5031,Dark,"Front Beard Dark,Nerd Glasses,Shaved Head",3,1
5065,5065,5.0,7.81,25.5,Male,3765,Mid,"Earring,Fedora,Front Beard Dark",3,1
5066,5066,1.0,50.0,50.0,Zombie,495,Zombie,"Earring,Knitted Cap,Smile",3,1
5070,5070,5.0,14.5,29.0,Male,4749,Light,"Cap Forward,Mole,Regular Shades",3,1
5071,5071,1.0,27.75,27.75,Female,9916,Light,"Bandana,Big Shades,Hot Lipstick",3,1
5073,5073,1.0,18.25,18.25,Female,8968,Mid,"Classic Shades,Hot Lipstick,Mohawk Dark",3,1
5074,5074,1.0,9.5,9.5,Female,8202,Dark,"Cap,Cigarette,Hot Lipstick,Nerd Glasses",4,1
5075,5075,3.0,3.4966666666666666,9.09,Female,5734,Mid,"Earring,Green Eye Shadow,Headband",3,1
5077,5077,4.0,11.479999999999999,20.88,Male,9658,Mid,"Earring,Horned Rim Glasses,Messy Hair",3,1
5078,5078,5.0,2.728,5.0,Male,6813,Mid,"Classic Shades,Knitted Cap,Normal Beard Black",3,1
5079,5079,1.0,0.05,0.05,Female,7842,Mid,"Clown Eyes Green,Hot Lipstick,Messy Hair,Pipe",4,1
5080,5080,2.0,7.76,15.0,Male,8296,Light,"Earring,Shadow Beard,Small Shades,Wild Hair",4,1
5083,5083,2.0,38.0,40.0,Female,699,Dark,"Cigarette,Clown Eyes Green,Earring,Pink With Hat",4,1
5084,5084,1.0,0.4,0.4,Female,1610,Light,"Black Lipstick,Clown Eyes Blue,Straight Hair Blonde",3,1
5087,5087,2.0,23.375,23.75,Male,6032,Mid,"Front Beard,Knitted Cap",2,1
