,Type,From,To,Amount,Txn,punk_id
58680,Offered,,,"45Ξ ($87,136)","Feb 18, 2021",4926.0
58681,Bid,ddaavvee,,"15Ξ ($28,696)","Feb 18, 2021",4926.0
58682,Bid Withdrawn,TweetyPi…,,0.10Ξ ($13),"Dec 29, 2019",4926.0
58683,Bid,TweetyPi…,,0.10Ξ ($12),"Dec 28, 2019",4926.0
58684,Bid Withdrawn,TweetyPi…,,0.05Ξ ($6),"Dec 28, 2019",4926.0
58685,Bid,TweetyPi…,,0.05Ξ ($6),"Dec 28, 2019",4926.0
58686,Claimed,,0xc272ed,,"Jun 23, 2017",4926.0
58687,Transfer,0xba7ccc,0xcffc33,,"May 05, 2021",4927.0
58688,Claimed,,0xba7ccc,,"Jun 23, 2017",4927.0
58689,Bid Withdrawn,anonymou…,,"60Ξ ($228,553)","May 08, 2021",4928.0
58690,Bid,anonymou…,,"60Ξ ($212,312)","May 06, 2021",4928.0
58691,Bid Withdrawn,anonymou…,,"55Ξ ($135,254)","Apr 26, 2021",4928.0
58692,Bid,anonymou…,,"55Ξ ($135,254)","Apr 26, 2021",4928.0
58693,Bid Withdrawn,anonymou…,,"50Ξ ($116,410)","Apr 25, 2021",4928.0
58694,Bid,anonymou…,,"50Ξ ($113,825)","Apr 24, 2021",4928.0
58695,Bid Withdrawn,anonymou…,,"45Ξ ($102,442)","Apr 24, 2021",4928.0
58696,Bid,anonymou…,,"45Ξ ($107,089)","Apr 23, 2021",4928.0
58697,Bid Withdrawn,0x83b00f,,"29Ξ ($61,828)","Apr 20, 2021",4928.0
58698,Bid,0x83b00f,,"29Ξ ($62,348)","Apr 18, 2021",4928.0
58699,Bid Withdrawn,0xddfdcb,,"21Ξ ($43,521)","Apr 09, 2021",4928.0
58700,Bid,0xddfdcb,,"21Ξ ($43,285)","Apr 08, 2021",4928.0
58701,Bid Withdrawn,0xe369a8,,"13Ξ ($23,941)","Feb 12, 2021",4928.0
58702,Bid,0xe369a8,,"13Ξ ($23,892)","Feb 12, 2021",4928.0
58703,Bid Withdrawn,Deeze,,"10Ξ ($16,858)","Feb 04, 2021",4928.0
58704,Bid,Deeze,,"10Ξ ($16,386)","Feb 03, 2021",4928.0
58705,Claimed,,0x6f4a2d,,"Jun 23, 2017",4928.0
58706,Bid Withdrawn,0x194171,,"12.12Ξ ($23,416)","Jun 23, 2021",4929.0
58707,Sold,0x6c4aec,0x464994,"13Ξ ($25,116)","Jun 23, 2021",4929.0
58708,Bid,0x194171,,"12.12Ξ ($22,717)","Jun 22, 2021",4929.0
58709,Offered,,,"13Ξ ($24,366)","Jun 22, 2021",4929.0
58710,(Unwrap),WrappedC…,0x6c4aec,,"Jun 22, 2021",4929.0
58711,(Wrap),0xf3605b,WrappedC…,,"May 09, 2021",4929.0
58712,Transfer,0x6c4aec,0xf3605b,,"May 08, 2021",4929.0
58713,Offered,,,"69Ξ ($146,475)","Apr 10, 2021",4929.0
58714,Offered,,,"33Ξ ($69,331)","Apr 06, 2021",4929.0
58715,Sold,0xa3cb30,0x6c4aec,"15.50Ξ ($33,048)","Apr 06, 2021",4929.0
58716,Bid Withdrawn,wookie.e…,,"14Ξ ($29,620)","Apr 05, 2021",4929.0
58717,Bid,wookie.e…,,"14Ξ ($28,875)","Apr 05, 2021",4929.0
58718,Bid Withdrawn,wookie.e…,,"13.50Ξ ($27,844)","Apr 05, 2021",4929.0
58719,Offered,,,"15.50Ξ ($31,962)","Apr 05, 2021",4929.0
58720,Bid,wookie.e…,,"13.50Ξ ($27,838)","Apr 05, 2021",4929.0
58721,Offered,,,16.50Ξ ($<0.01),"Apr 02, 2021",4929.0
58722,Bid Withdrawn,skidblad…,,"7Ξ ($12,849)","Mar 31, 2021",4929.0
58723,Bid,skidblad…,,"7Ξ ($12,868)","Mar 30, 2021",4929.0
58724,Offered,,,"18.50Ξ ($34,283)","Mar 30, 2021",4929.0
58725,Transfer,0x00bd9f,0xa3cb30,,"Mar 07, 2018",4929.0
58726,Claimed,,0x00bd9f,,"Jun 23, 2017",4929.0
58727,Offer Withdrawn,,,,"May 24, 2021",4930.0
58728,Offer Withdrawn,,,,"May 24, 2021",4930.0
58729,Offered,,,"39.98Ξ ($82,976)","Apr 09, 2021",4930.0
58730,Offer Withdrawn,,,,"Feb 28, 2021",4930.0
58731,Offered,,,"39.98Ξ ($65,510)","Feb 24, 2021",4930.0
58732,Offer Withdrawn,,,,"Feb 21, 2021",4930.0
58733,Offered,,,"24.98Ξ ($48,646)","Feb 20, 2021",4930.0
58734,Offer Withdrawn,,,,"Feb 10, 2021",4930.0
58735,Offer Withdrawn,,,,"Feb 10, 2021",4930.0
58736,Offered,,,"14.98Ξ ($20,103)","Jan 29, 2021",4930.0
58737,Offered,,,"10.98Ξ ($13,897)","Jan 27, 2021",4930.0
58738,Offered,,,"8.98Ξ ($11,272)","Jan 24, 2021",4930.0
58739,Offered,,,"6.98Ξ ($8,394)","Jan 17, 2021",4930.0
58740,Offered,,,"8.98Ξ ($6,584)","Dec 30, 2020",4930.0
58741,Offer Withdrawn,,,,"Dec 25, 2020",4930.0
58742,Offered,,,"7.98Ξ ($4,819)","Dec 23, 2020",4930.0
58743,Sold,pinkiepi…,Novo311,"5.30Ξ ($3,278)","Dec 23, 2020",4930.0
58744,Bid Withdrawn,0xc7c6b9,,"4.80Ξ ($2,904)","Dec 23, 2020",4930.0
58745,Bid,0xc7c6b9,,"4.80Ξ ($2,943)","Dec 23, 2020",4930.0
58746,Offered,,,"5.30Ξ ($3,239)","Dec 23, 2020",4930.0
58747,Offered,,,"6.99Ξ ($4,295)","Dec 23, 2020",4930.0
58748,Transfer,2pac,pinkiepi…,,"Dec 18, 2020",4930.0
58749,Offer Withdrawn,,,,"Dec 14, 2020",4930.0
58750,Offered,,,"7.49Ξ ($4,282)","Dec 13, 2020",4930.0
58751,Transfer,pinkiepi…,2pac,,"Dec 10, 2020",4930.0
58752,Transfer,2pac,pinkiepi…,,"Dec 09, 2020",4930.0
58753,Offered,,,"7.99Ξ ($4,588)","Dec 08, 2020",4930.0
58754,Offer Withdrawn,,,,"Dec 03, 2020",4930.0
58755,Offered,,,"8Ξ ($4,205)","Nov 27, 2020",4930.0
58756,Offer Withdrawn,,,,"Nov 16, 2020",4930.0
58757,Offered,,,"6.99Ξ ($3,147)","Nov 16, 2020",4930.0
58758,Bid Withdrawn,Michel_M…,,"3.25Ξ ($1,484)","Nov 15, 2020",4930.0
58759,Bid,Michel_M…,,"3.25Ξ ($1,494)","Nov 15, 2020",4930.0
58760,Offer Withdrawn,,,,"Nov 15, 2020",4930.0
58761,Offered,,,"9.99Ξ ($3,886)","Oct 31, 2020",4930.0
58762,Offer Withdrawn,,,,"Oct 24, 2020",4930.0
58763,Offered,,,"9.99Ξ ($4,138)","Oct 23, 2020",4930.0
58764,Transfer,0x257e2b,2pac,,"Oct 21, 2020",4930.0
58765,Sold,Dude_Nak…,0x257e2b,"6.99Ξ ($2,639)","Oct 15, 2020",4930.0
58766,Offered,,,"6.99Ξ ($2,352)","Oct 08, 2020",4930.0
58767,(Unwrap),WrappedC…,Dude_Nak…,,"Oct 06, 2020",4930.0
58768,Sold,Thing,Dude_Nak…,"7.19Ξ ($2,531)","Oct 05, 2020",4930.0
58769,(Wrap),0x66d02c,WrappedC…,,"Oct 03, 2020",4930.0
58770,Transfer,Thing,0x66d02c,,"Oct 03, 2020",4930.0
58771,Offered,,,"7.95Ξ ($2,848)","Sep 30, 2020",4930.0
58772,Offered,,,"9.95Ξ ($3,601)","Sep 28, 2020",4930.0
58773,(Unwrap),WrappedC…,Thing,,"Sep 28, 2020",4930.0
58774,Sold,GoWest23,Thing,"7.05Ξ ($2,560)","Sep 28, 2020",4930.0
58775,(Wrap),0xa18fd5,WrappedC…,,"Sep 28, 2020",4930.0
58776,Transfer,GoWest23,0xa18fd5,,"Sep 28, 2020",4930.0
58777,Sold,0x19f233,GoWest23,0.50Ξ ($67),"Jan 04, 2020",4930.0
58778,Bid Withdrawn,Pranksy,,0.40Ξ ($109),"Jun 20, 2019",4930.0
58779,Bid,Pranksy,,0.40Ξ ($109),"Jun 20, 2019",4930.0
58780,Bid Withdrawn,Cryptokk…,,0.25Ξ ($41),"Apr 13, 2019",4930.0
58781,Bid,Cryptokk…,,0.25Ξ ($41),"Apr 13, 2019",4930.0
58782,Offered,,,0.50Ξ ($152),"Jun 24, 2017",4930.0
58783,Claimed,,0x19f233,,"Jun 23, 2017",4930.0
58784,Offered,,,"40Ξ ($100,943)","Apr 27, 2021",4931.0
58785,Bid Withdrawn,Dude_Nak…,,0.12Ξ ($86),"Mar 11, 2018",4931.0
58786,Bid,Dude_Nak…,,0.12Ξ ($87),"Mar 09, 2018",4931.0
58787,Claimed,,0xef768e,,"Jun 23, 2017",4931.0
58788,Offer Withdrawn,,,,"Apr 16, 2021",4932.0
58789,Offered,,,"23.50Ξ ($57,988)","Apr 15, 2021",4932.0
58790,Offered,,,"24Ξ ($55,894)","Apr 14, 2021",4932.0
58791,Offered,,,"24.50Ξ ($56,166)","Apr 14, 2021",4932.0
58792,Offer Withdrawn,,,,"Apr 08, 2021",4932.0
58793,Offered,,,"27Ξ ($49,578)","Mar 20, 2021",4932.0
58794,Offer Withdrawn,,,,"Jan 23, 2021",4932.0
58795,Offered,,,"12Ξ ($4,153)","Sep 24, 2020",4932.0
58796,Sold,Michel_M…,0x052564,"3.85Ξ ($1,332)","Sep 24, 2020",4932.0
58797,Offered,,,"3.85Ξ ($1,332)","Sep 24, 2020",4932.0
58798,Offer Withdrawn,,,,"Sep 24, 2020",4932.0
58799,Offered,,,"4.99Ξ ($1,619)","Sep 24, 2020",4932.0
58800,(Unwrap),WrappedC…,Michel_M…,,"Sep 20, 2020",4932.0
58801,Sold,Sylveste…,Michel_M…,1.99Ξ ($759),"Sep 20, 2020",4932.0
58802,Sold,DANNY,Sylveste…,2Ξ ($753),"Sep 15, 2020",4932.0
58803,(Wrap),0x356971,WrappedC…,,"Sep 14, 2020",4932.0
58804,Transfer,DANNY,0x356971,,"Sep 14, 2020",4932.0
58805,Sold,Hemba,DANNY,1.10Ξ ($222),"May 14, 2020",4932.0
58806,Offered,,,1.10Ξ ($190),"Jan 19, 2020",4932.0
58807,Offer Withdrawn,,,,"Jan 04, 2020",4932.0
58808,Offered,,,0.63Ξ ($120),"Jul 11, 2017",4932.0
58809,Transfer,0xe4d36b,Hemba,,"Jun 28, 2017",4932.0
58810,Claimed,,0xe4d36b,,"Jun 23, 2017",4932.0
58811,Sold,0x8f217d,0x269616,0.00Ξ ($0.00),"Jul 09, 2021",4933.0
58812,Offered,,0x269616,0.00Ξ ($0.00),"Jul 09, 2021",4933.0
58813,(Unwrap),WrappedC…,0x8f217d,,"Jul 09, 2021",4933.0
58814,(Wrap),0x7cd45f,WrappedC…,,"May 03, 2021",4933.0
58815,Transfer,0xe85740,0x7cd45f,,"May 03, 2021",4933.0
58816,(Unwrap),WrappedC…,0xe85740,,"May 03, 2021",4933.0
58817,(Wrap),0xac12a8,WrappedC…,,"Dec 15, 2020",4933.0
58818,Transfer,gaus,0xac12a8,,"Dec 15, 2020",4933.0
58819,Bid Withdrawn,parttty6,,0Ξ ($3),"Oct 08, 2020",4933.0
58820,Bid,parttty6,,0Ξ ($3),"Oct 04, 2020",4933.0
58821,(Unwrap),WrappedC…,gaus,,"Sep 27, 2020",4933.0
58822,Sold,0xe754d1,gaus,"2.95Ξ ($1,047)","Sep 26, 2020",4933.0
58823,Sold,Pranksy,0xe754d1,2.89Ξ ($994),"Sep 25, 2020",4933.0
58824,Sold,Hemba,Pranksy,2.30Ξ ($796),"Sep 24, 2020",4933.0
58825,(Wrap),0x193847,WrappedC…,,"Sep 15, 2020",4933.0
58826,Transfer,Hemba,0x193847,,"Sep 15, 2020",4933.0
58827,Claimed,,Hemba,,"Jun 23, 2017",4933.0
58828,Offered,,,"45Ξ ($95,744)","Apr 19, 2021",4934.0
58829,Bid Withdrawn,0x967ee5,,"7.50Ξ ($12,755)","Feb 06, 2021",4934.0
58830,Bid,0x967ee5,,"7.50Ξ ($12,718)","Feb 06, 2021",4934.0
58831,Bid Withdrawn,0x717403,,0.05Ξ ($14),"Jun 30, 2017",4934.0
58832,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",4934.0
58833,Claimed,,0x6f4a2d,,"Jun 23, 2017",4934.0
58834,Transfer,sov,sov.eth,,"Apr 25, 2021",4935.0
58835,Claimed,,sov,,"Jun 23, 2017",4935.0
58836,Bid Withdrawn,MadMax,,"28Ξ ($42,658)","Feb 23, 2021",4936.0
58837,Bid,MadMax,,"28Ξ ($49,929)","Feb 22, 2021",4936.0
58838,Bid Withdrawn,0x265fca,,"1Ξ ($1,921)","Feb 19, 2021",4936.0
58839,Bid,0x265fca,,"1Ξ ($1,720)","Feb 15, 2021",4936.0
58840,Bid Withdrawn,0x34e801,,"1Ξ ($1,175)","Jan 06, 2021",4936.0
58841,Bid,0x34e801,,1Ξ ($730),"Dec 30, 2020",4936.0
58842,Bid Withdrawn,0x22160e,,0.10Ξ ($21),"Jul 13, 2017",4936.0
58843,Bid,0x22160e,,0.10Ξ ($19),"Jul 11, 2017",4936.0
58844,Bid,0x22160e,,0.05Ξ ($10),"Jul 11, 2017",4936.0
58845,Claimed,,0x44fab5,,"Jun 23, 2017",4936.0
58846,Transfer,0xf1ad94,0x032057,,"Jul 08, 2021",4937.0
58847,Bid Withdrawn,0xef7e51,,0.20Ξ ($54),"Feb 23, 2020",4937.0
58848,Bid,0xef7e51,,0.20Ξ ($46),"Sep 06, 2018",4937.0
58849,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",4937.0
58850,Claimed,,0xf1ad94,,"Jun 23, 2017",4937.0
58851,Sold,0xb0b0b5,Snowfro,0.33Ξ ($53),"Feb 23, 2019",4938.0
58852,Offered,,,0.33Ξ ($100),"Sep 28, 2017",4938.0
58853,Claimed,,0xb0b0b5,,"Jun 23, 2017",4938.0
58854,(Unwrap),WrappedC…,ddaavvee,,"Sep 29, 2020",4939.0
58855,Sold,Pranksy,ddaavvee,2.19Ξ ($736),"Sep 24, 2020",4939.0
58856,Sold,Hemba,Pranksy,1.80Ξ ($613),"Sep 22, 2020",4939.0
58857,(Wrap),0x193847,WrappedC…,,"Sep 15, 2020",4939.0
58858,Transfer,Hemba,0x193847,,"Sep 15, 2020",4939.0
58859,Claimed,,Hemba,,"Jun 23, 2017",4939.0
58860,Sold,0xaea8e3,0x85d14b,"69.99Ξ ($148,813)","Apr 11, 2021",4940.0
58861,Bid Withdrawn,0x51636d,,"63.50Ξ ($114,193)","Mar 21, 2021",4940.0
58862,Bid,0x51636d,,"63.50Ξ ($115,997)","Mar 17, 2021",4940.0
58863,Bid Withdrawn,elir.eth,,"60Ξ ($106,956)","Mar 17, 2021",4940.0
58864,Bid,elir.eth,,"60Ξ ($106,309)","Mar 17, 2021",4940.0
58865,Bid Withdrawn,0x741c49,,"48.50Ξ ($74,205)","Mar 04, 2021",4940.0
58866,Bid,0x741c49,,"48.50Ξ ($74,205)","Mar 04, 2021",4940.0
58867,Bid Withdrawn,0x741c49,,"47.10Ξ ($74,898)","Mar 04, 2021",4940.0
58868,Bid,0x741c49,,"47.10Ξ ($74,294)","Mar 04, 2021",4940.0
58869,Bid Withdrawn,0x0a6417,,"47Ξ ($74,136)","Mar 04, 2021",4940.0
58870,Bid,0x0a6417,,"47Ξ ($73,305)","Mar 04, 2021",4940.0
58871,Bid Withdrawn,0x0a6417,,"45Ξ ($70,186)","Mar 04, 2021",4940.0
58872,Offered,,,"69.99Ξ ($109,163)","Mar 04, 2021",4940.0
58873,Bid,0x0a6417,,"45Ξ ($70,186)","Mar 04, 2021",4940.0
58874,Offered,,,"79.99Ξ ($118,704)","Mar 02, 2021",4940.0
58875,Sold,0xe03559,0xaea8e3,"40Ξ ($62,304)","Mar 02, 2021",4940.0
58876,Offered,,,"60Ξ ($93,456)","Mar 02, 2021",4940.0
58877,Bid,0xaea8e3,,"40Ξ ($62,652)","Mar 02, 2021",4940.0
58878,Bid,Pranksy,,"37Ξ ($57,953)","Mar 02, 2021",4940.0
58879,Bid,0xe281b9,,"35Ξ ($54,820)","Mar 02, 2021",4940.0
58880,Bid,0xaea8e3,,"30Ξ ($46,989)","Mar 02, 2021",4940.0
58881,Bid,0xe281b9,,"25Ξ ($39,157)","Mar 02, 2021",4940.0
58882,Bid Withdrawn,CryptoCo…,,0.35Ξ ($59),"Jan 15, 2020",4940.0
58883,Bid,CryptoCo…,,0.35Ξ ($50),"Jan 10, 2020",4940.0
58884,Bid,Mr_0x,,0.15Ξ ($18),"Feb 11, 2019",4940.0
58885,Claimed,,0xe03559,,"Jun 23, 2017",4940.0
58886,Sold,0x09d408,0x769eec,"24.99Ξ ($51,576)","Apr 08, 2021",4941.0
58887,Offered,,,"24.99Ξ ($49,279)","Apr 02, 2021",4941.0
58888,Bid Withdrawn,0xa7bd74,,"23Ξ ($41,030)","Mar 21, 2021",4941.0
58889,Offered,,,"29.99Ξ ($53,931)","Mar 21, 2021",4941.0
58890,Sold,daddykal…,0x09d408,"23.97Ξ ($43,105)","Mar 21, 2021",4941.0
58891,Bid,0xa7bd74,,"23Ξ ($41,361)","Mar 21, 2021",4941.0
58892,Offered,,,"23.97Ξ ($43,105)","Mar 21, 2021",4941.0
58893,Offered,,,"24.93Ξ ($45,546)","Mar 20, 2021",4941.0
58894,Offered,,,"26.69Ξ ($49,464)","Mar 20, 2021",4941.0
58895,Offered,,,"29.65Ξ ($52,701)","Mar 19, 2021",4941.0
58896,Sold,0x29b1b2,daddykal…,"24.30Ξ ($44,014)","Mar 17, 2021",4941.0
58897,Offered,,,"26.99Ξ ($48,887)","Mar 17, 2021",4941.0
58898,Bid,daddykal…,,"24.30Ξ ($44,014)","Mar 17, 2021",4941.0
58899,Offered,,,"24.99Ξ ($45,264)","Mar 17, 2021",4941.0
58900,Bid,0xa7bd74,,"22.99Ξ ($41,190)","Mar 17, 2021",4941.0
58901,Offered,,,"25.99Ξ ($46,565)","Mar 17, 2021",4941.0
58902,Offered,,,"29.99Ξ ($52,600)","Mar 15, 2021",4941.0
58903,Offered,,,"36.99Ξ ($69,003)","Mar 14, 2021",4941.0
58904,Offered,,,"29.99Ξ ($52,649)","Mar 13, 2021",4941.0
58905,Offered,,,"34.99Ξ ($64,056)","Mar 09, 2021",4941.0
58906,Offered,,,"24.99Ξ ($45,510)","Mar 09, 2021",4941.0
58907,Offered,,,"29.99Ξ ($50,548)","Mar 07, 2021",4941.0
58908,Offered,,,"39.99Ξ ($61,339)","Mar 05, 2021",4941.0
58909,Offer Withdrawn,,,,"Mar 05, 2021",4941.0
58910,Offer Withdrawn,,,,"Mar 05, 2021",4941.0
58911,Offered,,,"29.99Ξ ($44,197)","Mar 05, 2021",4941.0
58912,Offer Withdrawn,,,,"Mar 05, 2021",4941.0
58913,Offered,,,"29.99Ξ ($47,562)","Mar 04, 2021",4941.0
58914,Offered,,,"31.99Ξ ($51,623)","Mar 03, 2021",4941.0
58915,Offer Withdrawn,,,,"Mar 03, 2021",4941.0
58916,Offered,,,"34.99Ξ ($56,230)","Mar 03, 2021",4941.0
58917,Offer Withdrawn,,,,"Mar 02, 2021",4941.0
58918,Offered,,,"30Ξ ($46,403)","Mar 02, 2021",4941.0
58919,Sold,Fanny,0x29b1b2,"30Ξ ($49,467)","Feb 24, 2021",4941.0
58920,Offered,,,"30Ξ ($58,679)","Feb 19, 2021",4941.0
58921,Bid Withdrawn,0x34e801,,1Ξ ($437),"Nov 08, 2020",4941.0
58922,Bid,0x34e801,,1Ξ ($456),"Nov 06, 2020",4941.0
58923,Bid Withdrawn,0x34e801,,1Ξ ($391),"Oct 29, 2020",4941.0
58924,Bid,0x34e801,,1Ξ ($368),"Oct 20, 2020",4941.0
58925,Sold,0xb0b0b5,Fanny,0.39Ξ ($61),"Jan 04, 2019",4941.0
58926,Offered,,,0.39Ξ ($118),"Sep 28, 2017",4941.0
58927,Bid Withdrawn,na,,0.30Ξ ($68),"Jul 24, 2017",4941.0
58928,Bid,na,,0.30Ξ ($69),"Jul 22, 2017",4941.0
58929,Bid,na,,<0.01Ξ ($1),"Jul 16, 2017",4941.0
58930,Claimed,,0xb0b0b5,,"Jun 23, 2017",4941.0
58931,Transfer,0x65c671,0x1ff287,,"Jun 19, 2021",4942.0
58932,Transfer,tonyherr…,0x65c671,,"Apr 09, 2021",4942.0
58933,Transfer,CryptoPa…,tonyherr…,,"Jan 21, 2021",4942.0
58934,Sold,0x0a4eaf…,CryptoPa…,"4.17Ξ ($5,635)","Jan 21, 2021",4942.0
58935,Bid Withdrawn,CryptoPa…,,"4Ξ ($5,405)","Jan 21, 2021",4942.0
58936,Offered,,,"4.17Ξ ($5,823)","Jan 20, 2021",4942.0
58937,Bid,CryptoPa…,,"4Ξ ($5,598)","Jan 20, 2021",4942.0
58938,Bid,0x2b8e9d,,"3Ξ ($4,171)","Jan 20, 2021",4942.0
58939,Offered,,,"4.35Ξ ($6,212)","Jan 19, 2021",4942.0
58940,Sold,0xc00c2b,0x0a4eaf…,0.27Ξ ($56),"Aug 13, 2019",4942.0
58941,Offered,,,1.45Ξ ($460),"Jun 29, 2019",4942.0
58942,Offered,,,0.95Ξ ($155),"May 04, 2019",4942.0
58943,Offered,,,1.30Ξ ($171),"Mar 03, 2019",4942.0
58944,Offer Withdrawn,,,,"Mar 03, 2019",4942.0
58945,Bid,0x0a4eaf…,,0.27Ξ ($38),"Dec 30, 2018",4942.0
58946,Offered,,,2Ξ ($598),"Aug 14, 2017",4942.0
58947,Offered,,,0.24Ξ ($76),"Aug 11, 2017",4942.0
58948,Bid Withdrawn,0x4960c4…,,0.12Ξ ($39),"Aug 11, 2017",4942.0
58949,Bid,0x4960c4…,,0.12Ξ ($39),"Aug 11, 2017",4942.0
58950,Offered,,,0.25Ξ ($75),"Aug 10, 2017",4942.0
58951,Offered,,,0.47Ξ ($92),"Jul 30, 2017",4942.0
58952,Claimed,,0xc00c2b,,"Jun 23, 2017",4942.0
58953,Bid,0xe066d0,,<0.01Ξ ($7),"Jun 09, 2021",4943.0
58954,Offer Withdrawn,,,,"May 17, 2021",4943.0
58955,Offered,,,"24.90Ξ ($107,318)","May 12, 2021",4943.0
58956,Offered,,,"25.50Ξ ($101,309)","May 11, 2021",4943.0
58957,Offered,,,"25.67Ξ ($100,128)","May 11, 2021",4943.0
58958,Offered,,,"26.67Ξ ($110,086)","May 10, 2021",4943.0
58959,Offered,,,"27.99Ξ ($115,477)","May 10, 2021",4943.0
58960,Offered,,,"28.90Ξ ($111,123)","May 08, 2021",4943.0
58961,Offered,,,"29.33Ξ ($104,070)","May 08, 2021",4943.0
58962,Offered,,,"29.67Ξ ($99,526)","May 05, 2021",4943.0
58963,Offered,,,"28.10Ξ ($97,617)","May 04, 2021",4943.0
58964,Offered,,,"28.67Ξ ($94,132)","May 03, 2021",4943.0
58965,Offered,,,"29Ξ ($91,913)","May 03, 2021",4943.0
58966,Sold,0x0e9aed,0xd3e2e7,"27.99Ξ ($89,334)","May 03, 2021",4943.0
58967,Bid Withdrawn,0xd3e2e7,,"26.67Ξ ($84,127)","May 03, 2021",4943.0
58968,Bid,0xd3e2e7,,"26.67Ξ ($84,127)","May 03, 2021",4943.0
58969,Offered,,,"27.99Ξ ($77,411)","May 01, 2021",4943.0
58970,Offered,,,"29.99Ξ ($69,663)","Apr 20, 2021",4943.0
58971,Sold,0x052564,0x0e9aed,"25.50Ξ ($53,234)","Apr 20, 2021",4943.0
58972,Offered,,,"25.50Ξ ($53,234)","Apr 20, 2021",4943.0
58973,Offer Withdrawn,,,,"Jan 23, 2021",4943.0
58974,Bid,Alexx72,,0.04Ξ ($24),"Dec 05, 2020",4943.0
58975,Offered,,,"15Ξ ($5,191)","Sep 24, 2020",4943.0
58976,Offered,,,"11Ξ ($3,952)","Sep 13, 2020",4943.0
58977,Offered,,,"6.50Ξ ($1,580)","Jun 04, 2020",4943.0
58978,Offered,,,"7Ξ ($1,514)","May 28, 2020",4943.0
58979,Bid,LoveArtH…,,<0.01Ξ ($2),"May 11, 2019",4943.0
58980,Bid,0x624394,,<0.01Ξ ($0),"Nov 20, 2018",4943.0
58981,Bid,0x07f537,,<0.01Ξ ($1),"Aug 04, 2018",4943.0
58982,Transfer,0xd8e806,0x052564,,"Jun 12, 2018",4943.0
58983,Bid,market,,<0.01Ξ ($1),"May 22, 2018",4943.0
58984,Bid Withdrawn,Dude_Nak…,,0.20Ξ ($77),"Apr 02, 2018",4943.0
58985,Bid,Dude_Nak…,,0.20Ξ ($109),"Mar 23, 2018",4943.0
58986,Offered,,,0.30Ξ ($345),"Jan 20, 2018",4943.0
58987,Offer Withdrawn,,,,"Dec 13, 2017",4943.0
58988,Offered,,,0.25Ξ ($72),"Sep 23, 2017",4943.0
58989,Bid Withdrawn,0x459c13,,0.10Ξ ($30),"Aug 13, 2017",4943.0
58990,Bid,0x459c13,,0.10Ξ ($30),"Aug 08, 2017",4943.0
58991,Offer Withdrawn,,,,"Jul 26, 2017",4943.0
58992,Offered,,,0.69Ξ ($140),"Jul 26, 2017",4943.0
58993,Bid,0x076f72,,<0.01Ξ ($0),"Jul 25, 2017",4943.0
58994,Sold,Hemba,0xd8e806,0.45Ξ ($92),"Jul 13, 2017",4943.0
58995,Offered,,,0.45Ξ ($86),"Jul 11, 2017",4943.0
58996,Claimed,,Hemba,,"Jun 23, 2017",4943.0
58997,Bid Withdrawn,0x44f2d4,,0.04Ξ ($8),"May 11, 2019",4944.0
58998,Bid,0x44f2d4,,0.04Ξ ($16),"Aug 06, 2018",4944.0
58999,Bid,0xad7be4,,<0.01Ξ ($3),"Dec 04, 2017",4944.0
59000,Claimed,,0xcc7c33,,"Jun 23, 2017",4944.0
59001,Sold,0xe3bf86,pixelvau…,"19.99Ξ ($37,012)","Jun 25, 2021",4945.0
59002,Offered,,,"19.99Ξ ($51,890)","Jun 15, 2021",4945.0
59003,Offer Withdrawn,,,,"Jun 02, 2021",4945.0
59004,Offered,,,"22.99Ξ ($63,558)","May 26, 2021",4945.0
59005,Offered,,,"24.99Ξ ($65,610)","May 19, 2021",4945.0
59006,Offered,,,"26.25Ξ ($102,012)","May 09, 2021",4945.0
59007,Offer Withdrawn,,,,"May 07, 2021",4945.0
59008,Offered,,,"26.99Ξ ($94,712)","May 06, 2021",4945.0
59009,Bid Withdrawn,0xf3b0f4,,"25.25Ξ ($84,029)","May 04, 2021",4945.0
59010,Bid,0xf3b0f4,,"25.25Ξ ($86,874)","May 04, 2021",4945.0
59011,Offered,,,"27.99Ξ ($96,301)","May 04, 2021",4945.0
59012,Offered,,,"30Ξ ($98,512)","May 03, 2021",4945.0
59013,Offered,,,"30.99Ξ ($90,724)","May 02, 2021",4945.0
59014,Offered,,,"32Ξ ($85,482)","Apr 27, 2021",4945.0
59015,Offered,,,"33Ξ ($73,565)","Apr 24, 2021",4945.0
59016,Offered,,,"35Ξ ($85,497)","Apr 21, 2021",4945.0
59017,Offer Withdrawn,,,,"Apr 18, 2021",4945.0
59018,Offered,,,"36.99Ξ ($86,392)","Apr 17, 2021",4945.0
59019,Offered,,,"39.99Ξ ($98,677)","Apr 15, 2021",4945.0
59020,Transfer,0xf3016b,0xe3bf86,,"Apr 13, 2021",4945.0
59021,Sold,0xaf812e,0xf3016b,"30Ξ ($68,992)","Apr 13, 2021",4945.0
59022,Offered,,,"30Ξ ($68,992)","Apr 13, 2021",4945.0
59023,Offered,,,"75Ξ ($153,587)","Apr 08, 2021",4945.0
59024,Offered,,,"50Ξ ($103,194)","Apr 08, 2021",4945.0
