id,type_id,rarity,skin_id,total_traits,total_hidden_traits
2066,5,3066,7,3,0
2067,3,535,3,1,0
2068,5,8793,5,2,0
2069,5,3684,5,3,0
2070,5,5794,7,3,0
2071,4,8703,6,2,0
2072,4,9214,7,2,0
2073,5,5825,7,4,0
2074,4,9230,6,3,0
2075,5,8555,7,4,1
2076,4,4144,7,3,0
2077,4,9906,5,2,0
2078,5,9578,4,3,0
2079,5,8546,7,2,0
2080,4,7691,6,3,0
2081,4,3142,5,2,0
2082,4,4034,7,3,0
2083,4,6434,7,2,0
2084,4,6632,7,2,0
2085,4,7973,7,2,0
2086,5,1976,5,3,0
2087,4,7297,6,2,0
2088,4,7936,5,3,0
2089,4,7772,6,2,0
2090,4,4054,5,2,0
2091,4,8894,5,2,0
2092,5,5829,6,3,0
2093,5,5672,7,2,0
2094,4,4862,7,3,0
2095,4,6678,5,3,0
2096,5,2603,5,2,0
2097,4,3312,6,5,0
2098,4,4250,5,4,1
2099,4,6444,7,2,0
2100,4,5533,4,2,0
2101,5,5768,5,3,0
2102,5,1523,6,3,0
2103,4,6585,6,2,0
2104,5,9287,5,2,0
2105,5,5634,7,3,0
2106,5,8695,7,3,0
2107,4,6838,5,3,0
2108,4,7937,5,2,0
2109,4,7489,7,2,0
2110,4,6247,6,4,0
2111,5,591,7,3,0
2112,4,7908,6,3,0
2113,4,374,7,3,0
2114,4,5543,7,3,0
2115,5,1250,6,3,1
2116,5,9997,6,2,0
2117,4,4706,4,1,0
2118,5,1571,5,3,0
2119,5,1213,5,2,0
2120,5,8394,6,2,0
2121,5,172,7,4,1
2122,5,650,6,2,0
2123,4,5477,4,2,0
2124,4,3498,6,3,0
2125,4,7751,5,4,0
2126,4,8715,6,2,0
2127,4,5268,6,3,0
2128,5,9028,7,4,0
2129,4,9070,6,2,0
2130,5,5800,5,3,0
2131,4,752,7,3,0
2132,5,7189,6,4,1
2133,3,500,3,3,0
2134,5,1264,5,3,1
2135,5,9714,5,3,0
2136,4,1970,5,3,0
2137,4,5540,7,3,0
2138,5,8124,7,4,0
2139,5,4412,7,3,0
2140,4,6214,5,3,0
2141,2,50,2,2,0
2142,4,6725,6,3,0
2143,5,4418,5,4,0
2144,5,1188,6,3,0
2145,4,6686,6,2,0
2146,5,7160,6,2,0
2147,5,126,7,3,0
2148,4,9944,6,2,0
2149,4,3458,6,2,0
2150,5,9447,5,2,0
2151,5,9174,5,3,0
2152,4,7608,5,2,0
2153,5,9425,7,2,0
2154,4,7513,5,2,0
2155,5,9982,6,2,0
2156,4,5084,6,2,0
2157,5,8794,6,2,0
2158,4,5277,6,3,0
2159,5,5421,6,4,0
2160,5,3622,4,2,0
2161,4,6752,5,3,0
2162,4,1381,7,3,0
2163,5,3590,4,3,0
2164,4,4314,6,3,0
2165,5,1111,7,3,0
2166,4,4509,6,1,0
2167,5,9411,4,3,0
2168,4,5245,5,3,0
2169,5,8964,5,4,0
2170,5,180,4,2,0
2171,5,9740,5,3,0
2172,5,8714,5,2,0
2173,4,4780,5,2,0
2174,4,6894,5,2,0
2175,5,2989,7,2,0
2176,4,4741,6,3,0
2177,5,2419,4,2,1
2178,5,9359,5,2,0
2179,4,4794,7,2,0
2180,4,845,4,3,0
2181,5,404,6,3,0
2182,5,9427,5,3,0
2183,5,1499,6,3,0
2184,5,3365,7,5,0
2185,5,9176,6,3,0
2186,4,2636,5,2,0
2187,5,9418,7,3,0
2188,5,1912,6,4,1
2189,4,4586,5,3,0
2190,5,6488,7,2,0
2191,5,708,4,3,1
2192,4,9990,6,2,0
2193,4,5283,4,4,0
2194,4,9745,7,2,0
2195,4,5161,5,3,0
2196,5,9584,7,2,0
2197,5,135,6,3,0
2198,5,5427,5,4,0
2199,5,7852,7,3,0
2200,5,1943,5,3,0
2201,4,1840,5,2,0
2202,5,136,7,2,0
2203,5,19,5,6,1
2204,5,2498,6,3,0
2205,5,4,5,0,0
2206,4,8923,7,2,0
2207,5,3070,7,2,0
2208,5,5449,7,2,0
2209,5,983,5,4,0
2210,4,3363,6,5,0
2211,5,5670,6,2,0
2212,4,5141,6,3,0
2213,5,5663,7,3,0
2214,5,6556,4,2,0
2215,5,2537,4,2,0
2216,4,8142,6,3,0
2217,4,9161,6,3,0
2218,5,2029,7,2,0
2219,5,440,6,2,0
2220,4,1767,6,1,0
2221,4,6521,5,3,0
2222,4,9542,6,2,0
2223,5,1142,5,3,0
2224,4,4064,7,2,0
2225,4,7220,5,3,0
2226,4,2116,6,3,0
2227,5,722,5,3,0
2228,4,7956,4,2,0
2229,4,7224,6,2,0
2230,5,2187,6,3,0
2231,4,9920,7,3,0
2232,5,7994,7,3,0
2233,5,5398,7,2,0
2234,4,7361,7,2,0
2235,4,7935,4,2,0
2236,4,7096,7,3,0
2237,4,9493,5,4,0
2238,5,1999,6,2,0
2239,4,7322,6,2,0
2240,4,1754,4,3,0
2241,5,2295,4,2,0
2242,4,6711,7,3,0
2243,4,4336,6,2,0
2244,2,53,2,2,0
2245,5,731,5,2,0
2246,4,4670,6,2,0
2247,4,6554,7,3,0
2248,4,6871,6,3,0
2249,4,5073,7,3,0
2250,3,563,3,2,0
2251,4,3193,5,3,0
2252,4,8235,5,3,0
2253,5,8436,6,2,0
2254,5,254,6,2,0
2255,4,3800,5,3,0
2256,4,6957,6,3,0
2257,4,8266,6,2,0
2258,5,9103,5,3,0
2259,4,4864,6,2,0
2260,4,6874,7,2,0
2261,4,6979,6,3,0
2262,4,4287,7,2,0
2263,5,2211,4,2,0
2264,4,4774,5,2,0
2265,4,3234,6,4,1
2266,4,8513,6,2,0
2267,4,9345,7,3,0
2268,4,349,6,4,0
2269,4,2881,4,4,0
2270,4,7094,7,2,0
2271,4,1436,6,2,0
2272,4,5960,5,4,0
2273,5,3091,7,2,0
2274,5,1285,6,2,0
2275,5,6500,6,4,1
2276,5,3588,5,3,0
2277,4,377,7,4,0
2278,4,2409,6,3,0
2279,5,9581,6,3,0
2280,5,630,5,2,0
2281,4,7350,7,2,0
2282,5,3326,6,5,0
2283,4,4771,5,4,0
2284,5,7890,7,3,1
2285,5,2279,7,2,0
2286,4,9199,5,2,0
2287,5,9790,7,2,0
2288,4,6141,6,2,0
2289,4,8735,5,3,0
2290,4,4617,7,2,0
2291,4,6564,6,2,0
2292,4,8633,7,3,0
2293,4,5607,6,2,0
2294,5,1649,6,3,0
2295,4,4846,5,3,0
2296,4,3407,6,3,0
2297,4,7254,6,3,0
2298,5,8466,6,2,0
2299,4,8634,5,2,0
2300,5,3691,5,3,0
2301,4,4503,7,1,0
2302,4,4789,7,3,0
2303,4,6154,7,2,0
2304,4,3790,7,3,0
2305,4,1834,4,3,0
2306,5,9460,6,2,0
2307,3,551,3,3,0
2308,4,5260,5,2,0
2309,4,5322,5,2,0
2310,4,6065,7,3,0
2311,4,4832,7,3,0
2312,4,4970,6,3,1
2313,5,603,5,1,0
2314,4,8736,7,3,0
2315,4,4275,4,3,0
2316,4,9777,6,3,0
2317,5,7121,6,2,0
2318,4,7033,7,2,0
2319,5,1982,6,3,0
2320,4,1001,7,5,0
2321,4,7200,7,3,0
2322,5,2192,5,2,0
2323,5,2671,6,3,0
2324,4,8249,7,3,0
2325,5,2348,5,2,0
2326,4,4929,4,3,1
2327,4,2637,5,2,0
2328,4,3805,4,4,0
2329,5,9087,6,2,0
2330,3,532,3,2,0
2331,5,9242,4,3,0
2332,4,9651,6,3,0
2333,4,3788,7,2,0
2334,4,3542,6,3,0
2335,5,7139,7,2,0
2336,4,5542,6,3,0
2337,4,2453,6,3,0
2338,4,9328,4,2,0
2339,3,537,3,1,0
2340,5,9254,5,2,0
2341,4,9701,6,2,0
2342,4,6793,5,3,0
2343,4,7534,6,4,0
2344,4,6837,5,4,0
2345,4,5194,7,4,1
2346,4,7560,7,2,0
2347,5,2753,5,3,0
2348,4,9481,7,2,0
2349,4,6002,7,3,0
2350,4,5873,6,2,0
2351,4,6334,7,4,1
2352,5,7144,5,2,0
2353,4,9426,7,2,0
2354,4,2856,7,3,0
2355,4,8465,5,2,0
2356,4,6409,6,2,0
2357,4,4972,7,4,1
2358,4,6845,4,3,1
2359,5,9877,6,4,0
2360,5,1702,7,4,0
2361,5,1283,4,3,1
2362,5,8697,6,2,0
2363,4,1023,5,4,0
2364,4,6973,7,3,0
2365,4,912,6,3,0
2366,4,6591,6,4,0
2367,4,9215,7,2,0
2368,4,8025,4,1,0
2369,5,244,7,2,0
2370,4,6773,5,3,0
2371,5,2415,7,2,0
2372,5,588,7,2,0
2373,5,1126,7,2,0
2374,4,4011,6,2,0
2375,4,7544,6,3,0
2376,4,2526,6,4,0
2377,4,5538,7,2,0
2378,4,1016,7,3,0
2379,4,5593,6,3,0
2380,4,5235,6,2,0
2381,5,2098,6,3,0
2382,5,1337,5,2,0
2383,5,1492,5,2,0
2384,4,6298,5,3,0
2385,5,2794,6,2,0
2386,4,4480,7,3,0
2387,2,49,2,2,0
2388,5,1096,6,3,0
2389,4,8510,6,3,0
2390,4,4645,6,3,0
2391,5,1956,4,2,0
2392,5,2560,7,1,0
2393,4,8995,7,2,0
2394,5,2342,4,2,0
2395,5,455,4,2,0
2396,5,2281,5,3,0
2397,5,8060,6,1,0
2398,5,2317,5,4,0
2399,5,5660,5,4,0
2400,4,7138,6,2,0
2401,5,3464,6,2,0
2402,4,4053,7,3,0
2403,4,9753,6,3,0
2404,5,8681,5,2,0
2405,4,6127,5,3,0
2406,4,7301,6,3,0
2407,4,2878,5,2,0
2408,5,5651,7,2,0
2409,4,8145,7,3,0
2410,5,962,5,2,0
2411,4,6290,7,3,0
2412,5,1729,5,2,0
2413,4,4607,7,3,0
2414,5,5799,6,4,0
2415,4,4542,6,1,0
2416,4,974,7,2,0
2417,4,3816,5,2,0
2418,4,6961,6,3,0
2419,5,6532,6,2,0
2420,4,352,7,3,0
2421,4,4046,6,3,0
2422,4,4238,5,3,0
2423,5,655,5,2,0
2424,4,2883,5,3,0
2425,3,508,3,3,0
2426,5,8536,7,2,0
2427,5,208,6,3,0
2428,4,9699,5,2,0
2429,5,9379,6,3,0
2430,5,2496,7,3,0
2431,4,5843,7,4,0
2432,5,8883,5,3,0
2433,5,1320,6,2,0
2434,4,5611,7,3,0
2435,4,5868,6,3,0
2436,4,4981,5,3,1
2437,5,1200,7,3,0
2438,4,6350,5,2,0
2439,4,6364,5,2,0
2440,4,1389,6,2,0
2441,4,4202,6,2,0
2442,4,4224,7,3,0
2443,5,5696,7,3,0
2444,4,3249,5,2,0
2445,4,3906,6,2,0
2446,5,4523,5,1,0
2447,4,8724,6,3,0
2448,5,8572,6,4,0
2449,4,8192,5,2,0
2450,4,3484,5,3,0
2451,4,3519,5,4,0
2452,4,9184,5,3,0
2453,4,3546,6,4,0
2454,4,6022,6,3,0
2455,5,1543,6,3,0
2456,5,1721,6,3,0
2457,4,6960,6,2,0
2458,4,5172,7,3,0
2459,4,8870,5,2,0
2460,4,7289,4,3,0
2461,2,42,2,2,0
2462,5,8485,7,3,0
2463,5,8567,5,2,0
2464,4,1818,5,3,0
2465,4,4851,7,3,1
2466,4,6427,7,3,0
2467,4,4366,7,2,0
2468,5,3671,7,3,0
2469,4,7624,5,3,0
2470,4,4385,7,4,0
2471,4,6536,6,3,0
2472,4,4387,5,2,0
2473,4,6605,7,4,0
2474,4,6422,4,2,0
2475,4,7810,6,4,0
2476,5,2454,5,2,0
2477,5,2277,6,2,0
2478,4,4655,4,2,0
2479,5,157,5,2,0
2480,4,827,6,1,0
2481,4,5913,5,2,0
2482,5,9909,7,2,0
2483,4,3817,6,2,0
2484,4,9002,7,3,0
2485,3,555,3,2,0
2486,4,3261,5,2,0
2487,5,5405,5,3,1
2488,5,8050,5,1,0
2489,5,2578,7,2,0
2490,4,4744,5,3,0
2491,4,2124,5,4,0
2492,2,43,2,1,0
2493,4,1800,7,3,0
2494,4,9116,6,2,0
2495,4,4254,6,3,0
2496,4,2504,4,4,0
2497,5,2019,7,4,1
2498,4,5455,7,4,0
2499,4,7472,5,4,0
2500,4,6869,4,3,0
2501,4,6042,6,3,0
2502,4,4009,7,3,0
2503,5,624,7,3,0
2504,4,6074,5,3,0
2505,4,7587,7,3,0
2506,4,6191,5,4,0
2507,4,5940,6,2,0
2508,5,9247,6,3,0
2509,4,4018,4,1,0
2510,4,769,7,2,0
2511,4,3453,6,3,0
2512,4,9331,5,2,0
2513,4,8162,7,3,0
2514,4,7463,4,2,0
2515,5,8830,4,2,0
2516,5,305,7,3,1
2517,5,9303,5,2,0
2518,5,2426,7,2,0
2519,4,6677,5,4,0
2520,4,4048,5,2,0
2521,4,6107,6,3,0
2522,5,9050,7,3,0
2523,4,9332,5,2,0
2524,5,1662,6,3,0
2525,4,7193,7,3,0
2526,5,3710,5,4,1
2527,5,4530,7,1,0
2528,5,707,5,3,0
2529,4,8949,7,3,0
2530,4,6675,7,3,0
2531,5,8941,4,2,0
2532,5,8010,5,3,0
2533,5,1144,6,3,0
2534,5,2814,7,4,0
2535,4,6323,5,2,0
2536,4,7509,6,3,0
2537,4,1443,5,2,0
2538,4,4768,6,3,0
2539,4,5970,5,3,0
2540,4,1777,6,3,0
2541,5,169,6,2,0
2542,4,2944,7,2,0
2543,4,6138,6,3,0
2544,5,9691,6,2,0
2545,5,3689,6,2,0
2546,4,9159,4,2,0
2547,5,2663,5,3,1
2548,4,9998,6,2,0
2549,4,4219,7,3,0
2550,5,166,6,3,1
2551,4,4909,7,2,0
2552,5,1915,6,3,1
2553,5,5350,6,3,0
2554,4,7140,7,2,0
2555,5,8544,6,2,0
2556,5,7991,6,2,0
2557,4,7522,5,3,0
2558,4,7218,5,3,0
2559,5,8479,6,2,0
2560,4,8308,7,3,0
2561,3,511,3,4,0
2562,4,4784,5,2,0
2563,5,5750,7,4,0
2564,5,9329,5,2,0
2565,4,6114,7,2,0
2566,4,9121,5,3,0
2567,3,521,3,2,0
2568,4,3811,6,3,0
2569,4,9571,6,2,0
2570,4,7457,7,3,0
2571,4,6587,7,3,0
2572,4,4218,7,3,0
2573,4,2047,4,3,0
2574,4,2157,4,1,0
2575,4,3197,5,3,1
2576,4,8587,7,2,0
2577,4,4512,4,1,0
2578,4,7197,5,3,0
2579,5,4539,5,1,0
2580,4,4769,6,2,0
2581,4,6595,7,2,0
2582,4,1380,4,3,0
2583,4,7368,4,3,0
2584,5,8488,7,2,0
2585,4,6051,6,2,0
2586,4,1830,6,3,0
2587,4,5117,6,3,0
2588,4,5273,7,3,0
2589,5,898,4,4,1
2590,5,998,7,2,0
2591,4,3846,5,4,0
2592,5,2758,6,2,0
2593,4,4702,6,3,0
2594,4,7352,7,3,0
2595,5,8410,5,2,0
2596,4,9761,5,4,0
2597,5,4398,7,1,0
2598,4,6684,5,2,0
2599,5,9666,7,2,0
2600,4,6036,6,3,0
2601,4,7796,6,2,0
2602,5,226,7,2,0
2603,5,2043,5,2,0
2604,4,9810,7,2,0
2605,4,5614,6,2,0
2606,5,286,7,2,0
2607,4,8689,6,2,0
2608,4,5531,7,3,0
2609,5,877,4,4,0
2610,4,6989,4,3,0
2611,5,8341,6,3,0
2612,4,4110,5,3,0
2613,4,5500,6,2,0
2614,5,396,5,3,0
2615,4,3960,5,3,0
2616,4,8184,4,3,0
2617,4,4865,7,2,0
2618,5,5919,6,3,0
2619,5,2181,5,3,0
2620,4,3313,6,5,0
2621,4,6287,6,3,0
2622,5,317,6,2,1
2623,5,3402,6,3,0
2624,5,1305,5,4,1
2625,5,1336,6,3,1
2626,4,6081,4,3,0
2627,5,746,6,2,0
2628,5,7206,7,2,0
2629,5,9412,6,3,0
2630,5,9253,7,3,0
2631,4,9385,7,2,0
2632,4,2871,5,3,0
2633,4,5291,4,4,0
2634,4,4973,5,2,0
2635,5,2383,6,2,0
2636,4,6692,5,2,0
2637,4,4286,6,2,0
2638,4,3182,5,2,0
2639,5,9984,4,2,0
2640,4,3321,7,5,0
2641,4,7504,4,3,0
2642,4,1434,5,3,0
2643,4,6059,5,4,0
2644,5,616,7,3,0
2645,4,4237,6,3,1
2646,5,1298,4,3,0
2647,5,281,7,1,0
2648,4,7727,7,2,0
2649,4,5325,5,3,0
2650,5,1550,5,2,0
2651,4,2900,5,4,0
2652,5,9669,4,3,0
2653,5,9959,7,3,0
2654,4,5469,4,4,0
2655,5,2631,4,3,1
2656,4,4113,7,3,0
2657,4,4400,5,1,0
2658,4,3282,6,5,0
2659,5,1950,6,3,0
2660,5,5429,7,4,0
2661,5,1604,5,2,0
2662,4,8799,7,3,0
2663,4,6435,5,3,0
2664,4,9539,5,2,0
2665,5,1247,6,3,0
2666,4,3228,5,2,0
2667,4,8324,5,2,0
2668,4,9455,4,3,0
2669,4,6228,6,3,0
2670,4,6142,6,2,0
2671,4,9765,6,3,0
2672,4,8252,7,2,0
2673,4,3128,5,4,1
2674,4,7614,6,4,0
2675,4,5132,7,2,0
2676,5,5705,6,3,0
2677,5,215,5,1,0
2678,4,8921,5,2,0
2679,4,357,5,3,0
2680,4,7226,7,2,0
2681,5,102,6,4,0
2682,3,541,3,2,0
2683,5,3597,7,2,0
2684,4,5053,7,2,0
2685,4,2120,5,2,0
2686,4,3183,6,2,0
2687,5,2223,7,2,0
2688,4,6722,6,4,0
2689,4,2092,5,4,0
2690,4,4448,6,2,0
2691,5,677,5,2,0
2692,4,4328,5,3,0
2693,5,7893,7,4,0
2694,4,4359,6,2,0
2695,4,5142,5,3,0
2696,4,6736,7,3,0
2697,5,9151,5,3,0
2698,5,2779,4,3,0
2699,5,110,7,2,0
2700,4,6135,4,2,0
2701,5,9647,4,3,0
2702,4,5870,6,4,0
2703,4,9470,7,3,0
2704,5,683,7,2,0
2705,5,2863,4,3,0
2706,5,427,5,2,0
2707,5,2683,6,2,0
2708,5,5637,7,3,0
2709,3,566,3,2,0
2710,4,9628,7,2,0
2711,5,2634,5,3,1
2712,2,37,2,2,0
2713,5,956,6,2,0
2714,5,1202,6,2,0
2715,5,9993,4,2,0
2716,4,3489,7,4,1
2717,5,1598,5,3,0
2718,5,185,7,2,0
2719,4,5001,5,3,1
2720,4,6240,7,2,0
2721,4,7184,7,3,0
2722,5,2764,7,4,0
2723,4,7733,6,2,0
2724,5,1307,5,3,1
2725,4,5615,7,2,0
2726,5,441,7,2,0
2727,4,3797,6,4,0
2728,4,5224,4,3,0
2729,4,6255,6,4,0
2730,4,1369,7,2,0
2731,5,3058,4,2,0
2732,5,2512,7,4,1
2733,4,6738,7,3,0
2734,4,6139,5,2,0
2735,5,2585,5,2,0
2736,5,5897,7,3,0
2737,5,1742,6,2,0
2738,4,6495,7,4,0
2739,4,8444,5,3,0
2740,4,7255,5,4,0
2741,5,1487,6,3,0
2742,5,297,5,2,0
2743,5,1287,5,4,0
2744,5,2614,4,3,0
2745,4,8273,5,3,0
2746,4,6926,6,4,0
2747,4,9025,7,2,0
2748,4,3159,5,3,0
2749,4,782,7,2,0
2750,4,8665,7,2,0
2751,4,4765,5,3,0
2752,5,1959,6,3,1
2753,4,8303,6,2,0
2754,4,3378,6,4,0
2755,5,9429,7,3,0
2756,5,5809,7,3,0
2757,5,8365,5,3,0
2758,4,3547,5,3,0
2759,4,4718,5,3,0
2760,5,159,4,1,0
2761,5,580,5,2,0
2762,5,2442,5,3,0
2763,4,2920,7,2,0
2764,4,5176,5,3,1
2765,4,7045,7,3,0
2766,4,4693,5,2,0
2767,4,3908,6,3,0
2768,4,1045,7,3,0
2769,4,4517,5,1,0
2770,4,7786,7,3,0
2771,4,6455,6,3,0
2772,4,8984,5,2,0
2773,5,8455,6,4,0
2774,4,3564,6,2,0
2775,4,9814,6,3,0
2776,5,8710,7,2,0
2777,4,961,7,3,0
2778,4,6908,5,3,0
2779,4,6084,5,3,0
2780,4,5588,7,3,0
2781,4,8782,7,3,0
2782,5,2077,7,2,0
2783,5,9762,5,3,0
2784,4,9899,7,2,0
2785,4,6788,5,3,0
2786,4,6987,7,3,0
2787,4,9919,7,4,0
2788,5,5379,7,3,0
2789,4,5966,7,4,0
2790,4,2256,6,3,0
2791,4,7056,5,2,0
2792,4,5578,5,2,0
2793,5,2712,5,3,0
2794,5,1103,7,3,0
2795,4,6526,6,3,0
2796,5,979,7,3,0
2797,4,7782,5,3,0
2798,4,7308,6,3,0
2799,4,4726,5,3,0
2800,5,9530,4,3,1
2801,5,279,5,1,0
2802,4,8309,5,2,0
2803,4,9804,5,2,0
2804,4,6199,5,3,0
2805,4,933,7,3,0
2806,4,3955,5,2,0
2807,4,3199,6,2,0
2808,5,7926,5,4,1
2809,5,8925,5,2,0
2810,4,7011,7,2,0
2811,4,7572,6,2,0
2812,5,1596,7,3,0
2813,5,5878,5,3,0
2814,5,1206,5,2,0
2815,5,2041,5,4,1
2816,5,2827,6,4,1
2817,5,2450,6,3,0
2818,5,8562,4,3,0
2819,4,6892,5,3,0
2820,4,2057,6,4,1
2821,4,6275,5,3,0
2822,5,9870,5,2,0
2823,5,5440,7,2,0
2824,4,4931,5,2,0
2825,4,6652,4,2,0
2826,4,5525,6,3,0
2827,5,7980,6,3,1
2828,4,3905,5,2,0
2829,5,607,5,3,0
2830,5,1992,4,3,1
2831,4,7776,6,4,0
2832,5,1302,5,3,0
2833,5,2823,5,2,0
2834,4,1374,4,2,0
2835,4,3786,5,2,0
2836,4,6756,6,4,0
2837,5,406,6,4,1
2838,5,5709,5,2,0
2839,4,8236,6,2,0
2840,5,9113,6,2,0
2841,4,4764,7,2,0
2842,5,872,5,2,0
2843,4,7027,7,3,0
2844,5,3333,5,5,1
2845,5,170,7,2,0
2846,4,2593,6,3,0
2847,5,9692,7,2,0
2848,4,8907,6,3,0
2849,4,6683,6,3,0
2850,5,8642,7,2,0
2851,5,9732,5,2,0
2852,4,4077,4,2,0
2853,5,1295,6,4,1
2854,4,7058,7,2,0
2855,4,3933,7,3,0
2856,4,5566,7,2,0
2857,4,7097,7,3,0
2858,5,448,7,3,0
2859,5,8362,5,3,0
2860,4,1819,7,3,0
2861,5,9170,7,2,0
2862,4,4524,6,1,0
2863,4,7680,6,2,0
2864,4,2873,5,2,0
2865,4,6570,7,3,0
2866,4,3779,5,2,0
2867,4,7765,4,4,0
2868,5,678,7,2,0
2869,4,5052,6,2,0
2870,4,6443,6,2,0
2871,4,6205,7,2,0
2872,4,9650,5,3,0
2873,4,2870,6,3,0
2874,4,2104,7,3,0
2875,4,4152,6,3,0
2876,4,5487,7,2,0
2877,5,5946,7,3,0
2878,4,5093,5,2,0
2879,4,7612,5,3,0
2880,4,3207,7,2,0
2881,4,9169,6,2,0
2882,4,7213,5,3,0
2883,4,4483,4,2,0
2884,4,8002,5,2,0
2885,5,153,7,2,0
2886,4,3362,7,5,0
2887,4,4848,5,3,0
2888,4,796,7,2,0
2889,5,9029,5,3,0
2890,5,177,5,3,0
2891,1,14,1,1,0
2892,5,231,4,2,0
2893,4,806,7,3,0
2894,5,1685,6,3,0
2895,4,3264,7,5,1
2896,4,1391,7,2,0
2897,5,2481,5,3,1
2898,4,8660,5,2,0
2899,4,7541,5,3,0
2900,4,3125,5,2,0
2901,5,196,6,2,1
2902,4,6774,4,4,0
2903,4,7506,4,2,0
2904,5,8966,4,4,0
2905,5,128,5,4,0
2906,5,8931,5,3,0
2907,4,5097,6,3,0
2908,4,7342,5,3,0
2909,4,7176,5,2,0
2910,5,168,5,2,0
2911,4,854,7,2,0
2912,4,3499,7,3,0
2913,4,7514,5,2,0
2914,4,6007,7,3,0
2915,5,9451,4,2,0
2916,5,8456,5,4,0
2917,4,4129,5,3,0
2918,5,9974,7,2,0
2919,5,3598,5,3,0
2920,5,2673,5,2,0
2921,5,2650,5,2,0
2922,4,7592,7,2,0
2923,4,6361,6,3,0
2924,4,394,6,4,0
2925,2,38,2,1,0
2926,4,4066,5,3,0
2927,4,6705,7,3,0
2928,4,4451,7,1,0
2929,4,8671,6,3,0
2930,4,9350,7,2,0
2931,4,2643,7,2,0
2932,4,9782,6,2,0
2933,4,4421,7,1,0
2934,4,9986,5,3,0
2935,4,7237,5,2,0
2936,4,1772,5,4,0
2937,4,7282,5,3,0
2938,5,5431,5,3,0
2939,3,539,3,1,0
2940,4,8946,6,2,0
2941,5,876,4,5,1
2942,5,5833,7,2,0
2943,4,966,5,2,0
2944,5,8442,6,3,0
2945,4,9366,6,3,0
2946,5,2463,5,4,1
2947,5,3056,6,3,1
2948,4,5071,5,4,0
2949,4,7178,6,2,0
2950,4,3558,6,4,0
2951,5,8034,5,1,0
2952,4,3916,6,2,0
2953,4,9003,7,3,0
2954,4,5846,7,4,0
2955,5,1581,4,2,0
2956,4,4111,5,3,0
2957,4,9615,5,3,0
2958,4,9266,4,4,0
2959,5,711,6,2,0
2960,4,7375,4,3,0
2961,5,3479,7,2,0
2962,4,1789,7,4,1
2963,4,6785,7,4,0
2964,5,5388,7,3,0
2965,4,76,6,1,0
2966,4,6912,7,3,0
2967,5,5626,5,3,0
2968,3,513,3,2,0
2969,5,5852,6,3,0
2970,5,9354,7,3,0
2971,4,9778,5,3,0
2972,4,7774,5,3,0
2973,5,8438,7,2,0
2974,5,7977,5,3,0
2975,5,8340,5,3,0
2976,4,4694,6,2,0
2977,4,8640,5,2,0
2978,5,2570,6,3,0
2979,5,717,7,3,0
2980,4,5145,7,2,0
2981,4,4641,6,3,0
2982,5,459,7,2,0
2983,4,3553,6,2,0
2984,4,7523,5,3,0
2985,5,2267,7,3,0
2986,4,338,5,2,0
2987,4,5606,6,3,0
2988,4,6582,5,2,0
2989,4,6861,6,3,0
2990,4,7551,5,2,0
2991,4,3256,5,2,0
2992,4,6053,7,2,0
2993,4,3954,6,3,0
2994,4,5028,6,3,0
2995,5,1179,5,3,0
2996,4,4501,5,1,0
2997,4,5483,5,2,0
2998,5,2572,5,2,0
2999,4,3881,7,3,0
3000,4,5156,7,3,0
3001,4,7044,7,2,0
3002,4,2328,5,2,0
3003,5,5394,5,2,0
3004,4,5975,5,2,0
3005,5,9219,7,4,0
3006,5,475,7,2,0
3007,4,6025,7,2,0
3008,4,6514,7,2,0
3009,5,3699,5,2,0
3010,4,3352,5,5,0
3011,4,2261,7,2,0
3012,4,23,5,6,1
3013,4,3471,6,2,0
3014,4,3406,7,3,0
3015,4,9496,5,3,0
3016,5,447,7,3,0
3017,4,4266,6,4,1
3018,4,1787,5,4,1
3019,4,7053,4,3,0
3020,4,6206,6,3,0
3021,4,6315,7,3,0
3022,4,5507,7,3,0
3023,4,4946,6,2,0
3024,4,9896,7,3,0
3025,4,7979,4,2,0
3026,5,8493,5,3,0
3027,5,1175,6,2,0
3028,4,5011,6,3,0
3029,4,9746,4,3,0
3030,5,1994,6,3,0
3031,5,8586,7,2,0
3032,5,3709,7,2,0
3033,5,981,6,2,0
3034,4,7503,7,3,0
3035,5,5827,5,3,0
3036,4,5592,7,3,0
3037,4,6338,5,3,0
3038,5,2400,5,2,0
3039,5,941,4,3,0
3040,4,4797,5,3,0
3041,4,5100,7,3,0
3042,4,3174,7,2,0
3043,5,8519,5,3,0
3044,5,1519,6,3,0
3045,5,2606,7,2,0
3046,4,7783,6,3,0
3047,4,8156,6,3,0
3048,4,9507,6,3,0
3049,4,8437,6,2,0
3050,4,4908,6,2,0
3051,5,9808,7,2,0
3052,5,2377,6,3,0
3053,4,3524,6,3,0
3054,4,7386,4,3,0
3055,4,8311,7,2,0
3056,4,5044,4,3,0
3057,4,4713,4,3,0
3058,5,698,5,3,0
3059,5,5360,5,2,0
3060,5,8706,5,2,0
3061,5,602,4,1,0
3062,4,4984,7,2,0
3063,4,6319,6,3,0
3064,4,2470,5,2,0
3065,4,1459,6,3,0
3066,4,9522,6,2,0
3067,5,8327,7,4,0
3068,4,7214,5,4,0
3069,4,8298,7,3,0
3070,4,8846,5,2,0
3071,4,9336,6,2,0
