id,type_id,rarity,skin_id,total_traits,total_hidden_traits
1063,4,8734,7,3,0
1064,4,7791,5,2,0
1065,4,6078,6,2,0
1066,5,8834,6,2,0
1067,4,8293,5,2,0
1068,4,6043,4,3,0
1069,4,1856,7,2,0
1070,4,8029,6,1,0
1071,5,750,7,2,1
1072,5,9848,5,2,0
1073,4,6123,6,3,0
1074,5,8505,7,3,0
1075,4,1404,6,2,0
1076,4,6164,5,4,0
1077,5,2222,7,2,0
1078,4,6667,6,2,0
1079,4,4897,7,2,0
1080,4,3216,5,1,0
1081,4,4958,6,2,0
1082,5,5679,6,3,0
1083,5,1586,4,1,0
1084,5,1583,7,3,1
1085,4,7574,7,2,0
1086,4,9000,6,3,0
1087,5,1137,5,1,0
1088,5,9437,4,2,0
1089,4,4130,5,3,0
1090,4,6204,6,2,0
1091,5,9286,5,2,0
1092,4,2219,5,2,0
1093,5,862,4,3,0
1094,4,355,7,4,0
1095,4,4831,6,3,0
1096,4,6482,6,3,0
1097,5,9034,6,2,0
1098,4,9414,6,3,0
1099,4,9996,5,2,0
1100,4,826,5,1,0
1101,4,1934,6,3,0
1102,4,5603,6,3,0
1103,5,2728,6,4,0
1104,4,7818,7,2,0
1105,4,7183,5,3,0
1106,4,3410,6,3,0
1107,4,6343,5,3,0
1108,5,9055,4,2,0
1109,4,4852,5,2,0
1110,4,8283,5,2,0
1111,5,5412,7,4,1
1112,4,2927,6,3,0
1113,4,9903,4,2,0
1114,4,5096,4,4,0
1115,4,3157,7,2,0
1116,5,1335,7,2,0
1117,4,1454,5,2,0
1118,4,9128,7,3,0
1119,4,4220,4,2,0
1120,3,526,3,3,0
1121,5,9583,6,2,0
1122,4,9213,7,2,0
1123,4,8272,7,2,0
1124,5,1489,7,3,0
1125,4,5558,7,4,0
1126,4,9928,5,2,0
1127,4,6162,7,3,0
1128,4,1750,5,2,0
1129,4,9374,6,2,0
1130,4,3139,5,3,0
1131,5,3080,5,2,0
1132,4,4781,6,2,0
1133,4,9538,5,2,0
1134,4,5304,6,2,0
1135,4,7333,6,3,0
1136,4,3420,6,3,0
1137,4,7654,6,4,0
1138,4,8982,6,3,0
1139,5,9673,6,3,0
1140,5,3046,7,4,0
1141,5,1327,5,3,1
1142,5,9337,7,2,0
1143,5,3717,7,2,0
1144,4,5173,5,2,0
1145,4,7610,7,2,0
1146,4,8241,5,2,0
1147,4,9089,6,2,0
1148,4,6330,7,2,0
1149,5,1631,7,3,0
1150,5,9058,6,2,0
1151,5,2836,6,2,0
1152,5,8054,7,1,0
1153,4,3229,6,2,0
1154,4,6707,6,3,0
1155,4,3132,6,2,0
1156,4,6063,5,3,0
1157,5,1329,7,2,0
1158,5,4522,7,1,0
1159,5,8800,5,2,0
1160,5,1698,7,2,0
1161,4,8263,5,3,0
1162,5,9681,7,2,0
1163,5,398,6,4,0
1164,5,671,6,3,0
1165,4,4753,7,2,0
1166,5,5879,7,3,0
1167,4,3837,5,2,0
1168,4,4061,6,2,0
1169,4,1973,7,2,0
1170,5,9576,6,2,0
1171,4,5979,7,2,0
1172,4,5234,6,2,0
1173,4,4739,5,4,0
1174,5,8534,6,2,0
1175,5,7899,4,2,0
1176,4,7468,6,2,0
1177,5,5914,6,2,0
1178,4,4890,5,2,0
1179,4,7849,7,2,0
1180,4,8975,7,2,0
1181,4,7719,7,2,0
1182,4,7770,6,3,0
1183,4,4904,5,3,0
1184,4,3269,4,5,0
1185,4,8801,5,2,0
1186,4,5450,6,4,0
1187,5,5442,7,4,0
1188,5,2852,4,2,0
1189,4,6288,7,3,0
1190,4,963,5,2,0
1191,3,510,3,4,0
1192,4,6092,6,2,0
1193,4,3196,4,3,1
1194,4,904,7,4,0
1195,4,7321,5,2,0
1196,4,8610,6,2,0
1197,5,8366,4,3,0
1198,5,1136,4,1,0
1199,5,2441,6,4,0
1200,5,3624,7,3,1
1201,5,4520,5,1,0
1202,4,6820,6,2,0
1203,4,1845,6,2,0
1204,4,1862,4,3,0
1205,5,651,7,2,0
1206,5,8836,7,2,0
1207,5,2386,7,2,0
1208,4,3787,6,2,0
1209,4,8111,4,1,0
1210,5,7955,4,2,0
1211,5,1501,6,4,0
1212,4,4222,5,2,0
1213,5,5803,5,2,0
1214,4,6465,6,2,0
1215,5,2229,7,3,0
1216,4,8709,6,2,0
1217,4,3217,6,1,0
1218,5,9973,6,2,0
1219,4,8103,4,1,0
1220,4,4953,6,2,0
1221,5,741,6,2,0
1222,4,1431,6,1,0
1223,4,1835,4,4,0
1224,4,5517,6,2,0
1225,5,5348,7,3,0
1226,5,1692,4,3,1
1227,4,3574,5,4,0
1228,5,1712,5,3,0
1229,4,3775,7,3,0
1230,4,2543,6,2,0
1231,4,7982,5,2,0
1232,4,5962,6,4,0
1233,5,605,7,1,0
1234,5,5904,6,3,0
1235,5,5710,6,2,0
1236,4,7288,5,4,0
1237,4,7717,6,2,0
1238,5,604,6,1,0
1239,4,7530,6,2,0
1240,4,4763,7,2,0
1241,4,6531,5,2,0
1242,4,7219,4,2,0
1243,4,8170,7,2,0
1244,5,1515,6,2,0
1245,4,3259,7,2,0
1246,5,1141,7,4,0
1247,5,3078,5,4,1
1248,5,8343,4,3,0
1249,5,9333,6,2,0
1250,5,9246,7,4,0
1251,4,4920,7,4,0
1252,5,2315,6,3,0
1253,4,6559,7,3,0
1254,5,2373,4,3,1
1255,4,8389,5,3,0
1256,5,8933,6,2,0
1257,4,7524,6,3,0
1258,4,7480,5,3,0
1259,4,8189,7,3,0
1260,4,5020,7,4,0
1261,5,1065,4,4,0
1262,5,2194,6,2,0
1263,4,3187,7,3,1
1264,4,7057,6,2,0
1265,5,2803,4,2,0
1266,5,3015,5,4,1
1267,4,4307,7,2,0
1268,5,5361,6,2,0
1269,5,2706,6,2,0
1270,4,4619,5,3,0
1271,4,8733,6,3,0
1272,4,890,6,5,1
1273,5,3654,7,2,0
1274,5,3109,6,2,0
1275,4,836,7,3,0
1276,4,6203,5,2,0
1277,5,5419,5,3,0
1278,5,9299,5,3,0
1279,4,6831,4,2,0
1280,4,4078,5,2,0
1281,4,4145,5,3,0
1282,4,9725,5,2,0
1283,4,7806,6,2,0
1284,4,5462,6,4,0
1285,4,6638,6,3,0
1286,4,800,6,4,0
1287,4,9867,7,2,0
1288,4,2932,4,2,0
1289,4,4699,7,2,0
1290,5,3047,5,3,0
1291,4,5977,6,2,0
1292,5,9415,7,3,0
1293,4,7759,7,3,0
1294,5,1538,7,3,0
1295,4,3763,6,3,0
1296,5,8571,5,4,0
1297,5,8557,5,3,1
1298,4,8269,5,3,0
1299,4,4588,6,2,0
1300,5,5403,5,3,0
1301,4,7748,7,3,0
1302,4,8835,6,2,0
1303,5,8618,5,2,0
1304,4,1360,7,3,1
1305,4,7294,4,3,0
1306,4,3884,7,2,0
1307,4,9871,5,2,0
1308,4,9819,6,2,0
1309,4,3184,7,2,0
1310,4,6200,6,3,0
1311,4,5944,5,3,0
1312,5,973,7,3,0
1313,4,7430,6,3,0
1314,5,9588,6,2,0
1315,4,7202,7,3,0
1316,5,8106,6,1,0
1317,4,5138,6,2,0
1318,4,3982,5,3,0
1319,5,2725,5,3,0
1320,4,6349,5,2,0
1321,4,3169,7,4,1
1322,4,7488,6,2,0
1323,4,7577,5,3,0
1324,4,9567,4,2,0
1325,4,9382,7,3,0
1326,4,9404,5,2,0
1327,4,6322,5,2,0
1328,4,3794,5,2,0
1329,5,2306,6,2,0
1330,5,1164,7,3,0
1331,4,4020,6,1,0
1332,4,6941,7,2,0
1333,5,8832,5,2,0
1334,5,1216,7,3,0
1335,4,9090,6,2,0
1336,4,8169,6,2,0
1337,4,6062,6,3,0
1338,4,5623,6,2,0
1339,4,4284,5,2,0
1340,5,5816,5,3,0
1341,5,8370,6,2,0
1342,5,1668,5,2,0
1343,5,9685,7,3,0
1344,4,9592,5,2,0
1345,4,6709,6,2,0
1346,5,8573,5,3,0
1347,5,1541,5,3,0
1348,4,7328,6,2,0
1349,4,6282,6,4,0
1350,4,6700,6,2,0
1351,5,9829,7,2,0
1352,4,2902,7,4,0
1353,5,2301,5,2,0
1354,4,8783,5,2,0
1355,5,625,7,2,0
1356,5,2159,5,1,0
1357,4,7205,6,2,0
1358,5,2597,7,4,0
1359,4,3266,4,5,0
1360,4,4315,5,2,0
1361,4,9866,6,2,0
1362,4,6462,5,2,0
1363,4,976,7,2,0
1364,4,922,6,4,0
1365,5,745,5,2,0
1366,4,6947,6,3,0
1367,4,9363,4,4,0
1368,5,451,5,3,0
1369,4,6811,7,4,0
1370,5,8499,7,2,0
1371,4,5456,6,4,0
1372,5,204,4,2,0
1373,5,3067,5,2,0
1374,4,9358,6,3,0
1375,3,550,3,3,0
1376,4,7462,7,3,0
1377,4,6527,5,3,0
1378,5,9293,6,3,0
1379,4,6238,5,2,0
1380,5,5346,6,3,0
1381,4,4380,7,4,0
1382,4,6103,5,2,0
1383,5,4200,5,4,0
1384,4,9486,4,2,0
1385,4,9324,6,2,0
1386,4,7229,6,3,0
1387,5,3585,6,3,0
1388,4,9468,6,2,0
1389,5,2835,5,2,0
1390,5,1579,6,3,0
1391,5,1995,7,3,1
1392,4,4092,5,3,0
1393,5,9768,6,2,0
1394,4,3526,5,4,0
1395,4,7828,7,2,0
1396,4,6463,5,2,0
1397,4,3456,7,3,0
1398,4,6576,5,3,0
1399,4,977,7,3,0
1400,5,9561,7,3,1
1401,4,6120,6,4,1
1402,4,6940,5,2,0
1403,4,8490,6,3,0
1404,4,8316,5,2,0
1405,4,5485,6,2,0
1406,4,8528,7,3,0
1407,4,4616,6,2,0
1408,4,3563,5,2,0
1409,4,9237,6,2,0
1410,4,4080,7,2,0
1411,5,9259,7,2,0
1412,5,2276,6,2,0
1413,4,6174,6,3,0
1414,5,9428,5,3,0
1415,5,2215,6,3,1
1416,5,8131,5,3,0
1417,4,9836,6,3,0
1418,5,9766,5,2,0
1419,5,9376,4,3,0
1420,4,9398,4,2,0
1421,5,1983,7,3,0
1422,4,3250,6,2,0
1423,4,4922,6,3,0
1424,4,8285,6,2,0
1425,4,7272,7,4,0
1426,4,1930,7,3,0
1427,5,3578,4,2,0
1428,5,9989,6,2,0
1429,5,1154,6,2,0
1430,4,5249,5,2,0
1431,4,6133,5,4,0
1432,4,6293,5,3,0
1433,4,7555,6,2,0
1434,5,148,7,2,0
1435,5,1630,5,3,1
1436,4,7664,7,4,0
1437,4,9272,5,2,0
1438,4,7339,6,2,0
1439,5,162,7,1,0
1440,4,6339,7,4,0
1441,4,8711,7,2,0
1442,5,7167,5,4,1
1443,5,7130,5,3,1
1444,4,8121,7,2,0
1445,5,9887,7,2,0
1446,4,5085,7,2,0
1447,5,649,5,2,0
1448,4,4799,4,4,0
1449,4,7833,6,3,0
1450,5,9926,5,2,0
1451,5,6438,7,3,0
1452,4,9884,6,3,0
1453,5,9957,7,4,0
1454,5,2204,7,3,0
1455,5,2424,6,2,0
1456,5,1643,7,4,0
1457,4,8690,7,2,0
1458,5,9155,6,3,0
1459,4,7823,5,3,0
1460,4,6523,5,3,0
1461,4,6533,6,2,0
1462,5,2793,5,2,0
1463,4,1824,4,4,0
1464,4,9311,5,3,0
1465,4,7582,6,2,0
1466,4,8990,7,3,0
1467,4,8454,7,2,0
1468,5,5805,7,2,0
1469,5,2692,6,2,0
1470,4,7760,5,3,0
1471,5,454,6,3,0
1472,5,5632,5,2,0
1473,4,4896,6,2,0
1474,4,6242,5,3,0
1475,4,3424,7,3,0
1476,5,7968,7,3,1
1477,5,3018,5,3,1
1478,5,2822,7,3,1
1479,3,556,3,2,0
1480,5,7941,6,2,0
1481,4,6175,6,3,0
1482,4,1070,6,2,0
1483,4,9319,5,2,0
1484,4,770,4,3,0
1485,4,4812,6,3,1
1486,5,5341,5,3,0
1487,4,7710,7,3,0
1488,5,9433,7,2,0
1489,4,6327,6,2,0
1490,5,1328,6,3,1
1491,4,8129,7,3,0
1492,5,2483,7,3,0
1493,4,1762,6,3,0
1494,5,1896,5,5,0
1495,5,1288,7,3,0
1496,5,3105,6,2,0
1497,5,402,7,2,0
1498,4,8869,7,3,0
1499,5,8756,5,3,0
1500,4,951,6,2,0
1501,5,9306,6,2,0
1502,4,4050,7,2,0
1503,4,7092,6,2,0
1504,4,8625,5,3,0
1505,5,5789,7,4,1
1506,4,7945,5,3,0
1507,4,3501,5,3,1
1508,4,1354,5,3,0
1509,5,133,6,4,0
1510,4,6149,7,3,0
1511,4,6368,6,2,0
1512,4,7349,6,2,0
1513,5,9271,5,2,0
1514,5,461,6,4,0
1515,5,719,5,3,0
1516,4,5057,7,3,0
1517,4,8922,6,2,0
1518,4,8264,7,3,0
1519,4,6646,5,3,0
1520,4,8095,4,1,0
1521,5,3543,6,3,0
1522,4,6643,6,2,0
1523,4,3201,6,3,0
1524,5,581,7,2,0
1525,4,9467,5,2,0
1526,4,6966,4,3,0
1527,3,487,3,3,0
1528,5,2335,5,3,0
1529,4,5010,5,3,0
1530,5,2134,4,2,0
1531,4,8842,4,2,0
1532,4,7797,7,2,0
1533,4,9238,6,2,0
1534,4,8704,7,2,0
1535,4,5869,7,3,0
1536,5,3055,5,3,1
1537,4,361,7,3,0
1538,4,2160,5,1,0
1539,4,6609,6,3,0
1540,4,9118,7,2,0
1541,4,8940,7,2,0
1542,4,6597,6,3,0
1543,4,6464,5,2,0
1544,4,7091,5,2,0
1545,5,2010,5,4,1
1546,5,9406,6,2,0
1547,4,5494,6,3,0
1548,5,106,5,2,0
1549,5,9281,5,3,0
1550,4,4709,7,1,0
1551,5,8927,7,2,0
1552,4,7598,6,2,0
1553,5,3061,7,2,0
1554,4,7824,6,3,0
1555,5,3631,7,3,0
1556,4,3813,7,2,0
1557,5,640,5,3,0
1558,4,7694,7,2,0
1559,4,4445,5,1,0
1560,4,2559,6,1,0
1561,4,4364,5,2,0
1562,5,2670,5,4,0
1563,4,4500,7,1,0
1564,5,3041,7,3,1
1565,4,3572,5,2,0
1566,4,5597,6,2,0
1567,5,7846,7,3,0
1568,4,7079,7,3,0
1569,4,4858,5,3,0
1570,5,9041,6,3,0
1571,4,7677,5,3,0
1572,4,4589,7,2,0
1573,4,7650,5,3,0
1574,5,8790,4,2,0
1575,4,6328,6,2,0
1576,4,7207,7,3,0
1577,4,4942,7,2,0
1578,4,2533,5,2,0
1579,5,992,7,4,0
1580,5,211,4,2,0
1581,4,7904,5,3,0
1582,4,7744,5,2,0
1583,5,8004,7,2,0
1584,5,2837,7,2,0
1585,4,1972,5,2,0
1586,4,5220,6,3,0
1587,4,8767,6,2,0
1588,5,6563,6,2,0
1589,5,3673,6,2,0
1590,4,3795,7,2,0
1591,4,2083,7,3,0
1592,5,8065,4,1,0
1593,4,9023,6,2,0
1594,5,2387,7,2,0
1595,4,7303,6,2,0
1596,5,1621,5,2,0
1597,5,1123,6,3,0
1598,4,7346,4,2,0
1599,5,3606,5,4,1
1600,5,8522,6,4,0
1601,4,1883,5,3,0
1602,4,8857,7,2,0
1603,4,7305,5,3,0
1604,5,202,6,2,0
1605,5,9546,7,3,0
1606,4,3319,5,5,0
1607,4,3284,6,5,0
1608,4,5536,7,3,0
1609,4,1400,7,4,0
1610,5,184,6,2,0
1611,4,5143,5,2,0
1612,4,7970,5,2,0
1613,5,2394,4,2,0
1614,4,8700,5,3,0
1615,4,5587,6,3,0
1616,4,4835,6,2,0
1617,5,9955,7,2,0
1618,4,5036,5,2,0
1619,5,8406,4,3,0
1620,5,5822,7,2,0
1621,5,4555,7,3,0
1622,5,2659,5,3,0
1623,4,8875,5,3,0
1624,5,2763,6,2,0
1625,4,6250,7,4,0
1626,4,8219,5,2,0
1627,5,6524,7,3,0
1628,4,3986,7,2,0
1629,5,9858,7,2,0
1630,5,735,6,2,0
1631,4,839,4,2,0
1632,4,4024,4,2,0
1633,4,780,7,2,0
1634,4,9961,5,3,0
1635,5,1609,5,4,0
1636,5,310,6,3,1
1637,4,3318,5,5,1
1638,5,1563,6,3,0
1639,4,5037,6,2,0
1640,4,9145,5,2,0
1641,4,3806,7,3,0
1642,4,5286,6,3,0
1643,4,7004,6,3,1
1644,4,4358,5,2,0
1645,4,1784,5,2,0
1646,5,3724,5,3,1
1647,4,6423,6,3,0
1648,4,3190,5,2,0
1649,5,8381,7,3,0
1650,4,8732,4,4,0
1651,4,4123,6,3,0
1652,4,73,7,3,0
1653,5,3729,5,4,1
1654,4,4880,7,4,1
1655,5,3565,7,2,0
1656,4,5237,6,3,0
1657,4,331,6,3,0
1658,4,8198,7,2,0
1659,3,540,3,1,0
1660,5,2740,6,2,0
1661,4,7077,6,2,0
1662,5,1177,6,3,0
1663,5,2461,6,4,0
1664,4,3241,4,3,0
1665,5,8224,5,2,0
1666,4,4776,4,2,0
1667,5,2618,5,3,0
1668,4,6489,7,2,0
1669,4,7300,5,3,0
1670,5,429,7,2,0
1671,5,5436,5,3,0
1672,5,2748,4,2,0
1673,5,9044,7,2,0
1674,4,8621,6,2,0
1675,4,4968,4,2,0
1676,4,4052,6,3,0
1677,4,9445,7,2,0
1678,4,4391,7,1,0
1679,5,4549,7,2,0
1680,5,3281,6,5,1
1681,4,5836,4,3,0
1682,5,2156,4,1,0
1683,4,787,6,3,0
1684,4,6660,5,3,0
1685,5,100,5,2,0
1686,4,4990,6,2,0
1687,4,9661,5,2,0
1688,4,849,5,2,0
1689,5,8440,7,3,0
1690,5,2834,4,2,0
1691,4,9912,6,3,0
1692,5,2780,6,3,0
1693,4,8866,5,3,0
1694,5,8348,5,2,0
1695,5,733,7,3,1
1696,4,6137,5,3,0
1697,4,9783,7,2,0
1698,5,9178,4,3,0
1699,4,8425,7,2,0
1700,4,7600,7,2,0
1701,5,2002,7,2,0
1702,4,9192,6,3,0
1703,4,2456,5,3,1
1704,4,1033,5,4,0
1705,4,7777,6,3,0
1706,5,9235,6,2,0
1707,5,2352,7,2,0
1708,5,8551,5,3,0
1709,4,3852,4,1,0
1710,4,5987,7,2,0
1711,5,276,7,3,0
1712,5,2539,5,2,0
1713,4,4055,6,2,0
1714,5,9874,7,2,0
1715,5,109,4,3,0
1716,5,2027,6,2,0
1717,4,9137,4,2,0
1718,4,6249,6,4,0
1719,4,4434,4,2,1
1720,4,4766,4,3,0
1721,4,1410,7,3,0
1722,5,634,7,3,0
1723,4,3814,6,3,0
1724,4,8208,6,2,0
1725,5,8532,5,2,0
1726,5,9719,7,2,0
1727,5,2511,6,4,0
1728,4,6548,7,2,0
1729,4,5265,5,3,0
1730,4,3383,5,3,0
1731,5,682,6,2,0
1732,4,4728,5,2,0
1733,4,3964,5,3,0
1734,5,9167,6,2,0
1735,5,8375,7,3,0
1736,5,9069,6,2,0
1737,5,2665,6,2,0
1738,4,7972,7,2,0
1739,5,2380,5,2,0
1740,4,7413,5,2,0
1741,5,9981,5,2,0
1742,4,4515,7,1,0
1743,5,9802,5,2,0
1744,4,9541,6,2,0
1745,5,2451,6,3,0
1746,4,6331,7,2,0
1747,5,3007,4,3,1
1748,5,8396,7,2,0
1749,3,505,3,3,1
1750,5,2320,5,3,0
1751,5,1570,5,3,0
1752,5,627,6,2,0
1753,5,2344,6,3,1
1754,4,967,6,2,0
1755,5,8393,5,2,0
1756,4,3426,7,3,0
1757,4,6028,4,3,0
1758,4,7571,5,2,0
1759,5,9163,7,3,0
1760,5,191,7,2,0
1761,4,8204,7,3,0
1762,5,1996,5,2,0
1763,4,1059,7,4,0
1764,4,3202,5,3,0
1765,4,9400,6,3,0
1766,5,2468,6,2,0
1767,5,1623,6,2,0
1768,4,5175,7,2,0
1769,5,6400,6,3,0
1770,4,4648,5,2,0
1771,4,4356,5,3,0
1772,4,8233,4,3,0
1773,5,5700,6,2,0
1774,4,2117,6,3,0
1775,4,8911,7,2,0
1776,5,201,7,3,0
1777,5,9297,4,2,0
1778,4,1906,6,2,0
1779,4,7393,7,2,0
1780,5,8126,6,3,0
1781,5,1309,7,2,0
1782,4,6977,6,2,0
1783,4,1364,5,3,0
1784,5,8073,6,1,0
1785,4,3548,6,3,0
1786,4,9593,6,2,0
1787,5,9490,6,2,0
1788,4,8325,6,2,0
1789,4,9108,7,3,0
1790,5,1113,6,2,0
1791,4,8647,4,3,0
1792,4,4561,6,2,0
1793,4,6848,5,3,0
1794,5,1077,7,2,0
1795,4,5321,4,3,0
1796,5,1083,7,4,0
1797,5,1094,5,3,0
1798,4,5866,5,4,0
1799,4,3494,7,3,0
1800,5,2236,6,3,0
1801,5,5704,7,4,0
1802,5,950,6,2,0
1803,4,1759,6,4,0
1804,5,9416,5,3,0
1805,5,9700,6,2,0
1806,4,7532,7,2,0
1807,5,3049,6,3,0
1808,5,5425,6,2,0
1809,4,6090,7,3,0
1810,4,6607,7,3,0
1811,4,9544,7,2,0
1812,4,2140,6,2,0
1813,4,6972,7,4,0
1814,5,8963,5,3,0
1815,4,7693,6,2,0
1816,5,5783,5,2,0
1817,5,1211,5,2,0
1818,5,8808,4,3,0
1819,5,1195,5,2,0
1820,4,1763,4,4,0
1821,4,1796,6,3,0
1822,5,445,7,1,0
1823,4,6772,5,3,0
1824,4,7221,7,3,0
1825,4,6996,6,2,0
1826,4,4010,5,2,0
1827,5,4182,6,3,0
1828,5,5784,5,2,0
1829,5,2345,6,3,1
1830,5,8973,6,2,0
1831,4,5103,5,3,0
1832,4,1757,7,4,0
1833,4,9662,5,2,0
1834,4,5583,5,3,0
1835,4,8218,7,3,0
1836,5,5678,5,3,0
1837,4,4762,6,2,0
1838,5,8795,7,2,0
1839,5,9317,5,2,0
1840,4,28,5,6,0
1841,4,9061,6,3,0
1842,5,5767,5,3,0
1843,4,9758,7,2,0
1844,4,6504,4,3,0
1845,5,1168,6,2,0
1846,4,8994,6,2,0
1847,4,1388,5,2,0
1848,5,9250,5,3,0
1849,4,8584,5,2,0
1850,5,3002,7,3,0
1851,5,1696,6,2,0
1852,4,3126,7,4,1
1853,4,9072,7,2,0
1854,4,4587,7,3,0
1855,5,400,4,4,0
1856,5,9995,5,2,0
1857,5,9187,5,3,0
1858,5,2534,6,3,0
1859,4,9807,6,2,0
1860,5,5362,7,2,0
1861,5,1233,5,2,0
1862,5,5699,7,3,0
1863,4,9602,6,2,0
1864,4,5023,7,4,0
1865,4,2579,7,3,0
1866,5,401,6,2,0
1867,5,2382,6,2,0
1868,4,7736,6,3,0
1869,5,5638,6,2,0
1870,5,1584,5,2,0
1871,5,3552,5,2,0
1872,4,4316,6,2,0
1873,5,2278,7,2,0
1874,5,2696,4,2,0
1875,4,7678,7,3,0
1876,5,1731,6,2,0
1877,5,1600,7,3,0
1878,5,5369,5,3,0
1879,4,4820,6,4,1
1880,4,7039,7,4,0
1881,4,3859,5,2,0
1882,5,2669,6,3,0
1883,4,7734,7,2,0
1884,5,4529,6,1,0
1885,4,2893,4,3,0
1886,5,3625,5,2,0
1887,3,559,3,2,0
1888,4,4067,5,2,0
1889,5,1743,7,2,0
1890,4,6353,7,2,0
1891,4,5101,5,4,0
1892,4,4076,7,2,0
1893,5,8024,4,1,0
1894,5,8579,7,3,0
1895,4,7196,7,2,0
1896,5,9911,6,3,0
1897,4,8209,7,2,0
1898,4,7245,7,3,0
1899,4,5081,5,3,0
1900,4,6865,7,2,0
1901,5,9027,7,3,0
1902,4,6626,5,3,0
1903,5,9972,5,2,0
1904,4,77,7,1,0
1905,4,9463,7,2,0
1906,4,9405,5,2,0
1907,5,1513,5,2,0
1908,5,2995,5,3,0
1909,4,8653,4,2,0
1910,4,7367,7,3,0
1911,5,5354,7,4,0
1912,5,270,4,3,0
1913,4,5247,6,3,0
1914,5,2850,6,3,1
1915,5,3454,7,4,0
1916,5,9256,6,2,0
1917,4,6751,7,2,0
1918,5,5407,7,2,0
1919,5,2396,7,3,1
1920,4,5250,6,2,0
1921,4,7299,4,3,0
1922,4,8123,6,4,0
1923,4,7947,4,2,0
1924,4,5857,7,3,0
1925,5,2999,5,2,0
1926,4,4957,5,2,0
1927,5,1207,6,2,0
1928,4,7715,5,2,0
1929,4,8349,5,2,0
1930,4,3921,5,2,0
1931,5,8486,5,2,0
1932,5,195,5,2,1
1933,4,7729,7,4,0
1934,4,8849,7,2,0
1935,4,3821,7,3,0
1936,3,528,3,2,0
1937,5,2403,6,2,0
1938,5,2743,7,4,1
1939,4,2119,5,3,0
1940,5,7922,6,2,0
1941,5,5748,5,3,0
1942,4,6508,7,3,0
1943,4,6269,6,2,0
1944,4,5104,5,2,0
1945,5,9589,7,2,0
1946,4,9608,7,3,0
1947,4,4952,5,2,0
1948,4,7392,6,2,0
1949,4,8960,6,4,0
1950,5,4417,5,3,0
1951,4,7591,6,2,0
1952,5,2148,7,3,1
1953,5,606,6,3,0
1954,5,4528,5,1,0
1955,4,370,6,3,0
1956,4,3513,7,4,0
1957,5,1622,5,2,0
1958,4,6441,5,2,0
1959,5,1208,7,2,0
1960,5,1675,7,2,0
1961,4,8243,6,2,0
1962,4,5091,5,3,0
1963,5,5733,6,3,0
1964,5,3491,7,1,0
1965,4,1766,5,1,0
1966,4,8390,5,3,0
1967,4,6891,4,2,0
1968,5,137,7,3,0
1969,4,1753,6,5,0
1970,4,9668,7,2,0
1971,4,7285,5,2,0
1972,5,3006,6,3,0
1973,5,115,6,2,0
1974,4,4569,7,2,0
1975,5,2314,5,4,0
1976,4,5021,7,3,0
1977,4,8295,7,2,0
1978,5,5787,7,2,0
1979,4,6192,6,3,0
1980,5,1907,7,2,0
1981,5,2273,5,2,0
1982,4,9423,5,2,0
1983,5,2495,5,3,0
1984,4,4656,5,3,0
1985,5,2832,7,4,1
1986,5,1150,7,3,0
1987,5,1620,7,3,0
1988,4,5158,7,3,0
1989,5,8457,5,3,0
1990,4,8258,7,2,0
1991,5,3608,7,4,1
1992,4,3823,5,3,0
1993,4,9383,5,2,0
1994,4,6405,4,2,0
1995,5,2253,7,2,0
1996,4,5995,5,3,0
1997,5,3020,7,2,0
1998,4,4187,7,3,0
1999,4,7540,5,3,0
2000,4,1376,5,2,0
2001,5,234,5,3,0
2002,5,9847,7,3,0
2003,4,9622,4,2,0
2004,4,8662,6,2,0
2005,4,5582,7,3,0
2006,4,8897,6,2,0
2007,4,5090,6,4,0
2008,5,2404,6,2,0
2009,5,2422,5,2,0
2010,4,3992,5,3,0
2011,4,3122,7,3,0
2012,4,4691,6,3,0
2013,5,9450,5,3,0
2014,5,8056,4,1,0
2015,5,3618,5,3,0
2016,5,730,6,3,1
2017,5,657,7,2,0
2018,5,9698,5,2,0
2019,5,2032,6,3,0
2020,5,8369,5,2,0
2021,4,1447,5,2,0
2022,4,9946,7,2,0
2023,5,2757,5,2,0
2024,5,5807,7,3,0
2025,4,7291,5,3,0
2026,4,8271,6,2,0
2027,4,7798,5,3,0
2028,4,6431,6,2,0
2029,4,5092,7,3,0
2030,4,1457,4,2,0
2031,5,6406,7,3,0
2032,4,8300,7,3,0
2033,4,5309,6,4,0
2034,5,2433,6,5,0
2035,5,1234,6,2,0
2036,4,7924,5,3,0
2037,4,5475,6,3,0
2038,5,9435,7,3,0
2039,4,4773,6,3,0
2040,5,5818,4,3,0
2041,4,8687,5,2,0
2042,5,4535,5,1,0
2043,4,6412,7,2,0
2044,4,5164,5,2,0
2045,4,3935,6,2,0
2046,4,6072,7,3,0
2047,5,2583,6,3,1
2048,5,2364,5,2,0
2049,4,4788,7,3,0
2050,4,3340,6,5,0
2051,4,5025,6,4,0
2052,4,4828,6,2,0
2053,5,8026,5,1,0
2054,5,9197,5,2,0
2055,5,1495,5,4,0
2056,4,7107,5,2,0
2057,4,7520,6,3,0
2058,4,6873,6,2,0
2059,4,3198,7,3,1
2060,4,8955,7,3,0
2061,4,3206,6,2,0
2062,4,4671,7,2,0
2063,5,9222,6,3,0
2064,4,5048,4,3,0
2065,4,5019,4,3,0
