,Amount,From,To,Txn,Type,punk_id,amount_ethereum,amount_dollars
18,"100Ξ ($18,303)",,,"Sep 12, 2018",Offered,0.0,100.0,18303.0
19,"200Ξ ($138,566)",,,"Dec 16, 2017",Offered,0.0,200.0,138566.0
22,"400Ξ ($96,376)",,,"Jul 07, 2017",Offered,0.0,400.0,96376.0
38,"79.50Ξ ($46,842)",,,"Nov 25, 2020",Offered,1.0,79.5,46842.0
41,"119.10Ξ ($65,980)",,,"Nov 22, 2020",Offered,1.0,119.1,65980.0
42,"249.90Ξ ($90,921)",,,"Sep 15, 2020",Offered,1.0,249.9,90921.0
44,"149.50Ξ ($54,973)",,,"Sep 10, 2020",Offered,1.0,149.5,54973.0
47,"299Ξ ($60,811)",,,"May 14, 2020",Offered,1.0,299.0,60811.0
49,"189Ξ ($40,461)",,,"May 08, 2020",Offered,1.0,189.0,40461.0
51,"349Ξ ($91,274)",,,"Feb 22, 2020",Offered,1.0,349.0,91274.0
53,"89Ξ ($25,310)",,,"Feb 18, 2020",Offered,1.0,89.0,25310.0
55,"699Ξ ($149,453)",,,"Feb 06, 2020",Offered,1.0,699.0,149453.0
57,"599Ξ ($87,406)",,,"Dec 10, 2019",Offered,1.0,599.0,87406.0
59,"895Ξ ($155,461)",,,"May 06, 2019",Offered,1.0,895.0,155461.0
65,"31Ξ ($4,153)",,,"Mar 25, 2019",Offered,1.0,31.0,4153.0
66,"32Ξ ($3,824)",,,"Feb 08, 2019",Offered,1.0,32.0,3824.0
68,"32.14Ξ ($4,210)",,,"Dec 25, 2018",Offered,1.0,32.14,4210.0
70,"45Ξ ($5,920)",,,"Dec 23, 2018",Offered,1.0,45.0,5920.0
71,"50Ξ ($5,644)",,,"Nov 30, 2018",Offered,1.0,50.0,5644.0
72,"75Ξ ($13,727)",,,"Sep 12, 2018",Offered,1.0,75.0,13727.0
75,"100Ξ ($46,281)",,,"Dec 03, 2017",Offered,1.0,100.0,46281.0
76,"300Ξ ($72,282)",,,"Jul 07, 2017",Offered,1.0,300.0,72282.0
79,"300Ξ ($85,842)",,,"Jun 27, 2017",Offered,1.0,300.0,85842.0
266,"555Ξ ($986,357)",,,"Feb 17, 2021",Offered,14.0,555.0,986357.0
267,"444Ξ ($736,920)",,,"Feb 07, 2021",Offered,14.0,444.0,736920.0
271,5.50Ξ ($515),,,"Dec 07, 2018",Offered,14.0,5.5,515.0
273,"2.50Ξ ($1,884)",,,"Dec 26, 2017",Offered,14.0,2.5,1884.0
275,1.85Ξ ($365),,,"Jul 14, 2017",Offered,14.0,1.85,365.0
276,1.90Ξ ($375),,,"Jul 14, 2017",Offered,14.0,1.9,375.0
277,2Ξ ($394),,,"Jul 14, 2017",Offered,14.0,2.0,394.0
279,0.90Ξ ($185),,,"Jul 13, 2017",Offered,14.0,0.9,185.0
447,"53Ξ ($113,248)",,,"Jul 11, 2021",Offered,53.0,53.0,113248.0
448,"39.99Ξ ($84,211)",,,"Jul 02, 2021",Offered,53.0,39.99,84211.0
451,"46.99Ξ ($121,299)",,,"Jun 09, 2021",Offered,53.0,46.99,121299.0
452,"48.99Ξ ($186,958)",,,"May 15, 2021",Offered,53.0,48.99,186958.0
453,"49.99Ξ ($191,901)",,,"May 09, 2021",Offered,53.0,49.99,191901.0
454,"53Ξ ($177,134)",,,"May 03, 2021",Offered,53.0,53.0,177134.0
455,"57.99Ξ ($158,298)",,,"Apr 28, 2021",Offered,53.0,57.99,158298.0
456,"58.99Ξ ($130,419)",,,"Apr 25, 2021",Offered,53.0,58.99,130419.0
457,"59.99Ξ ($152,615)",,,"Apr 22, 2021",Offered,53.0,59.99,152615.0
458,"67.99Ξ ($146,763)",,,"Apr 19, 2021",Offered,53.0,67.99,146763.0
459,"74.99Ξ ($161,073)",,,"Apr 12, 2021",Offered,53.0,74.99,161073.0
464,"53Ξ ($82,932)",,,"Feb 23, 2021",Offered,53.0,53.0,82932.0
466,"38.29Ξ ($74,591)",,,"Feb 21, 2021",Offered,53.0,38.29,74591.0
467,"37.59Ξ ($74,836)",,,"Feb 20, 2021",Offered,53.0,37.59,74836.0
469,"22Ξ ($42,352)",,,"Feb 19, 2021",Offered,53.0,22.0,42352.0
470,"30Ξ ($53,317)",,,"Feb 17, 2021",Offered,53.0,30.0,53317.0
472,"23.50Ξ ($42,755)",,,"Feb 14, 2021",Offered,53.0,23.5,42755.0
473,"53Ξ ($90,774)",,,"Feb 06, 2021",Offered,53.0,53.0,90774.0
475,"20Ξ ($26,612)",,,"Feb 01, 2021",Offered,53.0,20.0,26612.0
626,890Ξ ($1.59M),,,"Mar 16, 2021",Offered,89.0,890.0,1590000.0
627,"300Ξ ($542,466)",,,"Mar 12, 2021",Offered,89.0,300.0,542466.0
633,"175Ξ ($265,400)",,,"Feb 26, 2021",Offered,89.0,175.0,265400.0
636,"150Ξ ($218,316)",,,"Feb 26, 2021",Offered,89.0,150.0,218316.0
640,"250Ξ ($433,628)",,,"Feb 22, 2021",Offered,89.0,250.0,433628.0
644,"19.99Ξ ($6,898)",,,"Sep 06, 2020",Offered,89.0,19.99,6898.0
646,"45Ξ ($9,352)",,,"May 28, 2020",Offered,89.0,45.0,9352.0
648,"50Ξ ($10,366)",,,"May 27, 2020",Offered,89.0,50.0,10366.0
650,"2Ξ ($2,301)",,,"Jan 20, 2018",Offered,89.0,2.0,2301.0
652,0.99Ξ ($301),,,"Oct 31, 2017",Offered,89.0,0.99,301.0
653,1Ξ ($308),,,"Oct 06, 2017",Offered,89.0,1.0,308.0
654,1.35Ξ ($386),,,"Sep 23, 2017",Offered,89.0,1.35,386.0
655,1.80Ξ ($510),,,"Sep 20, 2017",Offered,89.0,1.8,510.0
656,2.49Ξ ($732),,,"Sep 12, 2017",Offered,89.0,2.49,732.0
657,2.50Ξ ($869),,,"Aug 28, 2017",Offered,89.0,2.5,869.0
658,3Ξ ($895),,,"Aug 20, 2017",Offered,89.0,3.0,895.0
659,"3.50Ξ ($1,038)",,,"Aug 13, 2017",Offered,89.0,3.5,1038.0
660,"3.99Ξ ($1,229)",,,"Aug 12, 2017",Offered,89.0,3.99,1229.0
662,3.39Ξ ($766),,,"Aug 01, 2017",Offered,89.0,3.39,766.0
663,3.49Ξ ($703),,,"Jul 31, 2017",Offered,89.0,3.49,703.0
664,3.50Ξ ($705),,,"Jul 31, 2017",Offered,89.0,3.5,705.0
666,3Ξ ($611),,,"Jul 25, 2017",Offered,89.0,3.0,611.0
668,2Ξ ($454),,,"Jul 18, 2017",Offered,89.0,2.0,454.0
669,2.49Ξ ($473),,,"Jul 17, 2017",Offered,89.0,2.49,473.0
670,3Ξ ($570),,,"Jul 17, 2017",Offered,89.0,3.0,570.0
672,4Ξ ($897),,,"Jul 12, 2017",Offered,89.0,4.0,897.0
786,"100Ξ ($398,850)",,,"May 13, 2021",Offered,116.0,100.0,398850.0
794,2.40Ξ ($473),,,"Jul 14, 2017",Offered,116.0,2.4,473.0
795,2.50Ξ ($493),,,"Jul 14, 2017",Offered,116.0,2.5,493.0
797,3Ξ ($616),,,"Jul 13, 2017",Offered,116.0,3.0,616.0
798,"5Ξ ($1,121)",,,"Jul 12, 2017",Offered,116.0,5.0,1121.0
799,3.50Ξ ($667),,,"Jul 11, 2017",Offered,116.0,3.5,667.0
801,3Ξ ($572),,,"Jul 11, 2017",Offered,116.0,3.0,572.0
803,1.20Ξ ($229),,,"Jul 11, 2017",Offered,116.0,1.2,229.0
824,"20.45Ξ ($69,259)",,,"May 04, 2021",Offered,118.0,20.45,69259.0
825,"27Ξ ($91,357)",,,"May 04, 2021",Offered,118.0,27.0,91357.0
826,"88Ξ ($169,189)",,,"Mar 13, 2021",Offered,118.0,88.0,169189.0
830,"20.25Ξ ($36,588)",,,"Mar 10, 2021",Offered,118.0,20.25,36588.0
831,"22.50Ξ ($39,682)",,,"Mar 08, 2021",Offered,118.0,22.5,39682.0
832,"24.50Ξ ($42,523)",,,"Mar 08, 2021",Offered,118.0,24.5,42523.0
833,"32.50Ξ ($55,296)",,,"Mar 08, 2021",Offered,118.0,32.5,55296.0
873,"17Ξ ($43,790)",,,"Jun 09, 2021",Offered,124.0,17.0,43790.0
875,"19.90Ξ ($34,736)",,,"Mar 08, 2021",Offered,124.0,19.9,34736.0
876,"21Ξ ($36,602)",,,"Mar 08, 2021",Offered,124.0,21.0,36602.0
878,"15Ξ ($25,156)",,,"Mar 07, 2021",Offered,124.0,15.0,25156.0
924,"21Ξ ($43,521)",,,"Apr 09, 2021",Offered,138.0,21.0,43521.0
925,"22.50Ξ ($46,630)",,,"Apr 09, 2021",Offered,138.0,22.5,46630.0
931,"15.25Ξ ($32,128)",,,"Apr 06, 2021",Offered,138.0,15.25,32128.0
933,"14.50Ξ ($30,241)",,,"Apr 06, 2021",Offered,138.0,14.5,30241.0
937,"16Ξ ($33,184)",,,"Apr 06, 2021",Offered,138.0,16.0,33184.0
938,"160Ξ ($268,334)",,,"Mar 07, 2021",Offered,138.0,160.0,268334.0
939,"44Ξ ($73,589)",,,"Mar 07, 2021",Offered,138.0,44.0,73589.0
944,"45.99Ξ ($82,539)",,,"Mar 13, 2021",Offered,139.0,45.99,82539.0
946,"24.99Ξ ($41,795)",,,"Mar 07, 2021",Offered,139.0,24.99,41795.0
954,"39.50Ξ ($164,158)",,,"May 14, 2021",Offered,141.0,39.5,164158.0
955,"42Ξ ($157,930)",,,"May 13, 2021",Offered,141.0,42.0,157930.0
956,"71Ξ ($175,724)",,,"Apr 15, 2021",Offered,141.0,71.0,175724.0
959,"37.50Ξ ($78,211)",,,"Apr 06, 2021",Offered,141.0,37.5,78211.0
961,"39Ξ ($81,937)",,,"Apr 06, 2021",Offered,141.0,39.0,81937.0
965,"39Ξ ($82,300)",,,"Apr 05, 2021",Offered,141.0,39.0,82300.0
966,"44Ξ ($79,464)",,,"Mar 31, 2021",Offered,141.0,44.0,79464.0
982,"199.99Ξ ($481,260)",,,"Jun 13, 2021",Offered,143.0,199.99,481260.0
983,"249.99Ξ ($941,182)",,,"May 16, 2021",Offered,143.0,249.99,941182.0
986,"299.99Ξ ($773,971)",,,"Apr 22, 2021",Offered,143.0,299.99,773971.0
990,"165Ξ ($312,721)",,,"Mar 14, 2021",Offered,143.0,165.0,312721.0
1045,"200Ξ ($356,996)",,,"Feb 15, 2021",Offered,155.0,200.0,356996.0
1048,"30Ξ ($24,392)",,,"Jan 03, 2021",Offered,155.0,30.0,24392.0
1050,"35Ξ ($11,342)",,,"Sep 24, 2020",Offered,155.0,35.0,11342.0
1053,"12Ξ ($4,285)",,,"Sep 09, 2020",Offered,155.0,12.0,4285.0
1054,"15Ξ ($5,080)",,,"Sep 08, 2020",Offered,155.0,15.0,5080.0
1057,"8Ξ ($3,407)",,,"Aug 16, 2020",Offered,155.0,8.0,3407.0
1074,"53Ξ ($128,959)",,,"Apr 15, 2021",Offered,160.0,53.0,128959.0
1075,"70Ξ ($150,926)",,,"Apr 10, 2021",Offered,160.0,70.0,150926.0
1077,"50Ξ ($92,597)",,,"Mar 20, 2021",Offered,160.0,50.0,92597.0
1078,"100Ξ ($177,194)",,,"Mar 16, 2021",Offered,160.0,100.0,177194.0
1080,"70Ξ ($111,810)",,,"Mar 03, 2021",Offered,160.0,70.0,111810.0
1082,"55Ξ ($88,465)",,,"Mar 03, 2021",Offered,160.0,55.0,88465.0
1084,"40Ξ ($64,338)",,,"Mar 03, 2021",Offered,160.0,40.0,64338.0
1085,"60Ξ ($87,877)",,,"Feb 28, 2021",Offered,160.0,60.0,87877.0
1086,"68Ξ ($111,027)",,,"Feb 25, 2021",Offered,160.0,68.0,111027.0
1088,"60Ξ ($116,679)",,,"Feb 20, 2021",Offered,160.0,60.0,116679.0
1090,"30Ξ ($57,326)",,,"Feb 19, 2021",Offered,160.0,30.0,57326.0
1100,"50Ξ ($115,685)",,,"Jul 07, 2021",Offered,161.0,50.0,115685.0
1105,"22.21Ξ ($56,131)",,,"Apr 22, 2021",Offered,161.0,22.21,56131.0
1107,"35Ξ ($85,422)",,,"Apr 16, 2021",Offered,161.0,35.0,85422.0
1114,"19.99Ξ ($33,700)",,,"Mar 27, 2021",Offered,161.0,19.99,33700.0
1115,"23.49Ξ ($37,627)",,,"Mar 24, 2021",Offered,161.0,23.49,37627.0
1116,"27.99Ξ ($50,114)",,,"Mar 18, 2021",Offered,161.0,27.99,50114.0
1117,"34.99Ξ ($57,568)",,,"Feb 25, 2021",Offered,161.0,34.99,57568.0
1118,"49.99Ξ ($95,037)",,,"Feb 18, 2021",Offered,161.0,49.99,95037.0
1134,"25Ξ ($29,367)",,,"Jan 06, 2021",Offered,168.0,25.0,29367.0
1143,"50Ξ ($213,191)",,,"May 12, 2021",Offered,169.0,50.0,213191.0
1144,"60Ξ ($198,943)",,,"May 03, 2021",Offered,169.0,60.0,198943.0
1146,"70Ξ ($204,781)",,,"May 01, 2021",Offered,169.0,70.0,204781.0
1147,"91Ξ ($218,138)",,,"Apr 17, 2021",Offered,169.0,91.0,218138.0
1148,"90Ξ ($224,083)",,,"Apr 17, 2021",Offered,169.0,90.0,224083.0
1149,"220Ξ ($470,961)",,,"Apr 12, 2021",Offered,169.0,220.0,470961.0
1153,"45Ξ ($94,040)",,,"Apr 02, 2021",Offered,169.0,45.0,94040.0
1154,"150Ξ ($287,520)",,,"Feb 22, 2021",Offered,169.0,150.0,287520.0
1155,"49.90Ξ ($86,581)",,,"Feb 09, 2021",Offered,169.0,49.9,86581.0
1157,"6.99Ξ ($1,437)",,,"May 27, 2020",Offered,169.0,6.99,1437.0
1158,"7.49Ξ ($1,571)",,,"May 20, 2020",Offered,169.0,7.49,1571.0
1159,3.89Ξ ($739),,,"May 10, 2020",Offered,169.0,3.89,739.0
1160,3.99Ξ ($776),,,"Apr 26, 2020",Offered,169.0,3.99,776.0
1161,5.99Ξ ($859),,,"Apr 03, 2020",Offered,169.0,5.99,859.0
1162,"11.69Ξ ($1,486)",,,"Jan 02, 2020",Offered,169.0,11.69,1486.0
1175,"18Ξ ($6,834)",,,"Oct 13, 2020",Offered,172.0,18.0,6834.0
1186,"50Ξ ($95,544)",,,"Feb 19, 2021",Offered,173.0,50.0,95544.0
1224,"21.50Ξ ($42,689)",,,"Jul 13, 2021",Offered,186.0,21.5,42689.0
1226,"22.50Ξ ($45,330)",,,"Jul 12, 2021",Offered,186.0,22.5,45330.0
1227,"24.90Ξ ($57,994)",,,"Jul 05, 2021",Offered,186.0,24.9,57994.0
1228,"29.99Ξ ($66,827)",,,"Jul 03, 2021",Offered,186.0,29.99,66827.0
1229,"49Ξ ($109,188)",,,"Jul 03, 2021",Offered,186.0,49.0,109188.0
1259,"16Ξ ($23,326)",,,"Feb 02, 2021",Offered,195.0,16.0,23326.0
1320,"29.99Ξ ($53,738)",,,"Mar 08, 2021",Offered,203.0,29.99,53738.0
1355,"30Ξ ($72,450)",,,"May 29, 2021",Offered,211.0,30.0,72450.0
1356,"100Ξ ($231,921)",,,"Apr 24, 2021",Offered,211.0,100.0,231921.0
1420,2.90Ξ ($627),,,"Jul 21, 2017",Offered,226.0,2.9,627.0
1445,"24.99Ξ ($51,609)",,,"Jun 28, 2021",Offered,234.0,24.99,51609.0
1450,"22.50Ξ ($59,593)",,,"Jun 01, 2021",Offered,234.0,22.5,59593.0
1452,"24.99Ξ ($66,852)",,,"May 20, 2021",Offered,234.0,24.99,66852.0
1455,"21.50Ξ ($80,845)",,,"May 13, 2021",Offered,234.0,21.5,80845.0
1458,"23Ξ ($94,109)",,,"May 10, 2021",Offered,234.0,23.0,94109.0
1459,"29.90Ξ ($103,523)",,,"May 06, 2021",Offered,234.0,29.9,103523.0
1460,"35Ξ ($117,078)",,,"May 05, 2021",Offered,234.0,35.0,117078.0
1465,"100Ξ ($180,583)",,,"Mar 11, 2021",Offered,235.0,100.0,180583.0
1474,"32Ξ ($89,018)",,,"May 27, 2021",Offered,237.0,32.0,89018.0
1485,"24.99Ξ ($80,239)",,,"May 04, 2021",Offered,239.0,24.99,80239.0
1496,"18.40Ξ ($31,720)",,,"Mar 08, 2021",Offered,239.0,18.4,31720.0
1499,"18.80Ξ ($31,496)",,,"Mar 08, 2021",Offered,239.0,18.8,31496.0
1500,"19.90Ξ ($33,450)",,,"Mar 08, 2021",Offered,239.0,19.9,33450.0
1501,"21.49Ξ ($35,643)",,,"Mar 07, 2021",Offered,239.0,21.49,35643.0
1508,"44Ξ ($84,636)",,,"Jul 15, 2021",Offered,240.0,44.0,84636.0
1510,"39Ξ ($79,319)",,,"Jul 13, 2021",Offered,240.0,39.0,79319.0
1511,"69Ξ ($140,763)",,,"Jul 12, 2021",Offered,240.0,69.0,140763.0
1515,"39Ξ ($83,586)",,,"Jul 11, 2021",Offered,240.0,39.0,83586.0
1516,"42.22Ξ ($91,397)",,,"Jul 09, 2021",Offered,240.0,42.22,91397.0
1519,"44.99Ξ ($96,800)",,,"Jul 09, 2021",Offered,240.0,44.99,96800.0
1524,"44.88Ξ ($96,411)",,,"Jul 08, 2021",Offered,240.0,44.88,96411.0
1525,"46.69Ξ ($104,593)",,,"Jul 08, 2021",Offered,240.0,46.69,104593.0
1526,"47.98Ξ ($113,392)",,,"Jul 07, 2021",Offered,240.0,47.98,113392.0
1527,"49.88Ξ ($116,327)",,,"Jul 07, 2021",Offered,240.0,49.88,116327.0
1528,"54.88Ξ ($126,791)",,,"Jul 07, 2021",Offered,240.0,54.88,126791.0
1529,"55.98Ξ ($123,454)",,,"Jul 06, 2021",Offered,240.0,55.98,123454.0
1530,"57.98Ξ ($130,172)",,,"Jul 05, 2021",Offered,240.0,57.98,130172.0
1531,"59.88Ξ ($141,591)",,,"Jul 04, 2021",Offered,240.0,59.88,141591.0
1532,"64.88Ξ ($150,919)",,,"Jul 04, 2021",Offered,240.0,64.88,150919.0
1533,"65.88Ξ ($146,802)",,,"Jul 03, 2021",Offered,240.0,65.88,146802.0
1534,"67.88Ξ ($143,981)",,,"Jul 02, 2021",Offered,240.0,67.88,143981.0
1535,"68.88Ξ ($144,208)",,,"Jul 02, 2021",Offered,240.0,68.88,144208.0
1537,"53.88Ξ ($121,677)",,,"Jul 01, 2021",Offered,240.0,53.88,121677.0
1539,"54.88Ξ ($117,483)",,,"Jun 30, 2021",Offered,240.0,54.88,117483.0
1540,"55.99Ξ ($120,905)",,,"Jun 30, 2021",Offered,240.0,55.99,120905.0
1541,"57.98Ξ ($124,219)",,,"Jun 30, 2021",Offered,240.0,57.98,124219.0
1542,"58.88Ξ ($125,123)",,,"Jun 29, 2021",Offered,240.0,58.88,125123.0
1546,"55.88Ξ ($132,122)",,,"Jun 18, 2021",Offered,240.0,55.88,132122.0
1547,"57.88Ξ ($148,297)",,,"Jun 02, 2021",Offered,240.0,57.88,148297.0
1548,"48.88Ξ ($137,354)",,,"May 26, 2021",Offered,240.0,48.88,137354.0
1549,"52.88Ξ ($148,251)",,,"May 26, 2021",Offered,240.0,52.88,148251.0
1550,"57.88Ξ ($149,847)",,,"May 25, 2021",Offered,240.0,57.88,149847.0
1552,"46.88Ξ ($178,900)",,,"May 15, 2021",Offered,240.0,46.88,178900.0
1554,"47.88Ξ ($183,775)",,,"May 09, 2021",Offered,240.0,47.88,183775.0
1555,"48.88Ξ ($189,523)",,,"May 09, 2021",Offered,240.0,48.88,189523.0
1556,"49.88Ξ ($196,149)",,,"May 08, 2021",Offered,240.0,49.88,196149.0
1557,"54.88Ξ ($211,019)",,,"May 08, 2021",Offered,240.0,54.88,211019.0
1558,"64.88Ξ ($230,210)",,,"May 08, 2021",Offered,240.0,64.88,230210.0
1559,"49.99Ξ ($176,374)",,,"May 08, 2021",Offered,240.0,49.99,176374.0
1560,"53.69Ξ ($189,680)",,,"May 08, 2021",Offered,240.0,53.69,189680.0
1561,"59.50Ξ ($207,598)",,,"May 08, 2021",Offered,240.0,59.5,207598.0
1562,"64.88Ξ ($223,193)",,,"May 05, 2021",Offered,240.0,64.88,223193.0
1563,"53.98Ξ ($180,334)",,,"May 05, 2021",Offered,240.0,53.98,180334.0
1564,"54.88Ξ ($180,825)",,,"May 05, 2021",Offered,240.0,54.88,180825.0
1565,"55.55Ξ ($183,404)",,,"May 05, 2021",Offered,240.0,55.55,183404.0
1566,"56.88Ξ ($192,639)",,,"May 04, 2021",Offered,240.0,56.88,192639.0
1567,"57.88Ξ ($199,003)",,,"May 04, 2021",Offered,240.0,57.88,199003.0
1568,"59.88Ξ ($197,344)",,,"May 03, 2021",Offered,240.0,59.88,197344.0
1569,"64.88Ξ ($205,631)",,,"May 03, 2021",Offered,240.0,64.88,205631.0
1570,"88.80Ξ ($283,417)",,,"May 03, 2021",Offered,240.0,88.8,283417.0
1571,"59.88Ξ ($177,887)",,,"May 02, 2021",Offered,240.0,59.88,177887.0
1572,"63.88Ξ ($187,227)",,,"May 02, 2021",Offered,240.0,63.88,187227.0
1573,"68.88Ξ ($202,584)",,,"May 01, 2021",Offered,240.0,68.88,202584.0
1574,"77.70Ξ ($216,592)",,,"Apr 29, 2021",Offered,240.0,77.7,216592.0
1575,"59.88Ξ ($163,675)",,,"Apr 29, 2021",Offered,240.0,59.88,163675.0
1576,"61.88Ξ ($169,384)",,,"Apr 28, 2021",Offered,240.0,61.88,169384.0
1577,"63.88Ξ ($171,968)",,,"Apr 28, 2021",Offered,240.0,63.88,171968.0
1578,"66.50Ξ ($175,056)",,,"Apr 28, 2021",Offered,240.0,66.5,175056.0
1581,"68.88Ξ ($172,150)",,,"Apr 26, 2021",Offered,240.0,68.88,172150.0
1582,"64.88Ξ ($143,441)",,,"Apr 25, 2021",Offered,240.0,64.88,143441.0
1585,"57.98Ξ ($131,410)",,,"Apr 25, 2021",Offered,240.0,57.98,131410.0
1586,"59.88Ξ ($137,573)",,,"Apr 25, 2021",Offered,240.0,59.88,137573.0
1587,"62.97Ξ ($147,657)",,,"Apr 25, 2021",Offered,240.0,62.97,147657.0
1588,"64.98Ξ ($151,970)",,,"Apr 24, 2021",Offered,240.0,64.98,151970.0
1590,"68.88Ξ ($161,418)",,,"Apr 23, 2021",Offered,240.0,68.88,161418.0
1591,"74Ξ ($173,129)",,,"Apr 20, 2021",Offered,240.0,74.0,173129.0
1594,"65Ξ ($146,938)",,,"Apr 19, 2021",Offered,240.0,65.0,146938.0
1595,"123Ξ ($307,500)",,,"Apr 16, 2021",Offered,240.0,123.0,307500.0
1596,"500Ξ ($910,755)",,,"Feb 14, 2021",Offered,240.0,500.0,910755.0
1603,"7.99Ξ ($1,625)",,,"May 26, 2020",Offered,240.0,7.99,1625.0
1606,"5Ξ ($1,047)",,,"Apr 29, 2020",Offered,240.0,5.0,1047.0
1607,"10Ξ ($2,153)",,,"Feb 06, 2020",Offered,240.0,10.0,2153.0
1617,5Ξ ($719),,,"Jan 08, 2020",Offered,241.0,5.0,719.0
1629,"24Ξ ($78,427)",,,"May 04, 2021",Offered,242.0,24.0,78427.0
1631,"42Ξ ($132,504)",,,"May 03, 2021",Offered,242.0,42.0,132504.0
1633,"100Ξ ($228,219)",,,"Apr 13, 2021",Offered,242.0,100.0,228219.0
1643,"69.69Ξ ($160,725)",,,"Jul 06, 2021",Offered,246.0,69.69,160725.0
1646,"34.99Ξ ($74,622)",,,"Jun 29, 2021",Offered,246.0,34.99,74622.0
1647,"36.99Ξ ($86,357)",,,"Jun 18, 2021",Offered,246.0,36.99,86357.0
1648,"38.50Ξ ($103,781)",,,"May 20, 2021",Offered,246.0,38.5,103781.0
1649,"39.99Ξ ($167,023)",,,"May 10, 2021",Offered,246.0,39.99,167023.0
1653,"34.99Ξ ($134,540)",,,"May 08, 2021",Offered,246.0,34.99,134540.0
1656,"36.99Ξ ($130,926)",,,"May 08, 2021",Offered,246.0,36.99,130926.0
1659,"37.99Ξ ($132,712)",,,"May 07, 2021",Offered,246.0,37.99,132712.0
1662,"39.99Ξ ($140,444)",,,"May 07, 2021",Offered,246.0,39.99,140444.0
1664,"45Ξ ($150,529)",,,"May 05, 2021",Offered,246.0,45.0,150529.0
1665,"69.69Ξ ($219,007)",,,"May 03, 2021",Offered,246.0,69.69,219007.0
1686,0.95Ξ ($229),,,"Jul 07, 2017",Offered,249.0,0.95,229.0
1695,"25Ξ ($55,204)",,,"Jul 03, 2021",Offered,252.0,25.0,55204.0
1698,"28Ξ ($59,083)",,,"Jun 28, 2021",Offered,252.0,28.0,59083.0
1699,"33Ξ ($117,751)",,,"May 08, 2021",Offered,252.0,33.0,117751.0
1701,"35Ξ ($62,758)",,,"Mar 22, 2021",Offered,252.0,35.0,62758.0
1702,"40Ξ ($71,754)",,,"Mar 21, 2021",Offered,252.0,40.0,71754.0
1722,"27Ξ ($45,799)",,,"Mar 23, 2021",Offered,257.0,27.0,45799.0
1723,"40Ξ ($74,795)",,,"Mar 15, 2021",Offered,257.0,40.0,74795.0
1729,"24.50Ξ ($43,270)",,,"Mar 12, 2021",Offered,257.0,24.5,43270.0
1730,"25.30Ξ ($45,005)",,,"Mar 11, 2021",Offered,257.0,25.3,45005.0
1733,"24.30Ξ ($44,330)",,,"Mar 09, 2021",Offered,257.0,24.3,44330.0
1734,"28.30Ξ ($50,617)",,,"Mar 08, 2021",Offered,257.0,28.3,50617.0
1743,"19Ξ ($40,361)",,,"Jun 30, 2021",Offered,258.0,19.0,40361.0
1753,"24.75Ξ ($52,143)",,,"Apr 06, 2021",Offered,259.0,24.75,52143.0
1757,"26Ξ ($44,102)",,,"Mar 23, 2021",Offered,259.0,26.0,44102.0
1758,"31.99Ξ ($59,992)",,,"Mar 14, 2021",Offered,259.0,31.99,59992.0
1760,"18.50Ξ ($33,714)",,,"Mar 09, 2021",Offered,259.0,18.5,33714.0
1761,"45Ξ ($81,655)",,,"Mar 08, 2021",Offered,259.0,45.0,81655.0
1762,"100Ξ ($168,551)",,,"Mar 07, 2021",Offered,259.0,100.0,168551.0
1763,"500Ξ ($827,340)",,,"Mar 07, 2021",Offered,259.0,500.0,827340.0
1768,"100Ξ ($209,164)",,,"Jul 01, 2021",Offered,260.0,100.0,209164.0
1770,"88Ξ ($170,014)",,,"Jun 23, 2021",Offered,260.0,88.0,170014.0
1772,"60Ξ ($149,021)",,,"Jun 08, 2021",Offered,260.0,60.0,149021.0
1775,"32.50Ξ ($88,206)",,,"Jun 06, 2021",Offered,260.0,32.5,88206.0
1778,"32.75Ξ ($86,009)",,,"Jun 05, 2021",Offered,260.0,32.75,86009.0
1780,"33Ξ ($91,303)",,,"Jun 05, 2021",Offered,260.0,33.0,91303.0
1782,"33.33Ξ ($92,033)",,,"Jun 02, 2021",Offered,260.0,33.33,92033.0
1783,"33.75Ξ ($87,972)",,,"Jun 01, 2021",Offered,260.0,33.75,87972.0
1787,"37.50Ξ ($96,984)",,,"May 24, 2021",Offered,260.0,37.5,96984.0
1788,"34.69Ξ ($66,672)",,,"May 23, 2021",Offered,260.0,34.69,66672.0
1789,"41.25Ξ ($138,654)",,,"May 19, 2021",Offered,260.0,41.25,138654.0
1790,"49.50Ξ ($165,739)",,,"May 17, 2021",Offered,260.0,49.5,165739.0
1796,"32.43Ξ ($121,945)",,,"May 13, 2021",Offered,260.0,32.43,121945.0
1797,"30Ξ ($112,808)",,,"May 13, 2021",Offered,260.0,30.0,112808.0
1798,"33Ξ ($123,643)",,,"May 13, 2021",Offered,260.0,33.0,123643.0
1799,"39Ξ ($146,124)",,,"May 13, 2021",Offered,260.0,39.0,146124.0
1801,"42Ξ ($178,915)",,,"May 12, 2021",Offered,260.0,42.0,178915.0
1802,"60Ξ ($250,628)",,,"May 12, 2021",Offered,260.0,60.0,250628.0
1803,"85Ξ ($330,545)",,,"May 09, 2021",Offered,260.0,85.0,330545.0
1804,"65Ξ ($237,488)",,,"May 08, 2021",Offered,260.0,65.0,237488.0
