,Amount,From,To,Txn,Type,punk_id,amount_ethereum,amount_dollars
20512,"26Ξ ($47,347)",,,"Feb 15, 2021",Offered,6617.0,26.0,47347.0
20513,"29Ξ ($51,764)",,,"Feb 15, 2021",Offered,6617.0,29.0,51764.0
20516,"44Ξ ($79,579)",,,"Feb 14, 2021",Offered,6617.0,44.0,79579.0
20522,2.75Ξ ($560),,,"May 26, 2020",Offered,6618.0,2.75,560.0
20527,1.52Ξ ($258),,,"Apr 17, 2020",Offered,6618.0,1.52,258.0
20530,"9Ξ ($2,394)",,,"Jul 05, 2017",Offered,6618.0,9.0,2394.0
20538,"168.99Ξ ($326,832)",,,"Jul 13, 2021",Offered,6620.0,168.99,326832.0
20540,"24.99Ξ ($56,326)",,,"Jul 01, 2021",Offered,6620.0,24.99,56326.0
20543,"20.99Ξ ($43,348)",,,"Jun 28, 2021",Offered,6620.0,20.99,43348.0
20547,"19.98Ξ ($56,630)",,,"Jun 03, 2021",Offered,6620.0,19.98,56630.0
20550,"16.69Ξ ($45,053)",,,"Jun 03, 2021",Offered,6620.0,16.69,45053.0
20553,"17.99Ξ ($47,107)",,,"Jun 02, 2021",Offered,6620.0,17.99,47107.0
20555,"21.90Ξ ($57,877)",,,"May 31, 2021",Offered,6620.0,21.9,57877.0
20557,"27Ξ ($68,990)",,,"May 29, 2021",Offered,6620.0,27.0,68990.0
20561,"7.39Ξ ($4,683)",,,"Dec 20, 2020",Offered,6620.0,7.39,4683.0
20562,"7.49Ξ ($3,421)",,,"Nov 14, 2020",Offered,6620.0,7.49,3421.0
20563,"7.79Ξ ($3,201)",,,"Oct 24, 2020",Offered,6620.0,7.79,3201.0
20565,"8.89Ξ ($3,243)",,,"Oct 16, 2020",Offered,6620.0,8.89,3243.0
20566,"9.55Ξ ($3,568)",,,"Oct 11, 2020",Offered,6620.0,9.55,3568.0
20567,"9.79Ξ ($3,594)",,,"Oct 10, 2020",Offered,6620.0,9.79,3594.0
20574,0.10Ξ ($57),,,"May 29, 2018",Offered,6620.0,0.1,57.0
20580,"30.99Ξ ($55,643)",,,"Mar 21, 2021",Offered,6621.0,30.99,55643.0
20582,"16.66Ξ ($30,255)",,,"Feb 14, 2021",Offered,6621.0,16.66,30255.0
20595,0.10Ξ ($57),,,"May 29, 2018",Offered,6621.0,0.1,57.0
20596,"3Ξ ($3,151)",,,"Jan 16, 2018",Offered,6621.0,3.0,3151.0
20597,0.30Ξ ($408),,,"Jan 14, 2018",Offered,6621.0,0.3,408.0
20598,0.20Ξ ($139),,,"Dec 30, 2017",Offered,6621.0,0.2,139.0
20600,"55Ξ ($107,938)",,,"Jul 18, 2021",Offered,6622.0,55.0,107938.0
20601,"49.99Ξ ($129,421)",,,"May 25, 2021",Offered,6622.0,49.99,129421.0
20602,"68Ξ ($282,601)",,,"May 14, 2021",Offered,6622.0,68.0,282601.0
20603,"85Ξ ($181,353)",,,"Apr 10, 2021",Offered,6622.0,85.0,181353.0
20604,"65Ξ ($135,258)",,,"Apr 09, 2021",Offered,6622.0,65.0,135258.0
20605,"55Ξ ($108,264)",,,"Apr 07, 2021",Offered,6622.0,55.0,108264.0
20608,"39.99Ξ ($68,163)",,,"Mar 23, 2021",Offered,6622.0,39.99,68163.0
20609,"41.99Ξ ($71,067)",,,"Mar 23, 2021",Offered,6622.0,41.99,71067.0
20610,"44Ξ ($78,973)",,,"Mar 22, 2021",Offered,6622.0,44.0,78973.0
20611,"53Ξ ($96,351)",,,"Mar 19, 2021",Offered,6622.0,53.0,96351.0
20612,"50Ξ ($90,883)",,,"Mar 18, 2021",Offered,6622.0,50.0,90883.0
20613,"52Ξ ($94,684)",,,"Mar 18, 2021",Offered,6622.0,52.0,94684.0
20614,"49.99Ξ ($91,318)",,,"Mar 17, 2021",Offered,6622.0,49.99,91318.0
20615,"52.99Ξ ($93,889)",,,"Mar 17, 2021",Offered,6622.0,52.99,93889.0
20619,"39.99Ξ ($72,058)",,,"Mar 10, 2021",Offered,6622.0,39.99,72058.0
20620,"41.99Ξ ($71,931)",,,"Mar 08, 2021",Offered,6622.0,41.99,71931.0
20621,"45Ξ ($69,531)",,,"Mar 06, 2021",Offered,6622.0,45.0,69531.0
20622,"52Ξ ($75,596)",,,"Mar 05, 2021",Offered,6622.0,52.0,75596.0
20623,"54Ξ ($86,253)",,,"Mar 03, 2021",Offered,6622.0,54.0,86253.0
20633,1KΞ ($2.41M),,,"Jun 16, 2021",Offered,6623.0,1000.0,2410000.0
20634,450Ξ ($1.03M),,,"Jun 12, 2021",Offered,6623.0,450.0,1030000.0
20636,450Ξ ($1.08M),,,"Jun 11, 2021",Offered,6623.0,450.0,1080000.0
20638,"24.97Ξ ($52,222)",,,"Apr 09, 2021",Offered,6623.0,24.97,52222.0
20639,"24.99Ξ ($52,097)",,,"Apr 09, 2021",Offered,6623.0,24.99,52097.0
20649,1.95Ξ ($723),,,"Sep 13, 2020",Offered,6623.0,1.95,723.0
20651,2Ξ ($287),,,"Jan 07, 2020",Offered,6623.0,2.0,287.0
20653,0.30Ξ ($63),,,"Jul 17, 2019",Offered,6623.0,0.3,63.0
20654,0.50Ξ ($153),,,"Jul 07, 2019",Offered,6623.0,0.5,153.0
20655,"4Ξ ($1,074)",,,"Jun 16, 2019",Offered,6623.0,4.0,1074.0
20656,0.50Ξ ($123),,,"May 23, 2019",Offered,6623.0,0.5,123.0
20658,"27Ξ ($66,104)",,,"May 21, 2021",Offered,6624.0,27.0,66104.0
20659,"44Ξ ($79,763)",,,"Mar 11, 2021",Offered,6624.0,44.0,79763.0
20661,"14.88Ξ ($28,304)",,,"Feb 18, 2021",Offered,6624.0,14.88,28304.0
20668,1.99Ξ ($735),,,"Sep 12, 2020",Offered,6624.0,1.99,735.0
20670,"10Ξ ($1,362)",,,"Jan 05, 2020",Offered,6624.0,10.0,1362.0
20672,0.30Ξ ($63),,,"Aug 09, 2019",Offered,6624.0,0.3,63.0
20673,0.45Ξ ($98),,,"Jul 31, 2019",Offered,6624.0,0.45,98.0
20674,0.60Ξ ($186),,,"Jun 22, 2019",Offered,6624.0,0.6,186.0
20679,"80Ξ ($157,277)",,,"Jul 18, 2021",Offered,6626.0,80.0,157277.0
20682,"7Ξ ($1,688)",,,"Jun 03, 2020",Offered,6626.0,7.0,1688.0
20684,3.25Ξ ($698),,,"May 28, 2020",Offered,6626.0,3.25,698.0
20686,3.49Ξ ($706),,,"May 26, 2020",Offered,6626.0,3.49,706.0
20688,2.75Ξ ($588),,,"May 19, 2020",Offered,6626.0,2.75,588.0
20690,0.00Ξ ($0.00),,0x000000,"May 19, 2020",Offered,6626.0,0.0,0.0
20693,1.39Ξ ($271),,,"Apr 28, 2020",Offered,6626.0,1.39,271.0
20694,1.75Ξ ($261),,,"Dec 02, 2019",Offered,6626.0,1.75,261.0
20695,2Ξ ($437),,,"Jul 31, 2019",Offered,6626.0,2.0,437.0
20698,"4Ξ ($1,074)",,,"Jun 16, 2019",Offered,6626.0,4.0,1074.0
20699,0.70Ξ ($116),,,"Apr 24, 2019",Offered,6626.0,0.7,116.0
20701,0.39Ξ ($94),,,"Jul 07, 2017",Offered,6626.0,0.39,94.0
20709,3.99Ξ ($755),,,"Apr 23, 2020",Offered,6629.0,3.99,755.0
20710,4.49Ξ ($644),,,"Apr 03, 2020",Offered,6629.0,4.49,644.0
20711,"4.99Ξ ($1,283)",,,"Feb 12, 2020",Offered,6629.0,4.99,1283.0
20712,5.49Ξ ($964),,,"Jan 30, 2020",Offered,6629.0,5.49,964.0
20713,"5.99Ξ ($1,001)",,,"Jan 20, 2020",Offered,6629.0,5.99,1001.0
20714,6.95Ξ ($960),,,"Jan 05, 2020",Offered,6629.0,6.95,960.0
20717,2.95Ξ ($402),,,"Jan 05, 2020",Offered,6629.0,2.95,402.0
20720,"4.95Ξ ($1,401)",,,"Jul 04, 2019",Offered,6629.0,4.95,1401.0
20725,1.95Ξ ($484),,,"Jun 10, 2019",Offered,6629.0,1.95,484.0
20726,2.39Ξ ($633),,,"Jun 01, 2019",Offered,6629.0,2.39,633.0
20730,1.50Ξ ($391),,,"May 19, 2019",Offered,6629.0,1.5,391.0
20732,"1.65Ξ ($1,248)",,,"Jan 01, 2018",Offered,6629.0,1.65,1248.0
20735,1.99Ξ ($404),,,"Jul 26, 2017",Offered,6629.0,1.99,404.0
20754,"18Ξ ($42,441)",,,"Jun 08, 2021",Offered,6630.0,18.0,42441.0
20756,"19.50Ξ ($50,717)",,,"Jun 01, 2021",Offered,6630.0,19.5,50717.0
20758,"15.75Ξ ($40,521)",,,"Jun 01, 2021",Offered,6630.0,15.75,40521.0
20762,"35Ξ ($63,348)",,,"Mar 11, 2021",Offered,6631.0,35.0,63348.0
20766,1.33Ξ ($283),,,"May 02, 2020",Offered,6631.0,1.33,283.0
20768,1.50Ξ ($263),,,"Jan 19, 2020",Offered,6631.0,1.5,263.0
20775,"59.99Ξ ($219,575)",,,"May 16, 2021",Offered,6633.0,59.99,219575.0
20777,"79.99Ξ ($193,130)",,,"Apr 22, 2021",Offered,6633.0,79.99,193130.0
20778,"99.99Ξ ($231,775)",,,"Apr 14, 2021",Offered,6633.0,99.99,231775.0
20780,"55Ξ ($126,088)",,,"Apr 14, 2021",Offered,6633.0,55.0,126088.0
20785,"150Ξ ($373,789)",,,"Apr 15, 2021",Offered,6634.0,150.0,373789.0
20798,"180Ξ ($384,001)",,,"Apr 12, 2021",Offered,6634.0,180.0,384001.0
20814,"17.99Ξ ($68,087)",,,"May 14, 2021",Offered,6635.0,17.99,68087.0
20816,"20Ξ ($78,267)",,,"May 10, 2021",Offered,6635.0,20.0,78267.0
20824,"16Ξ ($41,302)",,,"Jun 09, 2021",Offered,6636.0,16.0,41302.0
20825,"17Ξ ($42,681)",,,"May 28, 2021",Offered,6636.0,17.0,42681.0
20831,"18.50Ξ ($35,375)",,,"Apr 01, 2021",Offered,6637.0,18.5,35375.0
20832,"19Ξ ($36,494)",,,"Mar 31, 2021",Offered,6637.0,19.0,36494.0
20839,"45Ξ ($84,024)",,,"Jul 17, 2021",Offered,6638.0,45.0,84024.0
20840,"100Ξ ($186,809)",,,"Jul 17, 2021",Offered,6638.0,100.0,186809.0
20841,"49Ξ ($93,306)",,,"Jul 16, 2021",Offered,6638.0,49.0,93306.0
20846,"45Ξ ($85,610)",,,"Jul 15, 2021",Offered,6638.0,45.0,85610.0
20849,"46.50Ξ ($89,267)",,,"Jul 15, 2021",Offered,6638.0,46.5,89267.0
20851,"54Ξ ($103,885)",,,"Jul 15, 2021",Offered,6638.0,54.0,103885.0
20853,"47Ξ ($93,736)",,,"Jul 14, 2021",Offered,6638.0,47.0,93736.0
20855,"49Ξ ($92,511)",,,"Jul 14, 2021",Offered,6638.0,49.0,92511.0
20856,"54Ξ ($108,792)",,,"Jul 12, 2021",Offered,6638.0,54.0,108792.0
20857,"49Ξ ($104,592)",,,"Jul 11, 2021",Offered,6638.0,49.0,104592.0
20858,"54.99Ξ ($115,145)",,,"Jul 11, 2021",Offered,6638.0,54.99,115145.0
20859,"47Ξ ($98,418)",,,"Jul 11, 2021",Offered,6638.0,47.0,98418.0
20860,"69.69Ξ ($147,527)",,,"Jul 11, 2021",Offered,6638.0,69.69,147527.0
20861,"100Ξ ($215,166)",,,"Jul 10, 2021",Offered,6638.0,100.0,215166.0
20862,"80Ξ ($170,347)",,,"Jul 09, 2021",Offered,6638.0,80.0,170347.0
20863,"54.99Ξ ($123,129)",,,"Jul 05, 2021",Offered,6638.0,54.99,123129.0
20865,"99.98Ξ ($209,411)",,,"Jul 02, 2021",Offered,6638.0,99.98,209411.0
20871,"40Ξ ($165,458)",,,"May 10, 2021",Offered,6638.0,40.0,165458.0
20872,"55Ξ ($119,359)",,,"Apr 13, 2021",Offered,6638.0,55.0,119359.0
20873,"69Ξ ($143,492)",,,"Apr 09, 2021",Offered,6638.0,69.0,143492.0
20874,"80Ξ ($165,110)",,,"Apr 08, 2021",Offered,6638.0,80.0,165110.0
20875,"44Ξ ($74,591)",,,"Mar 29, 2021",Offered,6638.0,44.0,74591.0
20876,"55Ξ ($94,115)",,,"Mar 23, 2021",Offered,6638.0,55.0,94115.0
20877,"72Ξ ($128,971)",,,"Mar 16, 2021",Offered,6638.0,72.0,128971.0
20879,"55Ξ ($89,401)",,,"Mar 03, 2021",Offered,6638.0,55.0,89401.0
20881,"27.50Ξ ($29,176)",,,"Jan 05, 2021",Offered,6638.0,27.5,29176.0
20883,"13.99Ξ ($5,227)",,,"Oct 11, 2020",Offered,6638.0,13.99,5227.0
20885,"12.99Ξ ($5,027)",,,"Sep 13, 2020",Offered,6638.0,12.99,5027.0
20886,"9.99Ξ ($3,663)",,,"Sep 11, 2020",Offered,6638.0,9.99,3663.0
20890,4Ξ ($850),,,"May 09, 2020",Offered,6638.0,4.0,850.0
20892,2Ξ ($433),,,"Aug 11, 2019",Offered,6638.0,2.0,433.0
20894,0.90Ξ ($152),,,"May 07, 2019",Offered,6638.0,0.9,152.0
20896,0.75Ξ ($139),,,"Sep 11, 2018",Offered,6638.0,0.75,139.0
20897,0.80Ξ ($554),,,"Dec 16, 2017",Offered,6638.0,0.8,554.0
20905,0.45Ξ ($78),,,"May 06, 2019",Offered,6639.0,0.45,78.0
20910,0.70Ξ ($119),,,"Apr 23, 2019",Offered,6640.0,0.7,119.0
20913,0.00Ξ ($0.00),,0x269616,"Jul 18, 2021",Offered,6641.0,0.0,0.0
20918,0.00Ξ ($0.00),,0x269616,"Jul 09, 2021",Offered,6641.0,0.0,0.0
20922,"14.55Ξ ($60,468)",,,"May 14, 2021",Offered,6641.0,14.55,60468.0
20924,"15.25Ξ ($60,907)",,,"May 13, 2021",Offered,6641.0,15.25,60907.0
20929,"13.50Ξ ($53,348)",,,"May 13, 2021",Offered,6641.0,13.5,53348.0
20932,"49Ξ ($96,376)",,,"Feb 19, 2021",Offered,6642.0,49.0,96376.0
20938,"3.61Ξ ($1,301)",,,"Sep 27, 2020",Offered,6642.0,3.61,1301.0
20940,0.10Ξ ($29),,,"Jun 27, 2017",Offered,6642.0,0.1,29.0
20943,"19.80Ξ ($42,062)",,,"Jul 10, 2021",Offered,6643.0,19.8,42062.0
20944,"19.49Ξ ($41,896)",,,"Jul 08, 2021",Offered,6643.0,19.49,41896.0
20948,"15.30Ξ ($35,819)",,,"Jun 17, 2021",Offered,6643.0,15.3,35819.0
20952,"15Ξ ($35,803)",,,"Jun 11, 2021",Offered,6643.0,15.0,35803.0
20954,555.55Ξ ($1.54M),,,"Apr 30, 2021",Offered,6644.0,555.55,1540000.0
20956,"25.99Ξ ($55,794)",,,"Apr 11, 2021",Offered,6644.0,25.99,55794.0
20958,"21.70Ξ ($46,328)",,,"Apr 11, 2021",Offered,6644.0,21.7,46328.0
20963,"15.50Ξ ($43,148)",,,"Jun 07, 2021",Offered,6645.0,15.5,43148.0
20968,"15.90Ξ ($42,230)",,,"Jun 04, 2021",Offered,6645.0,15.9,42230.0
20970,"16.50Ξ ($46,123)",,,"Jun 03, 2021",Offered,6645.0,16.5,46123.0
20973,"16.75Ξ ($45,139)",,,"Jun 02, 2021",Offered,6645.0,16.75,45139.0
20976,"17.50Ξ ($45,516)",,,"Jun 01, 2021",Offered,6645.0,17.5,45516.0
20977,"18.50Ξ ($48,892)",,,"May 31, 2021",Offered,6645.0,18.5,48892.0
20978,"23.50Ξ ($57,183)",,,"May 24, 2021",Offered,6645.0,23.5,57183.0
20982,0.00Ξ ($0.00),,0x269616,"Jun 30, 2021",Offered,6646.0,0.0,0.0
20988,"15.25Ξ ($42,582)",,,"May 27, 2021",Offered,6646.0,15.25,42582.0
20992,"15.75Ξ ($43,108)",,,"May 25, 2021",Offered,6646.0,15.75,43108.0
20993,"16.50Ξ ($55,446)",,,"May 16, 2021",Offered,6646.0,16.5,55446.0
20998,"14.75Ξ ($37,961)",,,"Jun 01, 2021",Offered,6647.0,14.75,37961.0
21001,"15Ξ ($38,605)",,,"Jun 01, 2021",Offered,6647.0,15.0,38605.0
21005,"57Ξ ($113,627)",,,"Jul 13, 2021",Offered,6648.0,57.0,113627.0
21006,"43Ξ ($87,455)",,,"Jul 13, 2021",Offered,6648.0,43.0,87455.0
21009,"44Ξ ($80,143)",,,"Jun 25, 2021",Offered,6648.0,44.0,80143.0
21035,"59.99Ξ ($78,876)",,,"Jan 21, 2021",Offered,6649.0,59.99,78876.0
21036,"69Ξ ($98,539)",,,"Jan 19, 2021",Offered,6649.0,69.0,98539.0
21039,"65Ξ ($86,524)",,,"Jan 19, 2021",Offered,6649.0,65.0,86524.0
21041,"80Ξ ($95,934)",,,"Jan 18, 2021",Offered,6649.0,80.0,95934.0
21043,"45Ξ ($53,818)",,,"Jan 18, 2021",Offered,6649.0,45.0,53818.0
21044,"88Ξ ($102,113)",,,"Jan 14, 2021",Offered,6649.0,88.0,102113.0
21047,"75Ξ ($75,693)",,jmg,"Jan 04, 2021",Offered,6649.0,75.0,75693.0
21048,"75Ξ ($70,587)",,,"Jan 03, 2021",Offered,6649.0,75.0,70587.0
21049,"85Ξ ($62,716)",,,"Jan 01, 2021",Offered,6649.0,85.0,62716.0
21050,"88.66Ξ ($65,452)",,,"Dec 31, 2020",Offered,6649.0,88.66,65452.0
21051,"88.88Ξ ($61,109)",,,"Dec 27, 2020",Offered,6649.0,88.88,61109.0
21052,"99.99Ξ ($63,536)",,,"Dec 26, 2020",Offered,6649.0,99.99,63536.0
21059,"1.90Ξ ($1,375)",,,"May 10, 2018",Offered,6649.0,1.9,1375.0
21069,0.30Ξ ($56),,,"Sep 11, 2018",Offered,6650.0,0.3,56.0
21070,1.50Ξ ($443),,,"Aug 09, 2017",Offered,6650.0,1.5,443.0
21073,0.20Ξ ($39),,,"Jul 30, 2017",Offered,6650.0,0.2,39.0
21074,0.80Ξ ($152),,,"Jul 11, 2017",Offered,6650.0,0.8,152.0
21079,2.70Ξ ($685),,,"Jun 26, 2017",Offered,6651.0,2.7,685.0
21082,"16.75Ξ ($37,390)",,,"Jun 19, 2021",Offered,6652.0,16.75,37390.0
21085,"14.69Ξ ($34,462)",,,"Jun 18, 2021",Offered,6652.0,14.69,34462.0
21089,"15.49Ξ ($43,085)",,,"Jun 02, 2021",Offered,6652.0,15.49,43085.0
21090,"17.50Ξ ($45,023)",,,"Jun 01, 2021",Offered,6652.0,17.5,45023.0
21092,"15.75Ξ ($42,720)",,,"Jun 01, 2021",Offered,6652.0,15.75,42720.0
21094,"17.50Ξ ($46,249)",,,"May 31, 2021",Offered,6652.0,17.5,46249.0
21097,"39Ξ ($70,122)",,,"Mar 16, 2021",Offered,6653.0,39.0,70122.0
21099,"24.95Ξ ($44,639)",,,"Mar 11, 2021",Offered,6653.0,24.95,44639.0
21102,"20.49Ξ ($35,100)",,,"Mar 08, 2021",Offered,6653.0,20.49,35100.0
21103,"23Ξ ($33,437)",,,"Mar 05, 2021",Offered,6653.0,23.0,33437.0
21104,"24.50Ξ ($39,264)",,,"Mar 03, 2021",Offered,6653.0,24.5,39264.0
21105,"25.50Ξ ($34,319)",,,"Feb 28, 2021",Offered,6653.0,25.5,34319.0
21111,"18.90Ξ ($39,329)",,,"Apr 09, 2021",Offered,6654.0,18.9,39329.0
21112,"21Ξ ($43,720)",,,"Apr 09, 2021",Offered,6654.0,21.0,43720.0
21114,"19.70Ξ ($41,013)",,,"Apr 09, 2021",Offered,6654.0,19.7,41013.0
21127,1.04Ξ ($249),,,"Jul 11, 2020",Offered,6654.0,1.04,249.0
21129,1Ξ ($232),,,"Jul 02, 2020",Offered,6654.0,1.0,232.0
21131,1.79Ξ ($361),,,"May 22, 2020",Offered,6654.0,1.79,361.0
21134,0.80Ξ ($160),,,"May 21, 2020",Offered,6654.0,0.8,160.0
21135,"20Ξ ($4,143)",,,"May 17, 2020",Offered,6654.0,20.0,4143.0
21136,"100Ξ ($21,170)",,,"May 09, 2020",Offered,6654.0,100.0,21170.0
21138,0.59Ξ ($101),,,"Apr 17, 2020",Offered,6654.0,0.59,101.0
21143,0.90Ξ ($274),,,"Jun 24, 2017",Offered,6654.0,0.9,274.0
21145,"23Ξ ($50,436)",,,"Jul 01, 2021",Offered,6655.0,23.0,50436.0
21154,"27Ξ ($50,158)",,,"Jul 17, 2021",Offered,6658.0,27.0,50158.0
21155,"25Ξ ($98,324)",,,"May 09, 2021",Offered,6658.0,25.0,98324.0
21158,"26.50Ξ ($88,137)",,,"May 04, 2021",Offered,6658.0,26.5,88137.0
21159,"27.50Ξ ($69,660)",,,"Apr 15, 2021",Offered,6658.0,27.5,69660.0
21160,"31Ξ ($56,724)",,,"Mar 20, 2021",Offered,6658.0,31.0,56724.0
21161,"35Ξ ($58,536)",,,"Mar 07, 2021",Offered,6658.0,35.0,58536.0
21162,"39Ξ ($74,354)",,,"Feb 21, 2021",Offered,6658.0,39.0,74354.0
21164,"24Ξ ($30,092)",,,"Jan 28, 2021",Offered,6658.0,24.0,30092.0
21165,"8.45Ξ ($10,344)",,,"Jan 07, 2021",Offered,6658.0,8.45,10344.0
21169,0.55Ξ ($108),,,"Apr 26, 2020",Offered,6658.0,0.55,108.0
21171,0.05Ξ ($27),,,"Jun 11, 2018",Offered,6658.0,0.05,27.0
21172,1Ξ ($971),,,"Feb 03, 2018",Offered,6658.0,1.0,971.0
21175,0.10Ξ ($66),,,"Dec 22, 2017",Offered,6658.0,0.1,66.0
21177,"29.99Ξ ($120,921)",,,"May 10, 2021",Offered,6659.0,29.99,120921.0
21179,"26Ξ ($64,355)",,,"Apr 17, 2021",Offered,6659.0,26.0,64355.0
21183,"22.75Ξ ($52,314)",,,"Apr 13, 2021",Offered,6659.0,22.75,52314.0
21186,"21.97Ξ ($49,523)",,,"Apr 13, 2021",Offered,6659.0,21.97,49523.0
21187,"22.47Ξ ($50,095)",,,"Apr 13, 2021",Offered,6659.0,22.47,50095.0
21188,"22.97Ξ ($49,681)",,,"Apr 13, 2021",Offered,6659.0,22.97,49681.0
21195,"16.99Ξ ($28,609)",,,"Mar 28, 2021",Offered,6659.0,16.99,28609.0
21196,"17.25Ξ ($28,729)",,,"Mar 28, 2021",Offered,6659.0,17.25,28729.0
21200,"17.49Ξ ($29,527)",,,"Mar 28, 2021",Offered,6659.0,17.49,29527.0
21201,"17.99Ξ ($30,542)",,,"Mar 28, 2021",Offered,6659.0,17.99,30542.0
21206,"18.99Ξ ($32,334)",,,"Mar 27, 2021",Offered,6659.0,18.99,32334.0
21207,"19.97Ξ ($33,889)",,,"Mar 27, 2021",Offered,6659.0,19.97,33889.0
21209,"18.99Ξ ($32,201)",,,"Mar 27, 2021",Offered,6659.0,18.99,32201.0
21211,"20.50Ξ ($35,137)",,,"Mar 27, 2021",Offered,6659.0,20.5,35137.0
21212,"24.99Ξ ($45,423)",,,"Mar 18, 2021",Offered,6659.0,24.99,45423.0
21213,"25.49Ξ ($47,500)",,,"Mar 13, 2021",Offered,6659.0,25.49,47500.0
21215,"26.49Ξ ($39,108)",,,"Mar 05, 2021",Offered,6659.0,26.49,39108.0
21221,"23.96Ξ ($99,575)",,,"May 14, 2021",Offered,6660.0,23.96,99575.0
21222,"26.96Ξ ($93,344)",,,"May 06, 2021",Offered,6660.0,26.96,93344.0
21223,"33.47Ξ ($106,227)",,,"May 03, 2021",Offered,6660.0,33.47,106227.0
21224,"44.43Ξ ($71,623)",,,"Mar 25, 2021",Offered,6660.0,44.43,71623.0
21225,"347Ξ ($667,961)",,,"Feb 21, 2021",Offered,6660.0,347.0,667961.0
21227,"24.24Ξ ($47,205)",,,"Feb 20, 2021",Offered,6660.0,24.24,47205.0
21231,"14Ξ ($24,357)",,,"Feb 17, 2021",Offered,6660.0,14.0,24357.0
21236,666Ξ ($1.2M),,,"Mar 11, 2021",Offered,6661.0,666.0,1200000.0
21239,"66.61Ξ ($87,407)",,,"Jan 26, 2021",Offered,6661.0,66.61,87407.0
21240,"11Ξ ($13,073)",,,"Jan 06, 2021",Offered,6661.0,11.0,13073.0
21241,"66.61Ξ ($7,831)",,,"Jan 23, 2019",Offered,6661.0,66.61,7831.0
21242,0.00Ξ ($0.00),,,"Jan 23, 2019",Offered,6661.0,0.0,0.0
21243,1.67Ξ ($208),,,"Nov 22, 2018",Offered,6661.0,1.67,208.0
21245,0.10Ξ ($43),,,"Jul 10, 2018",Offered,6661.0,0.1,43.0
21246,0.15Ξ ($63),,,"Jun 28, 2018",Offered,6661.0,0.15,63.0
21247,0.20Ξ ($91),,,"Jun 24, 2018",Offered,6661.0,0.2,91.0
21248,0.25Ξ ($133),,,"Jun 11, 2018",Offered,6661.0,0.25,133.0
21257,1.66Ξ ($596),,,"Sep 13, 2020",Offered,6662.0,1.66,596.0
21263,1.20Ξ ($464),,,"Aug 26, 2020",Offered,6662.0,1.2,464.0
21264,1.99Ξ ($403),,,"May 22, 2020",Offered,6662.0,1.99,403.0
21265,1.49Ξ ($264),,,"Jan 18, 2020",Offered,6662.0,1.49,264.0
21266,1Ξ ($216),,,"Aug 11, 2019",Offered,6662.0,1.0,216.0
21272,"125Ξ ($200,085)",,,"Feb 24, 2021",Offered,6664.0,125.0,200085.0
21273,"55Ξ ($88,037)",,,"Feb 24, 2021",Offered,6664.0,55.0,88037.0
21274,739.04KΞ ($1.28B),,,"Feb 22, 2021",Offered,6664.0,739040.0,1280000000.0
21275,"42Ξ ($8,493)",,,"May 14, 2020",Offered,6664.0,42.0,8493.0
21277,0.99Ξ ($200),,,"May 14, 2020",Offered,6664.0,0.99,200.0
21278,1.49Ξ ($264),,,"Jan 18, 2020",Offered,6664.0,1.49,264.0
21279,1Ξ ($216),,,"Aug 11, 2019",Offered,6664.0,1.0,216.0
21282,"1Ξ ($1,279)",,,"Jan 15, 2018",Offered,6664.0,1.0,1279.0
21286,"29.69Ξ ($68,788)",,,"Jul 04, 2021",Offered,6665.0,29.69,68788.0
21288,"26Ξ ($45,911)",,,"Jun 26, 2021",Offered,6665.0,26.0,45911.0
21296,1.49Ξ ($290),,,"Apr 26, 2020",Offered,6665.0,1.49,290.0
21298,1.49Ξ ($272),,,"Jan 31, 2020",Offered,6665.0,1.49,272.0
21300,1.25Ξ ($237),,,"Sep 15, 2019",Offered,6665.0,1.25,237.0
21303,"80Ξ ($19,654)",,,"Jul 08, 2017",Offered,6665.0,80.0,19654.0
21305,"250Ξ ($503,562)",,,"Jul 13, 2021",Offered,6666.0,250.0,503562.0
21307,"96Ξ ($195,131)",,,"Jul 13, 2021",Offered,6666.0,96.0,195131.0
21310,"102Ξ ($207,326)",,,"Jul 13, 2021",Offered,6666.0,102.0,207326.0
21312,"109Ξ ($228,805)",,,"Jul 11, 2021",Offered,6666.0,109.0,228805.0
21313,"115Ξ ($245,425)",,,"Jul 09, 2021",Offered,6666.0,115.0,245425.0
21314,"135Ξ ($313,350)",,,"Jul 08, 2021",Offered,6666.0,135.0,313350.0
21315,"250Ξ ($553,068)",,,"Jun 29, 2021",Offered,6666.0,250.0,553068.0
21316,666Ξ ($1.85M),,,"May 27, 2021",Offered,6666.0,666.0,1850000.0
21317,"340Ξ ($907,827)",,,"May 27, 2021",Offered,6666.0,340.0,907827.0
21322,"140Ξ ($249,432)",,,"Mar 11, 2021",Offered,6666.0,140.0,249432.0
21324,"79.99Ξ ($100,060)",,,"Jan 23, 2021",Offered,6666.0,79.99,100060.0
21327,"89.99Ξ ($66,261)",,,"Dec 31, 2020",Offered,6666.0,89.99,66261.0
21333,"49.99Ξ ($17,816)",,,"Sep 25, 2020",Offered,6666.0,49.99,17816.0
21334,"66.66Ξ ($24,248)",,,"Sep 15, 2020",Offered,6666.0,66.66,24248.0
21336,"59.99Ξ ($20,115)",,,"Sep 08, 2020",Offered,6666.0,59.99,20115.0
