,Amount,From,To,Txn,Type,punk_id,amount_ethereum,amount_dollars
0,250Ξ ($1.03M),0x983ace,,"May 10, 2021",Bid Withdrawn,0.0,250.0,1030000.0
1,"250Ξ ($537,615)",0x983ace,,"Apr 11, 2021",Bid,0.0,250.0,537615.0
2,"100Ξ ($160,973)",0xd7510a,,"Mar 03, 2021",Bid Withdrawn,0.0,100.0,160973.0
3,"100Ξ ($188,897)",0xd7510a,,"Feb 20, 2021",Bid,0.0,100.0,188897.0
4,"69Ξ ($25,532)",natealex,,"Sep 16, 2020",Bid Withdrawn,0.0,69.0,25532.0
5,"69Ξ ($25,104)",natealex,,"Sep 15, 2020",Bid,0.0,69.0,25104.0
6,"49Ξ ($7,031)",natealex,,"Jan 11, 2020",Bid Withdrawn,0.0,49.0,7031.0
7,"49Ξ ($6,786)",natealex,,"Jan 09, 2020",Bid,0.0,49.0,6786.0
8,"44Ξ ($6,329)",natealex,,"Jan 08, 2020",Bid Withdrawn,0.0,44.0,6329.0
9,"44Ξ ($5,905)",natealex,,"Dec 30, 2019",Bid,0.0,44.0,5905.0
10,0Ξ ($1),natealex,,"Dec 30, 2019",Bid Withdrawn,0.0,0.0,1.0
11,0Ξ ($1),natealex,,"Dec 30, 2019",Bid,0.0,0.0,1.0
12,"18.50Ξ ($4,544)",GoWest23,,"May 23, 2019",Bid Withdrawn,0.0,18.5,4544.0
13,"18.50Ξ ($4,504)",GoWest23,,"May 22, 2019",Bid,0.0,18.5,4504.0
14,"40Ξ ($6,597)",PsyRen,,"Apr 02, 2019",Bid Withdrawn,0.0,40.0,6597.0
15,"40Ξ ($6,597)",PsyRen,,"Apr 02, 2019",Bid,0.0,40.0,6597.0
17,"25Ξ ($2,822)",0xe08c32,,"Nov 30, 2018",Bid,0.0,25.0,2822.0
20,"13Ξ ($3,132)",0x7760e0,,"Jul 07, 2017",Bid,0.0,13.0,3132.0
21,"13Ξ ($3,132)",0x00d7c9,,"Jul 07, 2017",Bid,0.0,13.0,3132.0
25,1.60Ξ ($386),0xa0a59c,,"Jul 07, 2017",Bid,0.0,1.6,386.0
26,1.53Ξ ($422),0x7760e0,,"Jul 03, 2017",Bid,0.0,1.53,422.0
27,1.52Ξ ($422),0xa0a59c,,"Jul 03, 2017",Bid,0.0,1.52,422.0
28,1.30Ξ ($369),0x7760e0,,"Jul 02, 2017",Bid,0.0,1.3,369.0
29,1.30Ξ ($369),0xa0a59c,,"Jul 02, 2017",Bid,0.0,1.3,369.0
30,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,0.0,0.05,14.0
32,0.98Ξ ($320),0x00d7c9,,"Jun 23, 2017",Bid,0.0,0.98,320.0
33,0.67Ξ ($219),0x948a10,,"Jun 23, 2017",Bid,0.0,0.67,219.0
37,"60Ξ ($36,305)",0xcf6165,,"Nov 30, 2020",Bid,1.0,60.0,36305.0
39,"50Ξ ($30,187)",natealex,,"Nov 23, 2020",Bid Withdrawn,1.0,50.0,30187.0
40,"50Ξ ($29,918)",natealex,,"Nov 23, 2020",Bid,1.0,50.0,29918.0
46,"40Ξ ($8,107)",DANNY,,"May 14, 2020",Bid Withdrawn,1.0,40.0,8107.0
48,"40Ξ ($8,088)",DANNY,,"May 14, 2020",Bid,1.0,40.0,8088.0
63,"21.50Ξ ($3,575)",GoWest23,,"Apr 06, 2019",Bid Withdrawn,1.0,21.5,3575.0
64,"21.50Ξ ($3,575)",GoWest23,,"Apr 06, 2019",Bid,1.0,21.5,3575.0
67,5Ξ ($747),jmg,,"Jan 03, 2019",Bid Withdrawn,1.0,5.0,747.0
69,5Ξ ($704),jmg,,"Dec 24, 2018",Bid,1.0,5.0,704.0
73,0.05Ξ ($50),0x55c016,,"Feb 03, 2018",Bid Withdrawn,1.0,0.05,50.0
74,0.05Ξ ($24),0x55c016,,"Dec 05, 2017",Bid,1.0,0.05,24.0
78,0.05Ξ ($16),0x7760e0,,"Jun 28, 2017",Bid,1.0,0.05,16.0
81,0.42Ξ ($107),0xa0a59c,,"Jun 26, 2017",Bid,1.0,0.42,107.0
82,0.35Ξ ($98),0x717403,,"Jun 25, 2017",Bid,1.0,0.35,98.0
83,0.35Ξ ($98),sov,,"Jun 25, 2017",Bid,1.0,0.35,98.0
84,<0.01Ξ ($1),0xa0a59c,,"Jun 25, 2017",Bid,1.0,0.01,1.0
85,0.20Ξ ($61),sov,,"Jun 24, 2017",Bid Withdrawn,1.0,0.2,61.0
86,0.20Ξ ($61),sov,,"Jun 24, 2017",Bid,1.0,0.2,61.0
89,<0.01Ξ ($6),0x7f6498,,"Jun 04, 2021",Bid,2.0,0.01,6.0
90,"9.50Ξ ($12,718)",0x4c9692,,"Jan 30, 2021",Bid Withdrawn,2.0,9.5,12718.0
91,"9.50Ξ ($12,783)",0x4c9692,,"Jan 28, 2021",Bid,2.0,9.5,12783.0
92,"20Ξ ($6,914)",DANNY,,"Sep 21, 2020",Bid Withdrawn,2.0,20.0,6914.0
93,"20Ξ ($7,400)",DANNY,,"Sep 20, 2020",Bid,2.0,20.0,7400.0
94,"9Ξ ($3,532)",0x9b35db,,"Aug 24, 2020",Bid Withdrawn,2.0,9.0,3532.0
95,"9Ξ ($3,504)",0x9b35db,,"Aug 22, 2020",Bid,2.0,9.0,3504.0
96,"8Ξ ($1,125)",natealex,,"Jan 07, 2020",Bid Withdrawn,2.0,8.0,1125.0
97,"8Ξ ($1,071)",natealex,,"Jan 04, 2020",Bid,2.0,8.0,1071.0
98,3.35Ξ ($431),jmg,,"Jan 01, 2020",Bid Withdrawn,2.0,3.35,431.0
99,3.35Ξ ($433),jmg,,"Dec 31, 2019",Bid,2.0,3.35,433.0
100,4Ξ ($500),jmg,,"Dec 28, 2019",Bid Withdrawn,2.0,4.0,500.0
101,4Ξ ($724),jmg,,"Oct 02, 2019",Bid,2.0,4.0,724.0
102,3.50Ξ ($634),jmg,,"Oct 02, 2019",Bid Withdrawn,2.0,3.5,634.0
103,3.50Ξ ($634),jmg,,"Sep 12, 2019",Bid,2.0,3.5,634.0
104,2.70Ξ ($489),jmg,,"Sep 12, 2019",Bid Withdrawn,2.0,2.7,489.0
105,2.70Ξ ($504),jmg,,"Aug 25, 2019",Bid,2.0,2.7,504.0
106,1.10Ξ ($270),0x7760e0,,"Jul 08, 2017",Bid,2.0,1.1,270.0
107,1.10Ξ ($270),0x00d7c9,,"Jul 08, 2017",Bid,2.0,1.1,270.0
108,1Ξ ($246),0x7760e0,,"Jul 08, 2017",Bid,2.0,1.0,246.0
109,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,2.0,1.0,246.0
110,0.51Ξ ($123),0x8b27de,,"Jul 07, 2017",Bid,2.0,0.51,123.0
111,0.42Ξ ($117),0xa0a59c,,"Jun 25, 2017",Bid Withdrawn,2.0,0.42,117.0
112,0.42Ξ ($117),0xa0a59c,,"Jun 25, 2017",Bid,2.0,0.42,117.0
114,"33Ξ ($11,638)",jmg,,"Oct 04, 2020",Bid Withdrawn,3.0,33.0,11638.0
115,"33Ξ ($11,944)",jmg,,"Sep 28, 2020",Bid,3.0,33.0,11944.0
116,"5Ξ ($1,215)",Alex3422,,"Jun 06, 2020",Bid Withdrawn,3.0,5.0,1215.0
117,"5Ξ ($1,197)",Alex3422,,"Jun 01, 2020",Bid,3.0,5.0,1197.0
118,1.10Ξ ($270),0x7760e0,,"Jul 08, 2017",Bid,3.0,1.1,270.0
119,1.10Ξ ($270),0x00d7c9,,"Jul 08, 2017",Bid,3.0,1.1,270.0
120,1Ξ ($246),0x7760e0,,"Jul 08, 2017",Bid,3.0,1.0,246.0
121,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,3.0,1.0,246.0
122,0.05Ξ ($14),0x7760e0,,"Jul 02, 2017",Bid,3.0,0.05,14.0
123,0.37Ξ ($104),0x00d7c9,,"Jun 30, 2017",Bid Withdrawn,3.0,0.37,104.0
124,0.37Ξ ($117),0x00d7c9,,"Jun 28, 2017",Bid,3.0,0.37,117.0
125,0.06Ξ ($15),0x717403,,"Jun 26, 2017",Bid,3.0,0.06,15.0
126,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,3.0,0.06,15.0
127,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,3.0,0.05,13.0
129,"28Ξ ($109,026)",notmycir…,,"May 13, 2021",Bid Withdrawn,4.0,28.0,109026.0
130,"28Ξ ($71,053)",notmycir…,,"Apr 26, 2021",Bid,4.0,28.0,71053.0
131,4.40Ξ ($621),natealex,,"Jan 06, 2020",Bid Withdrawn,4.0,4.4,621.0
132,4.40Ξ ($589),natealex,,"Jan 04, 2020",Bid,4.0,4.4,589.0
133,2Ξ ($255),Carlini8,,"Jan 03, 2020",Bid Withdrawn,4.0,2.0,255.0
134,2Ξ ($264),Carlini8,,"Jan 01, 2020",Bid,4.0,2.0,264.0
135,2Ξ ($250),jmg,,"Dec 28, 2019",Bid Withdrawn,4.0,2.0,250.0
136,2Ξ ($373),jmg,,"Aug 25, 2019",Bid,4.0,2.0,373.0
137,1Ξ ($238),0x00d7c9,,"Jul 09, 2017",Bid Withdrawn,4.0,1.0,238.0
138,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,4.0,1.0,246.0
139,0.10Ξ ($28),ddaavvee,,"Jun 25, 2017",Bid,4.0,0.1,28.0
141,"4.20Ξ ($11,322)",vengist,,"Apr 29, 2021",Bid,5.0,4.2,11322.0
142,"3Ξ ($6,037)",0x2d0f9c,,"Apr 04, 2021",Bid Withdrawn,5.0,3.0,6037.0
143,"3Ξ ($6,115)",0x2d0f9c,,"Apr 03, 2021",Bid,5.0,3.0,6115.0
147,"1.25Ξ ($1,613)",0xce6259,,"Jan 27, 2021",Bid Withdrawn,5.0,1.25,1613.0
148,"1.25Ξ ($1,635)",0xce6259,,"Jan 27, 2021",Bid,5.0,1.25,1635.0
149,1Ξ ($238),0x00d7c9,,"Jul 09, 2017",Bid Withdrawn,5.0,1.0,238.0
150,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,5.0,1.0,246.0
151,0.06Ξ ($16),0x717403,,"Jul 04, 2017",Bid Withdrawn,5.0,0.06,16.0
152,0.06Ξ ($15),0x717403,,"Jun 26, 2017",Bid,5.0,0.06,15.0
153,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,5.0,0.06,15.0
155,0.06Ξ ($127),s19m.eth,,"Jun 30, 2021",Bid Withdrawn,6.0,0.06,127.0
156,0.06Ξ ($130),s19m.eth,,"Jun 30, 2021",Bid,6.0,0.06,130.0
157,"10Ξ ($10,126)",TokenAng…,,"Jan 04, 2021",Bid Withdrawn,6.0,10.0,10126.0
158,"10Ξ ($7,350)",TokenAng…,,"Jan 01, 2021",Bid,6.0,10.0,7350.0
159,1Ξ ($238),0x00d7c9,,"Jul 09, 2017",Bid Withdrawn,6.0,1.0,238.0
160,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,6.0,1.0,246.0
161,0.06Ξ ($15),0x717403,,"Jun 26, 2017",Bid,6.0,0.06,15.0
162,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,6.0,0.06,15.0
164,1.75Ξ ($551),Michel_M…,,"Jul 26, 2020",Bid Withdrawn,7.0,1.75,551.0
165,1.75Ξ ($428),Michel_M…,,"Jul 13, 2020",Bid,7.0,1.75,428.0
166,6Ξ ($965),jmg,,"Jan 25, 2020",Bid Withdrawn,7.0,6.0,965.0
167,6Ξ ($960),jmg,,"Jan 25, 2020",Bid,7.0,6.0,960.0
168,5.50Ξ ($898),MrTpunks,,"Jan 24, 2020",Bid,7.0,5.5,898.0
169,5Ξ ($816),jmg,,"Jan 24, 2020",Bid,7.0,5.0,816.0
170,1Ξ ($136),Pranksy,,"Jan 05, 2020",Bid Withdrawn,7.0,1.0,136.0
171,1Ξ ($132),Pranksy,,"Jan 01, 2020",Bid,7.0,1.0,132.0
172,1Ξ ($238),0x00d7c9,,"Jul 09, 2017",Bid Withdrawn,7.0,1.0,238.0
173,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,7.0,1.0,246.0
174,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,7.0,0.06,15.0
176,"30Ξ ($68,985)",0x516358,,"Apr 13, 2021",Bid Withdrawn,8.0,30.0,68985.0
177,"30Ξ ($62,427)",0x516358,,"Apr 09, 2021",Bid,8.0,30.0,62427.0
178,"20Ξ ($41,618)",0x516358,,"Apr 09, 2021",Bid Withdrawn,8.0,20.0,41618.0
179,"20Ξ ($40,949)",0x516358,,"Apr 05, 2021",Bid,8.0,20.0,40949.0
180,"2Ξ ($3,618)",kskum,,"Mar 16, 2021",Bid,8.0,2.0,3618.0
181,2.15Ξ ($945),Michel_M…,,"Aug 14, 2020",Bid Withdrawn,8.0,2.15,945.0
182,2.15Ξ ($918),Michel_M…,,"Aug 14, 2020",Bid,8.0,2.15,918.0
183,2Ξ ($409),MBK,,"May 24, 2020",Bid Withdrawn,8.0,2.0,409.0
184,2Ξ ($422),MBK,,"May 21, 2020",Bid,8.0,2.0,422.0
185,5Ξ ($804),jmg,,"Jan 25, 2020",Bid Withdrawn,8.0,5.0,804.0
186,5Ξ ($808),jmg,,"Jan 24, 2020",Bid,8.0,5.0,808.0
187,0.10Ξ ($31),0x43b89f,,"Oct 18, 2017",Bid Withdrawn,8.0,0.1,31.0
188,0.10Ξ ($38),0x43b89f,,"Aug 30, 2017",Bid,8.0,0.1,38.0
189,1Ξ ($238),0x00d7c9,,"Jul 09, 2017",Bid Withdrawn,8.0,1.0,238.0
190,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,8.0,1.0,246.0
191,0.49Ξ ($118),0x8b27de,,"Jul 07, 2017",Bid,8.0,0.49,118.0
192,0.06Ξ ($15),0x717403,,"Jun 26, 2017",Bid,8.0,0.06,15.0
193,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,8.0,0.06,15.0
195,"36Ξ ($13,597)",jmg,,"Oct 14, 2020",Bid Withdrawn,9.0,36.0,13597.0
196,"36Ξ ($13,669)",jmg,,"Oct 13, 2020",Bid,9.0,36.0,13669.0
197,"27.50Ξ ($9,493)",jmg,,"Oct 02, 2020",Bid Withdrawn,9.0,27.5,9493.0
198,"27.50Ξ ($9,986)",jmg,,"Sep 28, 2020",Bid,9.0,27.5,9986.0
199,"25Ξ ($8,839)",jmg,,"Sep 26, 2020",Bid,9.0,25.0,8839.0
200,"20Ξ ($7,071)",jmg,,"Sep 26, 2020",Bid Withdrawn,9.0,20.0,7071.0
201,"20Ξ ($7,400)",jmg,,"Sep 20, 2020",Bid,9.0,20.0,7400.0
202,"6Ξ ($1,443)",Alex3422,,"Jun 04, 2020",Bid Withdrawn,9.0,6.0,1443.0
203,"6Ξ ($1,437)",Alex3422,,"Jun 01, 2020",Bid,9.0,6.0,1437.0
204,4Ξ ($794),Pranksy,,"May 22, 2020",Bid Withdrawn,9.0,4.0,794.0
205,4Ξ ($839),Pranksy,,"May 20, 2020",Bid,9.0,4.0,839.0
206,5Ξ ($804),jmg,,"Jan 25, 2020",Bid Withdrawn,9.0,5.0,804.0
207,5Ξ ($832),jmg,,"Jan 20, 2020",Bid,9.0,5.0,832.0
208,2Ξ ($362),jmg,,"Sep 12, 2019",Bid Withdrawn,9.0,2.0,362.0
209,2Ξ ($377),jmg,,"Aug 26, 2019",Bid,9.0,2.0,377.0
210,1.80Ξ ($314),0xa1179f,,"Apr 18, 2019",Bid Withdrawn,9.0,1.8,314.0
211,1.80Ξ ($301),0xa1179f,,"Apr 17, 2019",Bid,9.0,1.8,301.0
212,1.50Ξ ($263),jmg,,"Apr 07, 2019",Bid Withdrawn,9.0,1.5,263.0
213,1.50Ξ ($217),jmg,,"Mar 29, 2019",Bid,9.0,1.5,217.0
214,1.50Ξ ($217),jmg,,"Mar 29, 2019",Bid Withdrawn,9.0,1.5,217.0
215,1.50Ξ ($217),jmg,,"Mar 29, 2019",Bid,9.0,1.5,217.0
216,1.25Ξ ($924),0x00bd3a,,"Dec 29, 2017",Bid Withdrawn,9.0,1.25,924.0
217,1.25Ξ ($282),0x00bd3a,,"Jul 24, 2017",Bid,9.0,1.25,282.0
218,1.20Ξ ($274),0x00bd3a,,"Jul 23, 2017",Bid Withdrawn,9.0,1.2,274.0
219,1.20Ξ ($260),0x00bd3a,,"Jul 21, 2017",Bid,9.0,1.2,260.0
220,1Ξ ($238),0x00d7c9,,"Jul 09, 2017",Bid Withdrawn,9.0,1.0,238.0
221,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,9.0,1.0,246.0
222,0.20Ξ ($48),0xa0a59c,,"Jul 07, 2017",Bid Withdrawn,9.0,0.2,48.0
223,0.20Ξ ($63),0xa0a59c,,"Jun 28, 2017",Bid,9.0,0.2,63.0
224,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,9.0,0.06,15.0
226,"25.50Ξ ($45,336)",0xddfdcb,,"Mar 21, 2021",Bid Withdrawn,10.0,25.5,45336.0
227,"25.50Ξ ($46,570)",0xddfdcb,,"Mar 19, 2021",Bid,10.0,25.5,46570.0
228,0.60Ξ ($123),0x00d7c9,,"Jul 10, 2017",Bid Withdrawn,10.0,0.6,123.0
229,0.60Ξ ($123),0x00d7c9,,"Jul 10, 2017",Bid,10.0,0.6,123.0
230,1Ξ ($238),0x00d7c9,,"Jul 09, 2017",Bid Withdrawn,10.0,1.0,238.0
231,1Ξ ($246),0x00d7c9,,"Jul 08, 2017",Bid,10.0,1.0,246.0
232,0.60Ξ ($145),0x7ebcda,,"Jul 07, 2017",Bid Withdrawn,10.0,0.6,145.0
233,0.60Ξ ($145),0x7ebcda,,"Jul 07, 2017",Bid,10.0,0.6,145.0
234,0.06Ξ ($15),0x717403,,"Jun 26, 2017",Bid,10.0,0.06,15.0
235,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,10.0,0.06,15.0
238,0.50Ξ ($65),Pranksy,,"Jan 02, 2020",Bid Withdrawn,12.0,0.5,65.0
239,0.50Ξ ($66),Pranksy,,"Jan 01, 2020",Bid,12.0,0.5,66.0
240,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,12.0,0.05,13.0
242,"42Ξ ($116,917)",daddykal…,,"Jun 07, 2021",Bid Withdrawn,13.0,42.0,116917.0
243,"42Ξ ($112,400)",daddykal…,,"Jun 06, 2021",Bid,13.0,42.0,112400.0
244,"70Ξ ($149,334)",0x983ace,,"Apr 12, 2021",Bid Withdrawn,13.0,70.0,149334.0
245,"70Ξ ($149,995)",0x983ace,,"Apr 12, 2021",Bid,13.0,70.0,149995.0
246,"53.33Ξ ($81,801)",0x4eb676,,"Mar 05, 2021",Bid Withdrawn,13.0,53.33,81801.0
247,"53.33Ξ ($81,654)",0x4eb676,,"Mar 05, 2021",Bid,13.0,53.33,81654.0
248,"15Ξ ($21,074)",Pranksy,,"Feb 02, 2021",Bid Withdrawn,13.0,15.0,21074.0
249,"15Ξ ($19,917)",Pranksy,,"Feb 01, 2021",Bid,13.0,15.0,19917.0
250,"13Ξ ($4,910)",jmg,,"Oct 14, 2020",Bid Withdrawn,13.0,13.0,4910.0
251,"13Ξ ($4,538)",jmg,,"Oct 03, 2020",Bid,13.0,13.0,4538.0
252,3.33Ξ ($661),Pranksy,,"May 22, 2020",Bid Withdrawn,13.0,3.33,661.0
253,3.33Ξ ($699),Pranksy,,"May 20, 2020",Bid,13.0,3.33,699.0
254,3.50Ξ ($477),jmg,,"Jan 09, 2020",Bid Withdrawn,13.0,3.5,477.0
255,3.50Ξ ($506),jmg,,"Jan 07, 2020",Bid,13.0,3.5,506.0
256,2Ξ ($289),jmg,,"Jan 07, 2020",Bid Withdrawn,13.0,2.0,289.0
257,2Ξ ($263),jmg,,"Jan 01, 2020",Bid,13.0,2.0,263.0
258,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,13.0,0.05,13.0
260,"33.25Ξ ($64,905)",0xe369a8,,"Feb 20, 2021",Bid Withdrawn,14.0,33.25,64905.0
261,"33.25Ξ ($64,905)",0xe369a8,,"Feb 20, 2021",Bid,14.0,33.25,64905.0
262,"33Ξ ($66,189)",0xe369a8,,"Feb 20, 2021",Bid Withdrawn,14.0,33.0,66189.0
263,"33Ξ ($66,189)",0xe369a8,,"Feb 20, 2021",Bid,14.0,33.0,66189.0
264,"34Ξ ($68,201)",0xe369a8,,"Feb 20, 2021",Bid Withdrawn,14.0,34.0,68201.0
265,"34Ξ ($68,246)",0xe369a8,,"Feb 20, 2021",Bid,14.0,34.0,68246.0
268,0.50Ξ ($83),robers,,"Apr 10, 2020",Bid Withdrawn,14.0,0.5,83.0
269,0.50Ξ ($86),robers,,"Apr 22, 2019",Bid,14.0,0.5,86.0
280,0.10Ξ ($22),0x3a6372,,"Jul 12, 2017",Bid,14.0,0.1,22.0
281,0.61Ξ ($145),Hemba,,"Jul 09, 2017",Bid Withdrawn,14.0,0.61,145.0
282,0.61Ξ ($145),Hemba,,"Jul 09, 2017",Bid,14.0,0.61,145.0
283,0.33Ξ ($88),0x717403,,"Jul 06, 2017",Bid,14.0,0.33,88.0
284,0.33Ξ ($88),0x6611fe,,"Jul 06, 2017",Bid,14.0,0.33,88.0
285,0.10Ξ ($28),0x7760e0,,"Jul 02, 2017",Bid,14.0,0.1,28.0
286,0.10Ξ ($28),0x6611fe,,"Jul 02, 2017",Bid,14.0,0.1,28.0
287,0.05Ξ ($16),0x7760e0,,"Jun 28, 2017",Bid,14.0,0.05,16.0
288,0.36Ξ ($114),0x00d7c9,,"Jun 28, 2017",Bid Withdrawn,14.0,0.36,114.0
289,0.36Ξ ($114),0x00d7c9,,"Jun 28, 2017",Bid,14.0,0.36,114.0
290,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,14.0,0.05,14.0
292,"57.50Ξ ($123,576)",runhot99…,,"Apr 18, 2021",Bid Withdrawn,15.0,57.5,123576.0
293,"57.50Ξ ($131,713)",runhot99…,,"Apr 18, 2021",Bid,15.0,57.5,131713.0
294,"50Ξ ($80,008)",TokenAng…,,"Feb 25, 2021",Bid Withdrawn,15.0,50.0,80008.0
295,"50Ξ ($94,707)",TokenAng…,,"Feb 21, 2021",Bid,15.0,50.0,94707.0
296,"15Ξ ($29,211)",opal.eth,,"Feb 20, 2021",Bid Withdrawn,15.0,15.0,29211.0
297,"15Ξ ($29,170)",opal.eth,,"Feb 20, 2021",Bid,15.0,15.0,29170.0
298,0.75Ξ ($276),0x2e2e26,,"Oct 01, 2020",Bid Withdrawn,15.0,0.75,276.0
299,0.75Ξ ($89),0x2e2e26,,"Dec 22, 2018",Bid,15.0,0.75,89.0
300,0.10Ξ ($28),0x717403,,"Jun 25, 2017",Bid,15.0,0.1,28.0
301,0.10Ξ ($30),0x00d7c9,,"Jun 24, 2017",Bid,15.0,0.1,30.0
303,"1.60Ξ ($3,385)",0x83e0bb,,"Apr 05, 2021",Bid Withdrawn,16.0,1.6,3385.0
304,"1.60Ξ ($3,011)",0x83e0bb,,"Mar 31, 2021",Bid,16.0,1.6,3011.0
306,0.10Ξ ($222),0x682b2a,,"Apr 20, 2021",Bid,17.0,0.1,222.0
307,0.02Ξ ($26),0x565590,,"Mar 07, 2021",Bid,17.0,0.02,26.0
308,<0.01Ξ ($0),0x118ee7,,"Mar 10, 2020",Bid,17.0,0.01,0.0
311,2.30Ξ ($470),Dude_Nak…,,"May 26, 2020",Bid Withdrawn,19.0,2.3,470.0
312,2.30Ξ ($464),Dude_Nak…,,"May 22, 2020",Bid,19.0,2.3,464.0
314,"28Ξ ($93,739)",0x7e152b,,"May 05, 2021",Bid Withdrawn,20.0,28.0,93739.0
315,"28Ξ ($94,399)",0x7e152b,,"May 05, 2021",Bid,20.0,28.0,94399.0
316,"20Ξ ($41,618)",0x516358,,"Apr 09, 2021",Bid Withdrawn,20.0,20.0,41618.0
317,"20Ξ ($42,231)",0x516358,,"Apr 07, 2021",Bid,20.0,20.0,42231.0
319,"21Ξ ($44,643)",magicdhz…,,"Apr 12, 2021",Bid Withdrawn,21.0,21.0,44643.0
320,"21Ξ ($44,569)",magicdhz…,,"Apr 11, 2021",Bid,21.0,21.0,44569.0
322,"6.50Ξ ($2,381)",m01222,,"Oct 16, 2020",Bid Withdrawn,22.0,6.5,2381.0
323,"6.50Ξ ($2,484)",m01222,,"Oct 13, 2020",Bid,22.0,6.5,2484.0
324,"9Ξ ($1,858)",Pranksy,,"May 27, 2020",Bid Withdrawn,22.0,9.0,1858.0
325,"9Ξ ($1,853)",Pranksy,,"May 27, 2020",Bid,22.0,9.0,1853.0
326,"8Ξ ($1,614)",Pranksy,,"May 27, 2020",Bid Withdrawn,22.0,8.0,1614.0
327,"8Ξ ($1,627)",Pranksy,,"May 26, 2020",Bid,22.0,8.0,1627.0
328,4Ξ ($794),Pranksy,,"May 22, 2020",Bid Withdrawn,22.0,4.0,794.0
329,4Ξ ($839),Pranksy,,"May 20, 2020",Bid,22.0,4.0,839.0
330,5Ξ ($833),Alex3422,,"Jan 26, 2020",Bid Withdrawn,22.0,5.0,833.0
331,5Ξ ($815),Alex3422,,"Jan 26, 2020",Bid,22.0,5.0,815.0
332,3.99Ξ ($608),Pranksy,,"Jan 14, 2020",Bid Withdrawn,22.0,3.99,608.0
333,3.99Ξ ($575),Pranksy,,"Jan 14, 2020",Bid,22.0,3.99,575.0
334,2.50Ξ ($360),Pranksy,,"Jan 14, 2020",Bid,22.0,2.5,360.0
335,1.25Ξ ($170),Pranksy,,"Jan 05, 2020",Bid Withdrawn,22.0,1.25,170.0
336,1.25Ξ ($165),Pranksy,,"Jan 01, 2020",Bid,22.0,1.25,165.0
337,0.80Ξ ($161),Zieg,,"Jul 31, 2017",Bid Withdrawn,22.0,0.8,161.0
338,0.80Ξ ($161),Zieg,,"Jul 31, 2017",Bid,22.0,0.8,161.0
339,0.51Ξ ($136),Hemba,,"Jul 06, 2017",Bid Withdrawn,22.0,0.51,136.0
340,0.51Ξ ($136),Hemba,,"Jul 06, 2017",Bid,22.0,0.51,136.0
341,0.10Ξ ($28),0x7760e0,,"Jul 02, 2017",Bid,22.0,0.1,28.0
342,0.10Ξ ($28),0x6611fe,,"Jul 02, 2017",Bid,22.0,0.1,28.0
343,0.06Ξ ($15),0x717403,,"Jun 26, 2017",Bid,22.0,0.06,15.0
344,0.06Ξ ($15),0x9be1c7,,"Jun 26, 2017",Bid,22.0,0.06,15.0
345,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,22.0,0.05,14.0
347,0.10Ξ ($74),0x10ae9f,,"Dec 27, 2017",Bid Withdrawn,23.0,0.1,74.0
348,0.10Ξ ($74),0x10ae9f,,"Dec 27, 2017",Bid,23.0,0.1,74.0
349,0.02Ξ ($16),0xd80c8c,,"Dec 13, 2017",Bid,23.0,0.02,16.0
351,"25Ξ ($45,688)",0xfc80c3,,"Mar 29, 2021",Bid Withdrawn,24.0,25.0,45688.0
352,"25Ξ ($42,313)",0xfc80c3,,"Mar 27, 2021",Bid,24.0,25.0,42313.0
353,"3Ξ ($1,037)",Korniej,,"Sep 21, 2020",Bid Withdrawn,24.0,3.0,1037.0
354,"3Ξ ($1,124)",Korniej,,"Sep 21, 2020",Bid,24.0,3.0,1124.0
355,0.50Ξ ($114),Choyna,,"Jun 28, 2020",Bid Withdrawn,24.0,0.5,114.0
356,0.50Ξ ($114),Choyna,,"Jun 27, 2020",Bid,24.0,0.5,114.0
358,3Ξ ($565),0x0601d0,,"May 11, 2020",Bid Withdrawn,25.0,3.0,565.0
359,3Ξ ($571),0x0601d0,,"May 10, 2020",Bid,25.0,3.0,571.0
