,Amount,From,To,Txn,Type,punk_id
356,,0x7e5280,0x0601d0,"Jun 05, 2019",Transfer,5027.0
357,,0xd27e3f,0x7e5280,"Oct 04, 2017",Transfer,5027.0
358,,0xff8414,0xd27e3f,"Jul 16, 2017",Transfer,5027.0
359,,,0xff8414,"Jun 23, 2017",Claimed,5027.0
360,"13Ξ ($49,294)",0x4affe1,,"May 16, 2021",Bid Withdrawn,5028.0
361,"15Ξ ($56,685)",TweetyPi…,0xf7c82e,"May 15, 2021",Sold,5028.0
362,"13Ξ ($50,792)",0x4affe1,,"May 15, 2021",Bid,5028.0
363,"15Ξ ($58,331)",,,"May 15, 2021",Offered,5028.0
364,"19.99Ξ ($82,546)",,,"May 14, 2021",Offered,5028.0
365,,,,"May 14, 2021",Offer Withdrawn,5028.0
366,"13Ξ ($50,508)",guyzalax…,,"May 14, 2021",Bid Withdrawn,5028.0
367,"13Ξ ($49,222)",guyzalax…,,"May 14, 2021",Bid,5028.0
368,"15Ξ ($61,112)",,,"May 12, 2021",Offered,5028.0
369,"16Ξ ($65,674)",,,"May 12, 2021",Offered,5028.0
370,"29.50Ξ ($119,545)",,,"May 11, 2021",Offered,5028.0
371,"25Ξ ($86,707)",,,"May 06, 2021",Offered,5028.0
372,"17.60Ξ ($36,380)",0xd4442b,TweetyPi…,"Apr 08, 2021",Sold,5028.0
373,"17.60Ξ ($36,380)",,,"Apr 08, 2021",Offered,5028.0
374,"16.40Ξ ($33,899)",0x175da1,0xd4442b,"Apr 08, 2021",Sold,5028.0
375,"14.75Ξ ($29,083)",0xd4442b,,"Apr 08, 2021",Bid Withdrawn,5028.0
376,"14.75Ξ ($28,995)",0xd4442b,,"Apr 07, 2021",Bid,5028.0
377,"16.40Ξ ($34,221)",,,"Apr 03, 2021",Offered,5028.0
378,"21.50Ξ ($36,636)",,,"Mar 28, 2021",Offered,5028.0
379,"6.42Ξ ($11,577)",0x033ee7,0x175da1,"Feb 13, 2021",Sold,5028.0
380,"6.42Ξ ($12,035)",,,"Feb 13, 2021",Offered,5028.0
381,2.87Ξ ($993),MrNFT,0x033ee7,"Sep 24, 2020",Sold,5028.0
382,2.87Ξ ($993),,,"Sep 24, 2020",Offered,5028.0
383,,WrappedC…,MrNFT,"Sep 24, 2020",(Unwrap),5028.0
384,2.19Ξ ($757),Pranksy,MrNFT,"Sep 24, 2020",Sold,5028.0
385,1.80Ξ ($613),Hemba,Pranksy,"Sep 22, 2020",Sold,5028.0
386,,0x193847,WrappedC…,"Sep 15, 2020",(Wrap),5028.0
387,,Hemba,0x193847,"Sep 15, 2020",Transfer,5028.0
388,,,Hemba,"Jun 23, 2017",Claimed,5028.0
389,0.19Ξ ($59),0xc00c2b,0x96b48f,"Aug 12, 2017",Sold,5029.0
390,0.19Ξ ($59),,,"Aug 12, 2017",Offered,5029.0
391,0.30Ξ ($89),,,"Aug 09, 2017",Offered,5029.0
392,0.25Ξ ($74),,,"Aug 09, 2017",Offered,5029.0
393,0.38Ξ ($83),,,"Aug 02, 2017",Offered,5029.0
394,0.42Ξ ($87),,,"Jul 29, 2017",Offered,5029.0
395,,,0xc00c2b,"Jun 23, 2017",Claimed,5029.0
396,,,0xdd9d84,"Jun 23, 2017",Claimed,5030.0
397,,0x133524,0xd79b93,"May 05, 2021",Transfer,5031.0
398,,,0x133524,"Jun 23, 2017",Claimed,5031.0
399,,0x133524,0xd79b93,"May 05, 2021",Transfer,5032.0
400,,,0x133524,"Jun 23, 2017",Claimed,5032.0
401,"8Ξ ($14,765)",0xc85045,0xee4512,"Feb 14, 2021",Sold,5033.0
402,"8Ξ ($13,109)",,,"Feb 03, 2021",Offered,5033.0
403,<0.01Ξ ($<0.01),0xc7c6b9,,"Dec 16, 2020",Bid,5033.0
404,,0x5b098b,0xc85045,"Jul 01, 2017",Transfer,5033.0
405,,,0x5b098b,"Jun 23, 2017",Claimed,5033.0
406,"33Ξ ($70,347)",0xf3b0f4,,"Jul 09, 2021",Bid Withdrawn,5034.0
407,"33Ξ ($71,301)",0xf3b0f4,,"Jul 08, 2021",Bid,5034.0
408,0.50Ξ ($125),AZonneve…,,"Jun 02, 2020",Bid Withdrawn,5034.0
409,0.50Ξ ($106),AZonneve…,,"May 20, 2020",Bid,5034.0
410,,,0xcc7c33,"Jun 23, 2017",Claimed,5034.0
411,0.10Ξ ($261),0xe8215f,,"Jun 08, 2021",Bid Withdrawn,5036.0
412,0.10Ξ ($267),0xe8215f,,"Jun 06, 2021",Bid,5036.0
413,<0.01Ξ ($2),0x74cf64,,"Jun 06, 2021",Bid,5036.0
414,0Ξ ($18),mindfool…,,"Mar 20, 2021",Bid Withdrawn,5036.0
415,0Ξ ($18),mindfool…,,"Mar 20, 2021",Bid,5036.0
416,<0.01Ξ ($2),0x7d56f0,,"Mar 17, 2021",Bid,5036.0
417,<0.01Ξ ($2),0x70eb09,,"Feb 05, 2021",Bid,5036.0
418,,,0xcc7c33,"Jun 23, 2017",Claimed,5036.0
419,,,0x6611fe,"Jun 23, 2017",Claimed,5037.0
420,"20Ξ ($44,869)",0x6611fe,0xcfc505,"Apr 19, 2021",Sold,5038.0
421,"20Ξ ($44,869)",,,"Apr 19, 2021",Offered,5038.0
422,1Ξ ($352),griffin,,"Sep 26, 2020",Bid Withdrawn,5038.0
423,1Ξ ($352),griffin,,"Sep 26, 2020",Bid,5038.0
424,,,0x6611fe,"Jun 23, 2017",Claimed,5038.0
425,,0xc03f96,WrappedC…,"May 12, 2021",(Wrap),5039.0
426,,0xf19df7,0xc03f96,"May 12, 2021",Transfer,5039.0
427,"20Ξ ($79,263)",,,"May 11, 2021",Offered,5039.0
428,"20Ξ ($79,484)",minter.h…,0xf19df7,"May 09, 2021",Sold,5039.0
429,"20Ξ ($78,875)",,,"May 09, 2021",Offered,5039.0
430,"23Ξ ($89,009)",,,"May 09, 2021",Offered,5039.0
431,"25Ξ ($96,748)",,,"May 09, 2021",Offered,5039.0
432,"23Ξ ($89,382)",🤹🏻‍♂.e…,,"May 09, 2021",Bid Withdrawn,5039.0
433,"23Ξ ($89,382)",🤹🏻‍♂.e…,,"May 09, 2021",Bid,5039.0
434,"30Ξ ($116,585)",,,"May 09, 2021",Offered,5039.0
435,,0x270ff2,minter.h…,"May 09, 2021",Transfer,5039.0
436,,0xb08be7,0x270ff2,"May 08, 2021",Transfer,5039.0
437,"26Ξ ($92,027)",0x1adc72,0xb08be7,"May 08, 2021",Sold,5039.0
438,"26Ξ ($92,411)",,,"May 06, 2021",Offered,5039.0
439,"22.50Ξ ($76,402)",wookie.e…,,"May 04, 2021",Bid Withdrawn,5039.0
440,"22.50Ξ ($72,244)",wookie.e…,,"May 04, 2021",Bid,5039.0
441,"21.50Ξ ($69,033)",wookie.e…,,"May 04, 2021",Bid Withdrawn,5039.0
442,"21.50Ξ ($71,550)",wookie.e…,,"May 04, 2021",Bid,5039.0
443,"29Ξ ($96,509)",,,"May 04, 2021",Offered,5039.0
444,"21.25Ξ ($37,974)",0x6611fe,0x1adc72,"Mar 21, 2021",Sold,5039.0
445,"19.75Ξ ($36,069)",wookie.e…,,"Mar 19, 2021",Bid Withdrawn,5039.0
446,"19.75Ξ ($36,028)",wookie.e…,,"Mar 19, 2021",Bid,5039.0
447,"21.25Ξ ($38,752)",,,"Mar 19, 2021",Offered,5039.0
448,,,0x6611fe,"Jun 23, 2017",Claimed,5039.0
449,"17Ξ ($30,767)",0x889233,,"Mar 29, 2021",Bid Withdrawn,5040.0
450,"19.97Ξ ($36,142)",0x62bdc6,0x076d14,"Mar 29, 2021",Sold,5040.0
451,"19.97Ξ ($35,717)",,,"Mar 29, 2021",Offered,5040.0
452,"21.99Ξ ($37,242)",,,"Mar 29, 2021",Offered,5040.0
453,"17Ξ ($28,465)",0x889233,,"Mar 28, 2021",Bid,5040.0
454,"16.50Ξ ($27,628)",0x36d1b7,,"Mar 28, 2021",Bid,5040.0
455,"16Ξ ($26,791)",0x889233,,"Mar 28, 2021",Bid,5040.0
456,"18.99Ξ ($31,797)",,,"Mar 28, 2021",Offered,5040.0
457,"15Ξ ($24,982)",0x052564,,"Mar 28, 2021",Bid,5040.0
458,"19.99Ξ ($33,747)",,,"Mar 28, 2021",Offered,5040.0
459,"21.99Ξ ($37,471)",,,"Mar 28, 2021",Offered,5040.0
460,"22.97Ξ ($39,156)",,,"Mar 28, 2021",Offered,5040.0
461,"22.99Ξ ($39,587)",,,"Mar 27, 2021",Offered,5040.0
462,"23.99Ξ ($40,268)",,,"Mar 27, 2021",Offered,5040.0
463,"24.99Ξ ($40,505)",,,"Mar 26, 2021",Offered,5040.0
464,"23.49Ξ ($37,764)",,,"Mar 25, 2021",Offered,5040.0
465,"23.99Ξ ($38,421)",,,"Mar 25, 2021",Offered,5040.0
466,"25.99Ξ ($40,648)",,,"Mar 25, 2021",Offered,5040.0
467,"24.97Ξ ($39,799)",,,"Mar 25, 2021",Offered,5040.0
468,"24.99Ξ ($41,779)",,,"Mar 24, 2021",Offered,5040.0
469,"25.99Ξ ($43,516)",,,"Mar 23, 2021",Offered,5040.0
470,"25.49Ξ ($42,397)",,,"Mar 23, 2021",Offered,5040.0
471,"25.99Ξ ($44,300)",,,"Mar 23, 2021",Offered,5040.0
472,"22.50Ξ ($38,351)",0x0b88fd,0x62bdc6,"Mar 23, 2021",Sold,5040.0
473,"22.50Ξ ($38,351)",,,"Mar 23, 2021",Offered,5040.0
474,"24.25Ξ ($42,962)",0x12dc05,,"Mar 22, 2021",Bid Withdrawn,5040.0
475,"24.25Ξ ($43,501)",0x12dc05,,"Mar 21, 2021",Bid,5040.0
476,"26.50Ξ ($47,537)",,,"Mar 21, 2021",Offered,5040.0
477,"32Ξ ($59,305)",,,"Mar 20, 2021",Offered,5040.0
478,,0x6611fe,0x0b88fd,"Mar 20, 2021",Transfer,5040.0
479,,,0x6611fe,"Jun 23, 2017",Claimed,5040.0
480,,0x7bef66,roosh.et…,"Jul 01, 2021",Transfer,5041.0
481,"15.88Ξ ($38,275)",0x387af9,0x7bef66,"Jun 16, 2021",Sold,5041.0
482,"15.88Ξ ($40,145)",,,"Jun 09, 2021",Offered,5041.0
483,"16.88Ξ ($37,911)",,,"May 23, 2021",Offered,5041.0
484,"17.69Ξ ($52,256)",,,"May 19, 2021",Offered,5041.0
485,"18.97Ξ ($66,341)",,,"May 17, 2021",Offered,5041.0
486,"21.69Ξ ($86,627)",,,"May 13, 2021",Offered,5041.0
487,"21.69Ξ ($86,627)",,,"May 13, 2021",Offered,5041.0
488,"25Ξ ($58,161)",,,"Apr 26, 2021",Offered,5041.0
489,"17Ξ ($41,150)",0x62bdc6,,"Apr 16, 2021",Bid Withdrawn,5041.0
490,"17.90Ξ ($43,329)",0x0b88fd,0x387af9,"Apr 16, 2021",Sold,5041.0
491,"17.90Ξ ($43,329)",,,"Apr 16, 2021",Offered,5041.0
492,"17Ξ ($41,150)",0x62bdc6,,"Apr 16, 2021",Bid,5041.0
493,"18.75Ξ ($45,386)",,,"Apr 16, 2021",Offered,5041.0
494,"19.50Ξ ($49,008)",,,"Apr 16, 2021",Offered,5041.0
495,"21.50Ξ ($52,264)",,,"Apr 15, 2021",Offered,5041.0
496,"23.99Ξ ($51,681)",,,"Apr 12, 2021",Offered,5041.0
497,,0x6611fe,0x0b88fd,"Apr 10, 2021",Transfer,5041.0
498,"4.80Ξ ($8,146)",0xd3e2e7,,"Feb 06, 2021",Bid Withdrawn,5041.0
499,"4.80Ξ ($8,263)",0xd3e2e7,,"Feb 05, 2021",Bid,5041.0
500,,,0x6611fe,"Jun 23, 2017",Claimed,5041.0
501,,0x133524,0xd79b93,"May 05, 2021",Transfer,5042.0
502,,,0x133524,"Jun 23, 2017",Claimed,5042.0
503,,,,"May 02, 2021",Offer Withdrawn,5043.0
504,"23.50Ξ ($52,721)",,,"Apr 19, 2021",Offered,5043.0
505,,,,"Mar 11, 2021",Offer Withdrawn,5043.0
506,"19.55Ξ ($34,602)",,,"Mar 10, 2021",Offered,5043.0
507,,,0x6611fe,"Jun 23, 2017",Claimed,5043.0
508,"42Ξ ($76,278)",,,"Mar 12, 2021",Offered,5044.0
509,,,zaphod,"Jun 23, 2017",Claimed,5044.0
510,0.12Ξ ($37),0xb0b0b5,0x717403,"Sep 28, 2017",Sold,5045.0
511,0.12Ξ ($34),0x717403,,"Jun 25, 2017",Bid,5045.0
512,0.12Ξ ($40),0x5b098b,,"Jun 23, 2017",Bid,5045.0
513,,,0xb0b0b5,"Jun 23, 2017",Claimed,5045.0
514,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,5047.0
515,,,0x6611fe,"Jun 23, 2017",Claimed,5047.0
516,0.02Ξ ($50),0x29f243,,"Jul 12, 2021",Bid,5048.0
517,0.03Ξ ($49),0xb699f0,,"Feb 25, 2021",Bid Withdrawn,5048.0
518,0.03Ξ ($47),0xb699f0,,"Feb 24, 2021",Bid,5048.0
519,0.03Ξ ($6),Ravachol,,"Apr 28, 2020",Bid,5048.0
520,,,0x6611fe,"Jun 23, 2017",Claimed,5048.0
521,"15.75Ξ ($32,718)",0x36d1b7,,"Apr 04, 2021",Bid Withdrawn,5049.0
522,"15.75Ξ ($32,197)",0x36d1b7,,"Apr 04, 2021",Bid,5049.0
523,"27.50Ξ ($42,550)",0x36d1b7,,"Mar 06, 2021",Bid Withdrawn,5049.0
524,"27.50Ξ ($43,222)",0x36d1b7,,"Mar 06, 2021",Bid,5049.0
525,"6Ξ ($9,553)",0xe369a8,,"Feb 04, 2021",Bid Withdrawn,5049.0
526,"6Ξ ($9,204)",0xe369a8,,"Feb 02, 2021",Bid,5049.0
527,"5.50Ξ ($6,932)",0x50bf12,,"Jan 27, 2021",Bid Withdrawn,5049.0
528,"5.50Ξ ($7,398)",0x50bf12,,"Jan 24, 2021",Bid,5049.0
529,"5Ξ ($6,276)",Party,,"Jan 24, 2021",Bid Withdrawn,5049.0
530,"5Ξ ($6,182)",Party,,"Jan 22, 2021",Bid,5049.0
531,"5Ξ ($6,261)",Party,,"Jan 22, 2021",Bid Withdrawn,5049.0
532,"5Ξ ($6,324)",Party,,"Jan 22, 2021",Bid,5049.0
533,"5Ξ ($6,294)",Party,,"Jan 22, 2021",Bid Withdrawn,5049.0
534,"5Ξ ($6,217)",Party,,"Jan 18, 2021",Bid,5049.0
535,<0.01Ξ ($<0.01),0xc7c6b9,,"Dec 16, 2020",Bid,5049.0
536,2Ξ ($904),0x34e801,,"Nov 09, 2020",Bid Withdrawn,5049.0
537,2Ξ ($860),0x34e801,,"Nov 06, 2020",Bid,5049.0
538,,0x95ea04,0xe80547,"Dec 08, 2017",Transfer,5049.0
539,0.05Ξ ($16),0x717403,,"Jun 28, 2017",Bid Withdrawn,5049.0
540,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,5049.0
541,,,0x95ea04,"Jun 23, 2017",Claimed,5049.0
542,,,,"Jun 29, 2021",Offer Withdrawn,5050.0
543,"101Ξ ($214,686)",,,"Jun 28, 2021",Offered,5050.0
544,,WrappedC…,beautifu…,"Jun 10, 2021",(Unwrap),5050.0
545,,0x6500c0,WrappedC…,"May 10, 2021",(Wrap),5050.0
546,,beautifu…,0x6500c0,"May 10, 2021",Transfer,5050.0
547,"50.50Ξ ($82,086)",ddaavvee,beautifu…,"Mar 03, 2021",Sold,5050.0
548,"30Ξ ($44,520)",beautifu…,,"Mar 02, 2021",Bid Withdrawn,5050.0
549,"30Ξ ($45,294)",beautifu…,,"Mar 02, 2021",Bid,5050.0
550,"50.50Ξ ($75,509)",,,"Feb 27, 2021",Offered,5050.0
551,,,,"Feb 24, 2021",Offer Withdrawn,5050.0
552,"3Ξ ($5,808)",0xd5af82,,"Feb 21, 2021",Bid,5050.0
553,0.04Ξ ($12),0x7760e0,,"Jun 28, 2017",Bid,5050.0
554,"50Ξ ($14,307)",,,"Jun 27, 2017",Offered,5050.0
555,,,ddaavvee,"Jun 23, 2017",Claimed,5050.0
556,,,,"Jun 23, 2021",Offer Withdrawn,5051.0
557,"39Ξ ($83,313)",,,"Jun 20, 2021",Offered,5051.0
558,"43Ξ ($94,148)",,,"Jun 19, 2021",Offered,5051.0
559,"42Ξ ($102,711)",,,"Jun 16, 2021",Offered,5051.0
560,"20Ξ ($40,656)",0xd4442b,,"Apr 08, 2021",Bid Withdrawn,5051.0
561,"20Ξ ($39,802)",0xd4442b,,"Apr 08, 2021",Bid,5051.0
562,,,,"Feb 05, 2020",Offer Withdrawn,5051.0
563,1.55Ξ ($267),Kataster…,,"Jan 17, 2020",Bid Withdrawn,5051.0
564,1.55Ξ ($253),Kataster…,,"Jan 16, 2020",Bid,5051.0
565,0.07Ξ ($28),0xf37386,,"Mar 31, 2018",Bid,5051.0
566,<0.01Ξ ($4),0xf37386,,"Mar 24, 2018",Bid,5051.0
567,2Ξ ($529),,,"Aug 06, 2017",Offered,5051.0
568,,,0xd4fa6e,"Jun 23, 2017",Claimed,5051.0
569,"22.49Ξ ($37,407)",0x0b88fd,0x4dfac3,"Mar 23, 2021",Sold,5052.0
570,"22.49Ξ ($38,221)",,,"Mar 23, 2021",Offered,5052.0
571,"25.31Ξ ($44,847)",,,"Mar 22, 2021",Offered,5052.0
572,"27Ξ ($50,038)",,,"Mar 20, 2021",Offered,5052.0
573,,0x6611fe,0x0b88fd,"Mar 20, 2021",Transfer,5052.0
574,0.25Ξ ($42),7478,,"Jan 22, 2020",Bid Withdrawn,5052.0
575,0.25Ξ ($44),7478,,"Jan 18, 2020",Bid,5052.0
576,,,0x6611fe,"Jun 23, 2017",Claimed,5052.0
577,,sov,sov.eth,"Apr 25, 2021",Transfer,5053.0
578,,,sov,"Jun 23, 2017",Claimed,5053.0
579,"56Ξ ($154,652)",0x087173,,"Apr 30, 2021",Bid Withdrawn,5054.0
580,"61Ξ ($168,461)",,,"Apr 30, 2021",Offered,5054.0
581,"56Ξ ($154,652)",0x087173,,"Apr 30, 2021",Bid,5054.0
582,"69Ξ ($188,997)",,,"Apr 30, 2021",Offered,5054.0
583,"54Ξ ($147,686)",0x0b88fd,0x0e9aed,"Apr 30, 2021",Sold,5054.0
584,"54Ξ ($147,686)",,,"Apr 30, 2021",Offered,5054.0
585,"41Ξ ($113,158)",0x087173,,"Apr 29, 2021",Bid Withdrawn,5054.0
586,"41Ξ ($108,138)",0x087173,,"Apr 27, 2021",Bid,5054.0
587,"65Ξ ($171,439)",,,"Apr 27, 2021",Offered,5054.0
588,,0x6611fe,0x0b88fd,"Apr 23, 2021",Transfer,5054.0
589,,,0x6611fe,"Jun 23, 2017",Claimed,5054.0
590,,,0x6611fe,"Jun 23, 2017",Claimed,5055.0
591,"175Ξ ($362,285)",0x78b58e,,"Apr 10, 2021",Bid Withdrawn,5056.0
592,"175Ξ ($364,285)",0x78b58e,,"Apr 09, 2021",Bid,5056.0
593,4.2KΞ ($7.69M),,,"Mar 20, 2021",Offered,5056.0
594,2.5KΞ ($4.73M),,,"Mar 14, 2021",Offered,5056.0
595,,0xca8fe4,0x062c54,"Mar 14, 2021",Transfer,5056.0
596,0.25Ξ ($392),0x6db61f,,"Mar 04, 2021",Bid,5056.0
597,"40Ξ ($63,689)",0xf1b658,,"Feb 04, 2021",Bid Withdrawn,5056.0
598,"40Ξ ($64,075)",0xf1b658,,"Feb 03, 2021",Bid,5056.0
599,"30Ξ ($33,560)",Deeze,,"Jan 13, 2021",Bid Withdrawn,5056.0
600,"30Ξ ($33,345)",Deeze,,"Jan 13, 2021",Bid,5056.0
601,"27Ξ ($26,734)",0x3dee68,,"Jan 05, 2021",Bid Withdrawn,5056.0
602,"27Ξ ($27,370)",0x3dee68,,"Jan 04, 2021",Bid,5056.0
603,"26Ξ ($26,356)",Deeze,,"Jan 04, 2021",Bid,5056.0
604,"25Ξ ($25,342)",TokenAng…,,"Jan 04, 2021",Bid,5056.0
605,"21Ξ ($21,159)",Deeze,,"Jan 04, 2021",Bid,5056.0
606,0.80Ξ ($296),SpacedPa…,,"Sep 11, 2020",Bid Withdrawn,5056.0
607,0.80Ξ ($268),SpacedPa…,,"Sep 08, 2020",Bid,5056.0
608,0.65Ξ ($160),0x7760e0,,"Jul 08, 2017",Bid,5056.0
609,0.65Ξ ($160),Hemba,,"Jul 08, 2017",Bid,5056.0
610,,0x00bd9f,0xca8fe4,"Jun 25, 2017",Transfer,5056.0
611,0.05Ξ ($14),0x717403,,"Jun 25, 2017",Bid,5056.0
612,0.10Ξ ($33),0xc352b5,0x00bd9f,"Jun 23, 2017",Sold,5056.0
613,0.10Ξ ($33),,,"Jun 23, 2017",Offered,5056.0
614,,,0xc352b5,"Jun 23, 2017",Claimed,5056.0
615,,,0x6611fe,"Jun 23, 2017",Claimed,5057.0
616,501Ξ ($1.36M),,,"Apr 29, 2021",Offered,5058.0
617,420.69Ξ ($1.14M),,,"Apr 29, 2021",Offered,5058.0
618,"20Ξ ($54,366)",,,"Apr 29, 2021",Offered,5058.0
619,"100.11Ξ ($233,077)",,,"Apr 25, 2021",Offered,5058.0
620,"13Ξ ($26,835)",0xb3958c,0x516358,"Apr 04, 2021",Sold,5058.0
621,"13Ξ ($27,139)",0x516358,,"Apr 04, 2021",Bid,5058.0
622,"12Ξ ($25,051)",renaissa…,,"Apr 04, 2021",Bid Withdrawn,5058.0
623,"12Ξ ($24,619)",renaissa…,,"Apr 04, 2021",Bid,5058.0
624,"13.75Ξ ($28,108)",,,"Apr 04, 2021",Offered,5058.0
625,,0x023b91,0xb3958c,"Mar 16, 2021",Transfer,5058.0
626,"8.70Ξ ($15,179)",0x6611fe,0x023b91,"Feb 16, 2021",Sold,5058.0
627,"8.70Ξ ($15,860)",,,"Feb 15, 2021",Offered,5058.0
628,,,0x6611fe,"Jun 23, 2017",Claimed,5058.0
629,"31Ξ ($74,348)",0xeec5cb,,"Jun 16, 2021",Bid Withdrawn,5059.0
630,"31Ξ ($79,892)",0xeec5cb,,"Jun 15, 2021",Bid,5059.0
631,"30Ξ ($122,124)",0x64756a,,"May 10, 2021",Bid Withdrawn,5059.0
632,"44Ξ ($128,623)",,,"May 01, 2021",Offered,5059.0
633,"30Ξ ($82,232)",0x64756a,,"Apr 29, 2021",Bid,5059.0
634,0.01Ξ ($2),0x7f3560,,"Apr 24, 2019",Bid Withdrawn,5059.0
635,0.01Ξ ($3),0x7f3560,,"Oct 05, 2018",Bid,5059.0
636,0.01Ξ ($2),protospi…,,"Sep 25, 2018",Bid,5059.0
637,0Ξ ($2),0x970bfa,,"Jul 12, 2017",Bid,5059.0
638,,,0x6611fe,"Jun 23, 2017",Claimed,5059.0
639,,,0x6611fe,"Jun 23, 2017",Claimed,5060.0
640,,,0x6611fe,"Jun 23, 2017",Claimed,5061.0
641,"21Ξ ($39,777)",TokenAng…,0x88a679,"Feb 21, 2021",Sold,5062.0
642,"21Ξ ($39,777)",0x88a679,,"Feb 21, 2021",Bid,5062.0
643,"22Ξ ($42,179)",,,"Feb 20, 2021",Offered,5062.0
644,"15Ξ ($28,759)",0x07c5ea,,"Feb 20, 2021",Bid Withdrawn,5062.0
645,"15Ξ ($28,759)",0x07c5ea,,"Feb 20, 2021",Bid,5062.0
646,"17Ξ ($32,593)",kriptoga…,TokenAng…,"Feb 20, 2021",Sold,5062.0
647,"17Ξ ($32,593)",,,"Feb 20, 2021",Offered,5062.0
648,1Ξ ($463),0x34e801,,"Nov 07, 2020",Bid Withdrawn,5062.0
649,1Ξ ($456),0x34e801,,"Nov 06, 2020",Bid,5062.0
650,"1.11KΞ ($225,944)",,,"Oct 26, 2018",Offered,5062.0
651,0.50Ξ ($102),0x2bcbbd,kriptoga…,"Oct 26, 2018",Sold,5062.0
652,0.50Ξ ($152),,,"Nov 03, 2017",Offered,5062.0
653,,,0x2bcbbd,"Jun 23, 2017",Claimed,5062.0
654,,0xbea00d,WrappedC…,"Jul 04, 2021",(Wrap),5063.0
655,,sexpunks…,0xbea00d,"Jul 04, 2021",Transfer,5063.0
656,"16Ξ ($35,547)",0xaa63c8,sexpunks…,"Jul 04, 2021",Sold,5063.0
657,"16Ξ ($35,547)",sexpunks…,,"Jul 04, 2021",Bid,5063.0
658,"19Ξ ($42,101)",,,"Jul 04, 2021",Offered,5063.0
659,"19.49Ξ ($43,187)",,,"Jul 04, 2021",Offered,5063.0
660,"19.49Ξ ($41,940)",0xa06bd7,0xaa63c8,"Jul 03, 2021",Sold,5063.0
661,"19Ξ ($40,726)",0xaa63c8,,"Jul 01, 2021",Bid,5063.0
662,"19.49Ξ ($74,810)",,,"May 09, 2021",Offered,5063.0
663,"19.80Ξ ($68,195)",,,"May 06, 2021",Offered,5063.0
664,"18.88Ξ ($65,026)",0xbff231,0xa06bd7,"May 06, 2021",Sold,5063.0
665,"18.88Ξ ($66,103)",,,"May 06, 2021",Offered,5063.0
666,,WrappedC…,0xbff231,"May 06, 2021",(Unwrap),5063.0
667,,0x7684e2,WrappedC…,"May 06, 2021",(Wrap),5063.0
668,,0xbff231,0x7684e2,"May 06, 2021",Transfer,5063.0
669,,,,"May 06, 2021",Offer Withdrawn,5063.0
670,"18.99Ξ ($65,893)",,,"May 06, 2021",Offered,5063.0
671,"18Ξ ($62,457)",0x464994,0xbff231,"May 06, 2021",Sold,5063.0
672,"18.50Ξ ($64,192)",,,"May 06, 2021",Offered,5063.0
673,"18Ξ ($62,457)",0xbff231,,"May 06, 2021",Bid,5063.0
674,"19Ξ ($65,927)",,,"May 06, 2021",Offered,5063.0
675,"19Ξ ($65,927)",,,"May 06, 2021",Offered,5063.0
676,19.50Ξ ($<0.01),,,"May 06, 2021",Offered,5063.0
677,"18Ξ ($60,261)",guyzalax…,,"May 05, 2021",Bid Withdrawn,5063.0
678,"18Ξ ($60,685)",guyzalax…,,"May 05, 2021",Bid,5063.0
679,"20.45Ξ ($68,945)",,,"May 05, 2021",Offered,5063.0
680,"20.75Ξ ($69,956)",,,"May 05, 2021",Offered,5063.0
681,"22Ξ ($75,285)",,,"May 04, 2021",Offered,5063.0
682,"28Ξ ($88,743)",,,"May 03, 2021",Offered,5063.0
683,,,,"May 03, 2021",Offer Withdrawn,5063.0
684,"28Ξ ($69,874)",,,"Apr 27, 2021",Offered,5063.0
685,"30Ξ ($65,444)",,,"Apr 24, 2021",Offered,5063.0
686,"20.75Ξ ($51,296)",0x6611fe,0x464994,"Apr 17, 2021",Sold,5063.0
687,"20.75Ξ ($50,488)",,,"Apr 15, 2021",Offered,5063.0
688,,,0x6611fe,"Jun 23, 2017",Claimed,5063.0
689,0.05Ξ ($14),0x717403,,"Jun 30, 2017",Bid Withdrawn,5064.0
690,0.05Ξ ($13),0x717403,,"Jun 26, 2017",Bid,5064.0
691,,,0x6611fe,"Jun 23, 2017",Claimed,5064.0
692,"29Ξ ($67,543)",,,"Jul 05, 2021",Offered,5065.0
693,,nftgroup…,nftgroup…,"Jul 01, 2021",Transfer,5065.0
694,"26Ξ ($60,032)",,,"May 31, 2021",Offered,5065.0
695,"29.70Ξ ($84,807)",,,"May 01, 2021",Offered,5065.0
696,"22.50Ξ ($62,293)",0x023ef7,,"Apr 30, 2021",Bid Withdrawn,5065.0
697,"25.50Ξ ($70,599)",0x641189,nftgroup…,"Apr 30, 2021",Sold,5065.0
698,"22.50Ξ ($62,605)",0x023ef7,,"Apr 30, 2021",Bid,5065.0
699,"25.50Ξ ($70,510)",,,"Apr 30, 2021",Offered,5065.0
700,"27.50Ξ ($75,632)",,,"Apr 30, 2021",Offered,5065.0
701,"28.50Ξ ($74,652)",,,"Apr 27, 2021",Offered,5065.0
702,"29.50Ξ ($68,631)",,,"Apr 26, 2021",Offered,5065.0
703,,tencent,0x641189,"Apr 26, 2021",Transfer,5065.0
704,"29.50Ξ ($71,055)",,,"Apr 21, 2021",Offered,5065.0
